nombre_estacion,cod_municipio,tipo_via,particula,nombre_via,cod_postal,cod_distrito,cod_barrio,lineas_buses
CORAZON DE MARIA-STA.RITA,79,Calle,de,Corazón de María,28002,5,2,"43, 72"
BRAVO MURILLO-LOPE DE HARO,79,Calle,de,Bravo Murillo,28020,6,2,"66, 124, 126"
LOPEZ DE HOYOS-CARDENAL SILICEO,79,Calle,de,López de Hoyos,28002,5,2,"9, 73, N2"
ALCALA-PLAZA MANUEL BECERRA,79,Calle,de,Alcalá,28006,4,2,"21, 43, 53, 146, N5, N7"
ALCALA-GOYA,79,Calle,de,Alcalá,28009,4,2,"43, 53"
PRINCIPE DE VERGARA-AYALA,79,Calle,de,Ayala,28001,4,2,"29, 52, N2"
CEA BERMUDEZ-VALLEHERMOSO,79,Calle,de,Cea Bermúdez,28015,7,2,12
PRINCIPE DE VERGARA-JORGE JUAN,79,Calle,del,Príncipe de Vergara,28001,4,2,"29, 52"
PRINCIPE DE VERGARA-GOYA,79,Calle,del,Príncipe de Vergara,28001,4,2,"29, 52, N2"
BRAVO MURILLO-TERUEL,79,Calle,de,Bravo Murillo,28020,6,2,"3, 64, 66, 124, 128"
BRAVO MURILLO-PALENCIA,79,Calle,de,Bravo Murillo,28020,6,2,"3, 64, 66, 124, 128, N23"
BRAVO MURILLO-QUEVEDO,79,Calle,de,Bravo Murillo,28015,7,2,"37, 149, N23"
JORGE JUAN-PRINCIPE DE VERGARA,79,Calle,de,Jorge Juan,28001,4,2,29
GOYA-DR.ESQUERDO,79,Calle,de,Goya,28009,4,2,30
FERRAZ-MARQUES URQUIJO,79,Calle,de,Ferraz,28008,9,2,"62, 74"
GOYA-LOMBIA,79,Calle,de,Goya,28009,4,2,"30, C1"
CARTAGENA-CLARA DEL REY,79,Calle,de,Cartagena,28002,5,2,"1, 72"
FERRAZ-ROMERO ROBLEDO,79,Calle,de,Ferraz,28008,9,2,"62, 74"
SAN NAZARIO Nº 1,79,Calle,de,San Nazario,28002,5,2,40
PRINCESA Nº 29,79,Calle,de la,Princesa,28008,9,2,"1, 1, 2, 44, 133, 138, C2"
GOYA-DR.ESQUERDO,79,Calle,de,Goya,28009,4,2,30
PRINCESA-ALBERTO AGUILERA,79,Calle,de la,Princesa,28008,9,2,"1, 1, 44, 133, 138, C2, N21, NC2"
ORENSE-GRAL.PERON,79,Calle,de,Orense,28020,6,2,"5, 149"
PRINCESA-ALTAMIRANO,79,Calle,de la,Princesa,28008,9,2,"1, 1, 44, 133, 138, C2, N21, NC2"
GOYA-GRAL.DIAZ PORLIER,79,Calle,de,Goya,28001,4,2,"21, 53"
ALCALA-HERMOSILLA,79,Calle,de,Alcalá,28006,4,2,"21, 43, 53, 146, N5, N7"
FDEZ.DE LOS RIOS-GALILEO,79,Calle,de,Fernández de los Ríos,28015,7,2,2
FDEZ.DE LOS RIOS-VALLEHERMOSO,79,Calle,de,Fernández de los Ríos,28015,7,2,"16, 61"
VALLEHERMOSO-DONOSO CORTES,79,Calle,de,Vallehermoso,28015,7,2,2
PRINCESA-VENTURA RODRIGUEZ,79,Calle,de la,Princesa,28008,9,2,"1, 1, 2, 44, 74, 133, 138, C2, N21, NC2"
DR.ESQUERDO- HERMOSILLA,79,Calle,del,Jardín de San Federico,28009,4,2,"2, 56, 71, 143, 156, C1"
O DONNELL-NARVAEZ,79,Calle,de,O'Donnell,28009,4,2,"2, 28, N6"
ALCALA-PLAZA MANUEL BECERRA,79,Calle,de,Alcalá,28009,4,2,"21, 43, 53, 146, E5, N5, N7"
VALLEHERMOSO-CEA BERMUDEZ,79,Calle,de,Vallehermoso,28015,7,2,2
BRAVO MURILLO-DONOSO CORTES,79,Calle,de,Bravo Murillo,28015,7,2,"37, 149"
ALCALA-AVENIDA FELIPE II,79,Calle,de,Alcalá,28001,4,2,"146, N3, N5, N7"
ATOCHA-MAGDALENA,79,Calle,de,Atocha,28012,1,2,"6, 26, 32, N26"
ALBERTO AGUILERA-GTA.R.JIMENEZ,79,Calle,de,Alberto Aguilera,28015,7,2,"21, C03"
ALCALA-AVENIDA FELIPE II,79,Calle,de,Alcalá,28009,4,2,"E2, E3, N5, N7"
ALCALA-HERMOSILLA,79,Calle,de,Alcalá,28009,4,2,"21, 43, 53, 146, N5, N7"
RAIMUNDO FDEZ.VILLAVERDE-AVIADOR ZORITA,79,Calle,de,Raimundo Fernández Villaverde,28020,6,2,"149, C2, NC2"
BLASCO DE GARAY-ALBERTO AGUILERA,79,Calle,de,Blasco de Garay,28015,7,2,2
ORENSE-SAN GERMAN,79,Calle,de,Orense,28020,6,2,"5, 149"
ORENSE-BASILICA,79,Calle,de,Orense,28020,6,2,"5, 149"
MQUES.URQUIJO-MARTIN DE LOS HEROS,79,Calle,del,Marqués de Urquijo,28008,9,2,21
CORAZON DE MARIA-STA.HORTENSIA,79,Calle,de,Corazón de María,28002,5,2,43
EMBAJADORES-GTA.EMBAJADORES,79,Calle,de,Embajadores,28012,2,2,"60, 148, N17"
DR.ESQUERDO-CAVANILLES,79,Calle,del,Doctor Esquerdo,28007,3,2,"56, 156"
O DONNELL-DR.ESQUERDO,79,Calle,de,O'Donnell,28009,4,2,"28, N6"
FDEZ.DE LOS RIOS-MAGALLANES,79,Calle,de,Fernández de los Ríos,28015,7,2,"16, 61"
TOLEDO-LA LATINA,79,Calle,de,Toledo,28005,1,2,"2, 17, 18, 23, 35, N26"
ALBERTO AGUILERA-GALILEO,79,Calle,de,Alberto Aguilera,28015,7,2,"2, 21, C03"
ALCALA-PRINCIPE DE VERGARA,79,Calle,de,Alcalá,28001,4,2,"15, 146, 152"
CARDENAL CISNEROS-ELOY GONZALO,79,Calle,del,Cardenal Cisneros,28010,7,3,"16, 61"
PRINCIPE DE VERGARA-CONCHA ESPINA,79,Calle,del,Príncipe de Vergara,28002,5,3,"16, 29"
FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA,79,Calle,de,Francos Rodríguez,28039,9,3,64
SAINZ DE BARANDA-JUAN ESPLANDIU,79,Calle,del,Alcalde Sáinz de Baranda,28007,3,3,15
NUEVA ZELANDA-ISLA DE OZA,79,Calle,de,Nueva Zelanda,28035,9,3,137
ELOY GONZALO-JUAN DE AUSTRIA,79,Calle,de,Eloy Gonzalo,28010,7,3,"16, 61"
SANCHO DAVILA-MQUES.DE ZAFRA,79,Calle,de,Sancho Dávila,28028,4,3,12
EMBAJADORES-GTA.STA.Mª CABEZA,79,Calle,de,Embajadores,28045,2,3,"6, 59, 78, 85, 148"
DR.ESQUERDO-PZA.CONDE CASAL,79,Calle,del,Doctor Esquerdo,28007,3,3,"32, 56, 143, 156"
SAINZ DE BARANDA-MARQUES DE LOZOYA,79,Calle,del,Alcalde Sáinz de Baranda,28007,3,3,"15, 215"
JAIME EL CONQUISTADOR-EUGENIO SELLES,79,Calle,de,Jaime el Conquistador,28045,2,3,"6, 78, 148, N14"
JAIME EL CONQUISTADOR-EUGENIO SELLES,79,Calle,de,Jaime el Conquistador,28045,2,3,"6, 78, 148, N14"
CARRANZA-GTA.RUIZ JIMENEZ,79,Calle,de,Carranza,28010,7,3,"3, 147"
SAINZ DE BARANDA-JUAN ESPLANDIU,79,Calle,del,Alcalde Sáinz de Baranda,28007,3,3,15
JOSE ABASCAL-BRAVO MURILLO,79,Calle,de,José Abascal,28010,7,3,"3, 12"
FERMIN CABALLERO-AV.BETANZOS,79,Calle,de,Fermín Caballero,28034,8,3,"67, 83, 127, 133"
DR.ESQUERDO-AV.NAZARET,79,Calle,del,Doctor Esquerdo,28007,3,3,"56, 143, 156, NC2"
ESTRELLA POLAR-CRUZ DEL SUR,79,Calle,de la,Estrella Polar,28007,3,3,32
ISLAS ALEUTIANAS-AV.C.HERRERA ORIA,79,Calle,de las,Islas Aleutianas,28035,8,3,64
LUCHANA-PZA.DE CHAMBERI,79,Calle,de,Luchana,28010,7,3,"40, 147"
ALCALA Nº194,79,Calle,de,Alcalá,28028,4,3,"12, 21, 53"
SANCHO DAVILA,79,Calle,de,Sancho Dávila,28028,4,3,12
JAIME EL CONQUISTADOR-EMBAJADORES,79,Calle,de,Jaime el Conquistador,28045,2,3,"6, 78, 148, N14"
JOAN MARAGALL-SAN GERMAN,79,Calle,del,Capitán Haya,28020,6,3,149
DR.ESQUERDO-SAINZ DE BARANDA,79,Calle,del,Doctor Esquerdo,28007,3,3,"30, 56, 143, 156, N8, NC2"
DR.ESQUERDO-JORGE JUAN,79,Calle,del,Doctor Esquerdo,28028,4,3,"2, 30, 56, 71, 143, 156"
DR.ESQUERDO-SAMARIA,79,Calle,del,Doctor Esquerdo,28007,3,3,"30, 56, 143, 156"
DR.ESQUERDO-PEÑASCALES,79,Calle,del,Doctor Esquerdo,28028,4,3,C2
JOAN MARAGALL-ROSARIO PINO,79,Calle,del,Capitán Haya,28020,6,3,149
ORENSE-SOR ANGELA CRUZ,79,Calle,de,Orense,28020,6,3,149
DR.ESQUERDO-IBIZA,79,Calle,del,Doctor Esquerdo,28007,3,3,"2, 30, 56, 143, 156"
BEATRIZ DE BOBADILLA-JUAN MONTALVO,79,Calle,de,Beatriz de Bobadilla,28040,9,3,"C2, F"
ESTRELLA POLAR-PEZ AUSTRAL,79,Calle,de la,Estrella Polar,28007,3,3,"20, 30, 32, N8"
DR.ESQUERDO-HERMOSILLA,79,Calle,de los,Fundadores,28028,4,3,"2, 56, 71, 143, 156, C2"
SAINZ DE BARANDA-MARQUES DE LOZOYA,79,Calle,del,Alcalde Sáinz de Baranda,28007,3,3,"15, 215"
LOPEZ DE HOYOS-CLARA DEL REY,79,Calle,de,López de Hoyos,28002,5,3,"9, 73, N2"
LOPEZ DE HOYOS-CARDENAL SILICEO,79,Calle,de,López de Hoyos,28002,5,3,"9, 73, N2"
NUEVA ZELANDA-RUPERTO ANDRES,79,Calle,de,Nueva Zelanda,28035,9,3,"64, 137, N20"
ALMAGRO-PZA.ALONSO MARTINEZ,79,Calle,de,Almagro,28010,7,4,"7, N25, N26"
STA.ENGRACIA-CARACAS,79,Calle,de,Santa Engracia,28010,7,4,3
OFELIA NIETO-FRANCOS RODRIGUEZ,79,Calle,de,Ofelia Nieto,28039,9,4,"44, 128"
ALMAGRO Nº 3,79,Calle,de,Almagro,28010,7,4,7
MENENDEZ PELAYO-A.SAINZ BARANDA,79,Avda,de,Menéndez Pelayo,28009,3,4,"20, 152"
NARVAEZ-O´DONNELL,79,Calle,de,Narváez,28009,3,4,"15, 26, 61, 63, 215, C2"
NARVAEZ,79,Calle,de,Narváez,28009,3,4,"26, 61, 63, C2"
FCO.SILVELA-AZCONA,79,Calle,de,Francisco Silvela,28028,4,4,"12, 56, 210, C2, NC2"
SAINZ DE BARANDA-MAIQUEZ,79,Calle,del,Alcalde Sáinz de Baranda,28009,3,4,"2, 15, 215, N8"
EMBAJADORES-BRONCE,79,Calle,de,Embajadores,28045,2,4,"62, 148, 156, N13, T32"
SINESIO DELGADO-Pº CASTELLANA,79,Calle,de,Sinesio Delgado,28029,6,4,147
BRAVO MURILLO-AGUILEÑAS,79,Calle,de,Bravo Murillo,28020,6,4,"49, 66, 124, N22, N23"
PRINCIPE DE VERGARA-COLOMBIA,79,Calle,del,Príncipe de Vergara,28016,5,4,"7, 16, 29, 51, N1"
FCO.SILVELA-AV.TOREROS,79,Calle,de,Francisco Silvela,28028,4,4,48
JOSE ABASCAL-ALONSO CANO,79,Calle,de,José Abascal,28010,7,4,12
O DONNELL-DR.ESQUERDO,79,Calle,de,O'Donnell,28009,3,4,"28, 203, E2, E3, N27, N6"
SERRANO-PRINCIPE VERGARA,79,Calle,de,Serrano,28016,5,4,"7, 51"
SAINZ DE BARANDA-NARVAEZ,79,Calle,del,Alcalde Sáinz de Baranda,28009,3,4,"15, 215"
FCO.SILVELA-DIEGO DE LEON,79,Calle,de,Francisco Silvela,28028,4,4,"72, 73"
MELCHOR FDEZ.ALMAGRO-AV.FERROL,79,Calle,de,Melchor Fernández Almagro,28029,8,4,147
STA.ENGRACIA-PZA.ALONSO MARTINEZ,79,Calle,de,Santa Engracia,28010,7,4,"3, N23"
COSTA RICA-VICTOR DE LA SERNA,79,Calle,de,Costa Rica,28016,5,4,"7, 11, 40, 87"
SAINZ DE BARANDA-MAIQUEZ,79,Calle,del,Alcalde Sáinz de Baranda,28009,3,4,"15, 215"
MIGUEL ANGEL-RUBEN DARIO,79,Calle,de,Miguel Ángel,28010,7,4,"40, 147"
STA.ENGRACIA-GRAL.MTNEZ.CAMPOS,79,Calle,de,Santa Engracia,28010,7,4,"3, 37, N23"
JOSE ABASCAL-SANTA ENGRACIA,79,Calle,de,José Abascal,28010,7,4,12
AZCONA-PILAR ZARAGOZA,79,Calle,de,Azcona,28028,4,4,"43, 48, N3"
PTO.SERRANO-PTO.MIRAVETE,79,Calle,de,Puerto Serrano,28045,2,4,62
COSTA RICA-PZA.JOSE MARIA SOLER,79,Calle,de,Costa Rica,28016,5,4,"7, 11, 40, 87"
CARTAGENA-FCO.SILVELA,79,Calle,de,Cartagena,28028,4,4,"1, 43, 74"
EMBAJADORES-BRONCE,79,Calle,de,Embajadores,28045,2,4,"62, 148, 156, N13, T32"
JOSE ABASCAL-Pº CASTELLANA,79,Calle,de,José Abascal,28010,7,4,12
MIGUEL ANGEL Nº 11,79,Calle,de,Miguel Ángel,28010,7,4,"7, 40, 147"
NARVAEZ-O DONNELL,79,Calle,de,Narváez,28009,3,4,"15, 26, 61, 63, 215, C1"
O DONNELL-NARVAEZ,79,Calle,de,O'Donnell,28009,3,4,"2, 28, N6"
Pº MOLINO-EMBAJADORES,79,Paseo,del,Molino,28045,2,4,"62, 148, 156"
O DONNELL-MAIQUEZ,79,Calle,de,O'Donnell,28009,3,4,"28, N6"
ALCALDE SAINZ DE BARANDA,79,Calle,del,Alcalde Sáinz de Baranda,28009,3,4,N8
IBIZA-NARVAEZ,79,Calle,de,Ibiza,28009,3,4,N8
PADRE DAMIAN-SANTIAGO BERNABEU,79,Calle,del,Padre Damián,28036,5,4,150
ALMAGRO-Pº EDUARDO DATO,79,Calle,de,Almagro,28010,7,4,7
VICTOR SERNA-COLOMBIA,79,Calle,de,Víctor de la Serna,28016,5,4,52
PADRE DAMIAN-SANTIAGO BERNABEU,79,Calle,del,Padre Damián,28036,5,4,150
BRESCIA,79,Calle,de,Brescia,28028,4,4,48
AZCONA-FCO.SILVELA,79,Calle,de,Azcona,28028,4,4,"43, 48, N3"
FCO.SILVELA-AV.AMERICA,79,Calle,de,Francisco Silvela,28028,4,4,"12, 72, 73, C2, NC2"
PTO.RICO-COLOMBIA,79,Calle,de,Puerto Rico,28016,5,4,52
PTO.RICO-URUGUAY,79,Calle,de,Puerto Rico,28016,5,4,52
BIARRITZ,79,Calle,de,Biarritz,28028,4,4,"43, 53, 74, N3"
HORTALEZA-GRAVINA,79,Calle,de,Hortaleza,28004,1,4,3
FCOS.RODRIGUEZ-ANTONIO MACHADO,79,Calle,de,Francos Rodriguez,28039,9,4,64
GINZO DE LIMIA-AV.FERROL,79,Calle,de,Ginzo de Limia,28029,8,4,"147, N23"
MELCHOR FDEZ.ALMAGRO-PZA.CARBALLO,79,Calle,de,Melchor Fernández Almagro,28029,8,4,147
ANTONIO MACHADO-VALDERRODRIGO,79,Calle,de,Antonio Machado,28035,9,4,"127, 132, N21"
NARVAEZ-IBIZA,79,Calle,de,Narváez,28009,3,4,"2, 15, 26, 61, 63, 215, C1"
COSTA RICA-CHILE,79,Calle,de,Costa Rica,28016,5,4,"7, 11, 40"
JOSE ABASCAL-MODESTO LAFUENTE,79,Calle,de,José Abascal,28010,7,4,12
MARTINEZ IZQUIERDO-PILAR ZARAGOZA,79,Calle,de,Martínez Izquierdo,28028,4,4,"43, 48, N3"
MARTINEZ IZQUIERDO-VILLAFRANCA,79,Calle,de,Martínez Izquierdo,28028,4,4,"43, 48"
STA.ENGRACIA-GARCIA DE PAREDES,79,Calle,de,Santa Engracia,28010,7,4,"3, 37"
PZA.LAS SALESAS,79,Plaza,de,Salesas,28004,1,4,37
FERMIN CABALLERO-AV.BETANZOS,79,Calle,de,Fermín Caballero,28034,8,4,"67, 83, 124, 127, 133"
SAN BERNARDO-MINISTERIO JUSTICIA,79,Calle,de,San Bernardo,28004,1,5,147
MODESTO LAFUENTE-RIOS ROSAS,79,Calle,de,Modesto Lafuente,28003,7,5,5
SAN BERNARDO-MINISTERIO JUSTICIA,79,Calle,de,San Bernardo,28015,1,5,"3, 147"
ALFONSO XII-ESPALTER,79,Calle,de,Alfonso XII,28014,3,5,19
PRINCIPE DE VERGARA-REP.DOMINICANA,79,Calle,del,Príncipe de Vergara,28016,5,5,"16, 29, N1"
CAIDOS DIVISION AZUL-CTE.FRANCO,79,Calle,de los,Caídos de la División Azul,28016,5,5,"29, 70, 107, N1"
STA.Mª MAGDALENA-CTE.AZCARRAGA,79,Calle,de,Santa María Magdalena,28016,5,5,52
FRAY.B.SAHAGUN-MENENDEZ PIDAL,79,Calle,de,Fray Bernardino Sahagún,28036,5,5,150
CRISTOBAL BORDIU-STA.ENGRACIA,79,Calle,de,Cristóbal Bordiú,28003,7,5,45
CRISTOBAL BORDIU-ALONSO CANO,79,Calle,de,Cristóbal Bordiú,28003,7,5,45
MODESTO LAFUENTE-JOSE ABASCAL,79,Calle,de,Modesto Lafuente,28003,7,5,5
MATEO INURRIA-ENRIQUE LARRETA,79,Calle,de,Mateo Inurria,28036,5,5,"70, 107, 129"
J.ORTEGA Y GASSET-FCO.SILVELA,79,Calle,de,José Ortega y Gasset,28006,4,5,"1, 74"
PADRE DAMIAN-ALBERTO ALCOCER,79,Calle,del,Padre Damián,28036,5,5,150
PRINCESA Nº 32,79,Calle,de la,Princesa,28008,1,5,"1, 1, 44, 133, 138, C1"
ALFONSO XII-CLAUDIO MOYANO,79,Calle,de,Alfonso XII,28014,3,5,19
PRINCIPE DE VERGARA-REP.DOMINICANA,79,Calle,del,Príncipe de Vergara,28016,5,5,"16, 29, 51"
ALONSO CANO-RIOS ROSAS,79,Calle,de,Alonso Cano,28003,7,5,5
FCO.SILVELA-AV.AMERICA,79,Calle,de,Francisco Silvela,28006,4,5,"12, 72, 73, C1, NC1"
PADRE DAMIAN-PEDRO MUGURUZA,79,Calle,del,Padre Damián,28036,5,5,150
ALBERTO AGUILERA-GALILEO,79,Calle,de,Alberto Aguilera,28015,1,5,"21, C03"
PARAGUAY-COSTA RICA,79,Calle,de,Paraguay,28016,5,5,52
GRAN VIA-PZA.ESPAÑA,79,Calle, ,Gran Vía,28013,1,5,"3, 46, 74, 75, 148, N16, N18, N19, N20"
ALONSO CANO-JOSE ABASCAL,79,Calle,de,Alonso Cano,28003,7,5,5
ALONSO CANO-MARIA GUZMAN,79,Calle,de,Alonso Cano,28003,7,5,5
PRINCIPE DE VERGARA-DIEGO DE LEON,79,Calle,del,Príncipe de Vergara,28006,4,5,"29, 52, N2"
PRINCESA-VENTURA RODRIGUEZ,79,Calle,de la,Princesa,28008,1,5,"1, 1, 2, 44, 133, 138, C1, N21, NC1"
MODESTO LAFUENTE-MARIA DE GUZMAN,79,Calle,de,Modesto Lafuente,28003,7,5,5
COSTA RICA-PZA.REP.DOMINICANA,79,Calle,de,Costa Rica,28016,5,5,"7, 11, 40, 87"
ARZOBISPO MORCILLO-JULIO PALACIOS,79,Calle,del,Arzobispo Morcillo,28029,8,5,132
STA.ENGRACIA-RIOS ROSAS,79,Calle,de,Santa Engracia,28003,7,5,"3, 37, 149, N23"
FRAY B.SAHAGUN-MENENDEZ PIDAL,79,Calle,de,Fray Bernardino Sahagún,28036,5,5,150
STA.ENGRACIA-BRETON LOS HERREROS,79,Calle,de,Santa Engracia,28003,7,5,"3, 37, 149, N23"
ALFONSO XII-PTA.DE ALCALA,79,Calle,de,Alfonso XII,28014,3,5,"19, N2, N3, N8"
FRANCISCO SILVELA-PZA.MANUEL BECERRA,79,Calle,de,Francisco Silvela,28006,4,5,"12, 43, 56, 210, C1"
ALFREDO MARQUERIE-VALENCIA DE D.JUAN,79,Calle,de,Alfredo Marquerie,28034,8,5,124
MARTIRES DE ALCALA-PRINCESA,79,Calle,de los,Mártires de Alcalá,28015,1,5,2
RIOS ROSAS-SANTA ENGRACIA,79,Calle,de,Ríos Rosas,28003,7,5,"12, 45"
ARZOBISPO MORCILLO-PARQUE NORTE,79,Calle,del,Arzobispo Morcillo,28029,8,5,132
RIOS ROSAS-MODESTO LAFUENTE,79,Calle,de,Ríos Rosas,28003,7,5,"12, 45"
RIOS ROSAS-ALONSO CANO,79,Calle,de,Ríos Rosas,28003,7,5,"12, 45"
ALONSO CANO-R.FDEZ.VILLAVERDE,79,Calle,de,Alonso Cano,28003,7,5,5
CAPITAN BLANCO ARGIBAY-PINOS BAJA,79,Calle,del,Capitán Blanco Argibay,28029,6,5,"49, 177, N22"
ALBERTO AGUILERA-GTA.R.JIMENEZ,79,Calle,de,Alberto Aguilera,28015,1,5,"21, C03"
SERRANO-GRAL.ORAA,79,Calle,de,Serrano,28006,4,6,"9, 16, 19, 51, N4"
GUZMAN EL BUENO-SAN FRANCISCO DE SALES,79,Calle,de,Guzmán el Bueno,28003,7,6,2
MAURICIO LEGENDRE-FCO.PALAU Y QUER,79,Calle,de,Mauricio Legendre,28046,5,6,"66, SE704"
J.ORTEGA Y GASSET-PZA.MQUES.SALAMANCA,79,Calle,de,José Ortega y Gasset,28006,4,6,"1, 74"
AGUSTIN DE FOXA-JOSE VASCONCELOS,79,Calle,de,Agustín de Foxá,28036,5,6,5
AGUSTIN FOXA-JOSE VASCONCELOS,79,Calle,de,Agustín de Foxá,28046,5,6,5
OFELIA NIETO-FRANCOS RODRIGUEZ,79,Calle,de,Ofelia Nieto,28039,6,6,"44, 128"
HERMANOS BECQUER-SERRANO,79,Calle,de los,Hermanos Bécquer,28006,4,6,61
DIEGO DE LEON-VELAZQUEZ,79,Calle,de,Diego de León,28006,4,6,61
DIEGO DE LEON-SERRANO,79,Calle,de,Diego de León,28006,4,6,61
ENRIQUE LARRETA-AGUSTIN DE FOXA,79,Calle,de,Enrique Larreta,28036,5,6,5
DIEGO DE LEON-PRINCIPE VERGARA,79,Calle,de,Diego de León,28006,4,6,61
MELQUIADES ÁLVAREZ Nº 23,79,Calle,de,Juan Vigón,28003,7,6,2
PARADORES-VENTA VIEJA,79,Calle,de los,Paradores,28023,9,6,162
AV.NAZARET-JESUS APRENDIZ,79,Avda,de,Nazaret,28007,3,6,20
MELQUIADES ÁLVAREZ-GUZMAN EL BUENO,79,Calle,de,Juan Vigón,28003,7,6,2
J.ORTEGA Y GASSET-PZA.MQUES.SALAMANCA,79,Calle,de,José Ortega y Gasset,28006,4,6,"1, 74"
VELAZQUEZ-DIEGO DE LEON,79,Calle,de,Velázquez,28006,4,6,"9, 19, 51, N4"
HOSPITAL NIÑO JESUS,79,Avda,de,Menéndez Pelayo,28009,3,6,"20, 26, 63, 152, C2"
SERRANO-MALDONADO,79,Calle,de,Serrano,28006,4,6,"9, 19, 51, N4"
J.ORTEGA Y GASSET-CLAUDIO COELLO,79,Calle,de,José Ortega y Gasset,28006,4,6,"1, 74"
GUECHO,79,Calle,de,Guecho,28023,9,6,162
BRAVO MURILLO-JOSE ABASCAL,79,Calle,de,Bravo Murillo,28015,7,6,"37, 149, N23"
JOSE ANTONIO ARMONA-Pº STA.Mª CABEZA,79,Calle,de,José Antonio de Armona,28012,2,6,27
GUECHO-PARADORES,79,Calle,de,Guecho,28023,9,6,162
BRAVO MURILLO-CRISTOBAL BORDIU,79,Calle,de,Bravo Murillo,28003,7,6,"3, 37, 149"
MQUES.VALDAVIA-RONDA ATOCHA,79,Calle,del,Marqués de la Valdavia,28012,2,6,"36, 41, 119"
PRINCIPE DE VERGARA-DIEGO DE LEON,79,Calle,del,Príncipe de Vergara,28006,4,6,"29, 52, N2"
MAURICIO LEGENDRE-JOSE VASCONCELOS,79,Calle,de,Mauricio Legendre,28046,5,6,"66, SE704"
VELAZQUEZ-JUAN BRAVO,79,Calle,de,Velázquez,28006,4,6,"9, 19, 51, N4"
SAINZ DE BARANDA-DR.ESQUERDO,79,Calle,del,Alcalde Sáinz de Baranda,28009,3,6,"2, 15, 215"
MAURICIO LEGENDRE-AGUSTIN DE FOXA,79,Calle,de,Mauricio Legendre,28046,5,6,"66, SE704"
DIEGO DE LEON-VELAZQUEZ,79,Calle,de,Diego de León,28006,4,6,61
VELAZQUEZ-JOSE ORTEGA Y GASSET,79,Calle,de,Velázquez,28001,4,6,"1, 9, 19, 51, 74, N4"
DR.ESQUERDO-AV.NAZARET,79,Calle,del,Doctor Esquerdo,28007,3,6,"56, 143, 156, NC1"
DR.ESQUERDO-PZA.CONDE CASAL,79,Calle,del,Doctor Esquerdo,28007,3,6,"56, 143, 156"
LA MASO-SALOU,79,Calle,de,La Maso,28034,8,7,134
LA MASO-NURIA,79,Calle,de,La Maso,28034,8,7,134
VIRGEN DEL PUERTO-GTA.SAN VICENTE,79,Paseo,de la,Virgen del Puerto,28005,1,11,"33, 41"
VIRGEN DEL PUERTO-PTE.SEGOVIA,79,Paseo,de la,Virgen del Puerto,28005,1,11,"25, 33, 39, 138, N18, N19"
RONDA DE SEGOVIA-PUERTA TOLEDO,79,Ronda,de,Segovia,28005,1,11,"C1, NC1"
SEGOVIA-COSTANILLA SAN ANDRES,79,Calle,de,Segovia,28005,1,11,"31, 50, 65"
VIRGEN DEL PUERTO-CAMPO DEL MORO,79,Paseo,de la,Virgen del Puerto,28005,1,11,"25, 33, 39, 41, 62, 138, C2"
Pº RECOLETOS-PZA.DE CIBELES,79,Paseo,de,Recoletos,28004,1,11,"5, 14, 27, 37, 45, 150, C03, N23, N25, N26"
SEGOVIA-CONDE,79,Calle,de,Segovia,28005,1,11,"31, 50, 65"
GRAN VIA-SAN BERNARDO,79,Calle,NaN,Gran Vía,28013,1,11,"1, 1, 2, 3, 46, 74, 146, N16, N18, N19, N20, N21"
CTA.SAN VICENTE-CADARSO,79,Custa,de,San Vicente,28008,1,11,"25, 39, 46, 62, 75, 138, C1, N18, N19, N20, NC1"
VIRGEN DEL PUERTO-CAMPO DEL MORO,79,Paseo,de la,Virgen del Puerto,28013,1,11,"62, 138, C1, NC1"
GRAN VIA Nº 65,79,Calle, ,Gran Vía,28013,1,11,"44, 75, 133, 148"
GRAN VIA SAN FRANCISCO-PTA.TOLEDO,79,Avda,de la,Gran Vía de San Francisco,28005,1,11,"3, 60, 148, M3, N16"
TOLEDO-HUMILLADERO,79,Calle,de,Toledo,28005,1,11,"2, 17, 18, 23, 35, 60, N26"
CDAD.PLASENCIA-VIRGEN DEL PUERTO,79,Paseo,de la,Ciudad de Plasencia,28005,1,11,"41, 62, C2, NC2"
RONDA DE SEGOVIA-SEGOVIA,79,Ronda,de,Segovia,28005,1,11,"41, C1"
BAILEN-MAYOR,79,Escal,del,Fotógrafo Alfonso,28005,1,11,"3, 148, M3, N16"
PZA.PUERTA CERRADA,79,Plaza,de,Puerta Cerrada,28005,1,11,"31, 50, 65"
TOLEDO-PZA.CEBADA,79,Calle,de,Toledo,28005,1,11,60
SEGOVIA-RONDA SEGOVIA,79,Calle,de,Segovia,28005,1,11,"31, 50, 65"
PZA.PUERTA CERRADA,79,Calle,de los,Tintoreros,28005,1,11,"31, 50, 65"
Pº RECOLETOS-BARBARA DE BRAGANZA,79,Paseo,de,Recoletos,28004,1,11,"5, 14, 27, 37, 45, 53, 150, C03"
PZA.JACINTO BENAVENTE,79,Plaza,de,Jacinto Benavente,28012,1,11,"6, 26, 32, 65, N26"
TOLEDO-COLEGIATA,79,Calle,de,Toledo,28005,1,11,"2, M3"
