title,ubicacion,precio,habitaciones,banos,m2_constr,planta,EUR/m2,estado,url,fecha_descarga,web,distrito,barrio,cod_distrito,cod_barrio,tipologia
Apartamento en venta en A Tan Solo Metros del Teatro de La Latina,Palacio (Distrito Centro. Madrid Capital),250000,1,1,39,5,6410,,https://www.pisos.com/comprar/apartamento-centro_palacio28005-47597559176_109100/,2024-10-19,pisos.com,Centro,Palacio,1.0,11.0,Apartamento
Apartamento en venta en Apóstol Santiago,Apóstol Santiago (Distrito Hortaleza. Madrid Capital),420000,2,1,73,,5753,,https://www.pisos.com/comprar/apartamento-apostol_santiago-41696859245_101800/,2024-10-19,pisos.com,Hortaleza,Apóstol Santiago,16.0,165.0,Apartamento
Apartamento en venta en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),3990000,8,4,372,,10725,,https://www.pisos.com/comprar/apartamento-moncloa_aravaca_arguelles28008-48334738432_101800/,2024-10-19,pisos.com,,Argüelles,,,Apartamento
Apartamento en venta en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),515000,2,1,75,,6866,,https://www.pisos.com/comprar/apartamento-moncloa_aravaca_arguelles28008-48429886093_101800/,2024-10-19,pisos.com,,Argüelles,,,Apartamento
Apartamento en venta en Atalaya,Atalaya (Distrito Ciudad Lineal. Madrid Capital),1220000,5,3,331,,3685,,https://www.pisos.com/comprar/apartamento-ciudad_lineal_atalaya-43413667133_101800/,2024-10-19,pisos.com,Ciudad Lineal,Atalaya,15.0,158.0,Apartamento
"Apartamento en venta en Avenida de Alberto Alcocer, 12",Hispanoamérica (Distrito Chamartín. Madrid Capital),599999,2,1,80,8,7499,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-5079385422_100100/,2024-08-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
"Apartamento en venta en Avenida de Alberto Alcocer, 12",Hispanoamérica (Distrito Chamartín. Madrid Capital),600000,1,1,74,7,8108,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-5050203265_100100/,2024-08-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
"Apartamento en venta en Avenida de Alberto Alcocer, 12",Hispanoamérica (Distrito Chamartín. Madrid Capital),650000,1,1,76,6,8552,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-5059539170_100100/,2024-08-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
"Apartamento en venta en Avenida de la Albufera, cerca de Calle del Monte Olivetti",Numancia (Distrito Puente de Vallecas. Madrid Capital),130000,1,1,32,3,4062,,https://www.pisos.com/comprar/apartamento-numancia28038-23346612467_100500/,2024-08-19,pisos.com,Puente de Vallecas,Numancia,13.0,136.0,Apartamento
"Apartamento en venta en Avenida de la Ciudad de Barcelona, cerca de Calle Doctor Esquerdo",Pacífico (Distrito Retiro. Madrid Capital),225000,1,1,40,2,5625,En buen estado,https://www.pisos.com/comprar/apartamento-retiro_pacifico28007-45841143087_993066/,2024-08-19,pisos.com,Retiro,Pacífico,3.0,31.0,Apartamento
Apartamento en venta en Barajas,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),245000,1,1,45,1,5444,,https://www.pisos.com/comprar/apartamento-casco_historico_de_barajas-41714529916_108900/,2024-10-19,pisos.com,Barajas,Casco Histórico de Barajas,21.0,213.0,Apartamento
Apartamento en venta en Calle Convenio,San Diego (Distrito Puente de Vallecas. Madrid Capital),200000,1,1,72,4,2777,En buen estado,https://www.pisos.com/comprar/apartamento-san_diego28053-46670728370_440000/,2024-10-19,pisos.com,Puente de Vallecas,San Diego,13.0,132.0,Apartamento
"Apartamento en venta en Calle Doctor Esquerdo, cerca de Calle del Jardín de San Federico",Goya (Distrito Salamanca. Madrid Capital),265000,1,1,57,,4649,,https://www.pisos.com/comprar/apartamento-goya28028-43339320550_100500/,2024-08-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Calle Infante  Mercedes,Castillejos (Distrito Tetuán. Madrid Capital),435000,1,1,67,5,6492,En buen estado,https://www.pisos.com/comprar/apartamento-castillejos28020-33384566065_996542/,2024-08-19,pisos.com,Tetuán,Castillejos,6.0,63.0,Apartamento
Apartamento en venta en Calle N/A,Palacio (Distrito Centro. Madrid Capital),435000,1,1,40,3,10875,,https://www.pisos.com/comprar/apartamento-centro_palacio28005-35931287196_101800/,2024-10-19,pisos.com,Centro,Palacio,1.0,11.0,Apartamento
Apartamento en venta en Calle Postigo de San Martín,Sol (Distrito Centro. Madrid Capital),449000,1,1,50,2,8980,,https://www.pisos.com/comprar/apartamento-sol_barrio28013-47550171475_101800/,2024-10-19,pisos.com,Centro,Sol,1.0,16.0,Apartamento
"Apartamento en venta en Calle de Alcántara, cerca de Calle de Francisco Silvela",Lista (Distrito Salamanca. Madrid Capital),389000,1,1,49,4,7938,En buen estado,https://www.pisos.com/comprar/apartamento-lista_barrio28006-48338124802_528900/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Apartamento
Apartamento en venta en Calle de Camarillas,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),209000,,1,39,2,5358,A estrenar,https://www.pisos.com/comprar/apartamento-casco_historico_de_barajas-43377781703_100500/,2024-08-19,pisos.com,Barajas,Casco Histórico de Barajas,21.0,213.0,Apartamento
Apartamento en venta en Calle de Campezo,Rejas (Distrito San Blas. Madrid Capital),181000,1,1,49,4,3693,En buen estado,https://www.pisos.com/comprar/apartamento-rejas28022-48420505526_100500/,2024-10-19,pisos.com,,Rejas,,,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),565000,2,2,89,,6348,,https://www.pisos.com/comprar/apartamento-adelfas28007-45927195218_101800/,2024-08-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),695000,3,2,110,,6318,,https://www.pisos.com/comprar/apartamento-adelfas28007-45869202772_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),695000,3,2,110,,6318,,https://www.pisos.com/comprar/apartamento-adelfas28007-45912206979_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),767500,3,2,110,,6977,,https://www.pisos.com/comprar/apartamento-adelfas28007-45835099732_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),767500,3,2,112,,6852,,https://www.pisos.com/comprar/apartamento-adelfas28007-46731956156_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),805000,3,2,114,,7061,,https://www.pisos.com/comprar/apartamento-adelfas28007-45919489438_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Carlos y Guillermo Fernández Shaw,Adelfas (Distrito Retiro. Madrid Capital),925000,3,2,127,,7283,,https://www.pisos.com/comprar/apartamento-adelfas28007-46667942689_101800/,2024-10-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de Cervantes,Cortes-Huertas (Distrito Centro. Madrid Capital),282000,1,1,56,4,5035,,https://www.pisos.com/comprar/apartamento-cortes_huertas28014-45870405200_101800/,2024-08-19,pisos.com,Centro,Cortes,1.0,13.0,Apartamento
Apartamento en venta en Calle de Cervantes,Cortes-Huertas (Distrito Centro. Madrid Capital),305000,1,1,43,3,7093,Reformado,https://www.pisos.com/comprar/apartamento-cortes_huertas28014-45848351000_500635/,2024-08-19,pisos.com,Centro,Cortes,1.0,13.0,Apartamento
Apartamento en venta en Calle de Cuatro Amigos,Almenara (Distrito Tetuán. Madrid Capital),660000,3,2,130,1,5076,,https://www.pisos.com/comprar/apartamento-tetuan_almenara28029-45855318828_101800/,2024-10-19,pisos.com,Tetuán,Almenara,6.0,64.0,Apartamento
Apartamento en venta en Calle de Fernán Caballero,Comillas (Distrito Carabanchel. Madrid Capital),119000,1,1,20,,5950,,https://www.pisos.com/comprar/apartamento-carabanchel_comillas28019-48397798341_108900/,2024-10-19,pisos.com,Carabanchel,Comillas,11.0,111.0,Apartamento
"Apartamento en venta en Calle de Fernán González, cerca de Calle del Doctor Castelo",Ibiza (Distrito Retiro. Madrid Capital),959000,3,3,104,,9221,,https://www.pisos.com/comprar/apartamento-ibiza28009-48367843491_101800/,2024-10-19,pisos.com,Retiro,Ibiza,3.0,34.0,Apartamento
"Apartamento en venta en Calle de Florencio García, 74, cerca de Calle de Zigia",Quintana (Distrito Ciudad Lineal. Madrid Capital),250000,2,1,49,,5102,,https://www.pisos.com/comprar/apartamento-ciudad_lineal_quintana-45913874014_101000/,2024-10-19,pisos.com,Ciudad Lineal,Quintana,15.0,153.0,Apartamento
"Apartamento en venta en Calle de García de Paredes, cerca de Glorieta del General Álvarez de Castro",Trafalgar (Distrito Chamberí. Madrid Capital),1990000,4,4,268,,7425,,https://www.pisos.com/comprar/apartamento-trafalgar28010-42510048723_101800/,2024-10-19,pisos.com,Chamberí,Trafalgar,7.0,73.0,Apartamento
"Apartamento en venta en Calle de Hernani, cerca de Calle de Edgar Neville",Cuatro Caminos (Distrito Tetuán. Madrid Capital),1250000,4,3,214,2,5841,,https://www.pisos.com/comprar/apartamento-tetuan_cuatro_caminos28020-48368496991_101800/,2024-10-19,pisos.com,Tetuán,Cuatro Caminos,6.0,62.0,Apartamento
"Apartamento en venta en Calle de Juan Ramón Jiménez, 8",Hispanoamérica (Distrito Chamartín. Madrid Capital),650000,1,1,74,7,8783,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-5019538259_100100/,2024-08-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
"Apartamento en venta en Calle de Juan Ramón Jiménez, 8",Hispanoamérica (Distrito Chamartín. Madrid Capital),650000,1,1,76,6,8552,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-5010705557_100100/,2024-08-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
Apartamento en venta en Calle de Juan de Olías,Cuatro Caminos (Distrito Tetuán. Madrid Capital),315000,1,1,40,7,7875,,https://www.pisos.com/comprar/apartamento-tetuan_cuatro_caminos28020-46692578248_100500/,2024-10-19,pisos.com,Tetuán,Cuatro Caminos,6.0,62.0,Apartamento
"Apartamento en venta en Calle de Laredo, 1",Cortes-Huertas (Distrito Centro. Madrid Capital),265000,2,1,68,1,3897,,https://www.pisos.com/comprar/apartamento-cortes_huertas28014-45885180797_100500/,2024-08-19,pisos.com,Centro,Cortes,1.0,13.0,Apartamento
"Apartamento en venta en Calle de Mesena, cerca de Calle de Gómez Hemans",Costillares (Distrito Ciudad Lineal. Madrid Capital),366000,2,1,70,2,5228,En buen estado,https://www.pisos.com/comprar/apartamento-costillares-48365556032_100500/,2024-10-19,pisos.com,Ciudad Lineal,Costillares,15.0,159.0,Apartamento
Apartamento en venta en Calle de Mira el Sol,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),400000,1,1,73,1,5479,En buen estado,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28005-44172258931_100500/,2024-08-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Calle de Pizarro,Universidad-Malasaña (Distrito Centro. Madrid Capital),665000,2,2,131,2,5076,,https://www.pisos.com/comprar/apartamento-universidad_malasana28004-46757601177_101800/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
Apartamento en venta en Calle de Robledo,Valdeacederas (Distrito Tetuán. Madrid Capital),229000,1,1,59,2,3881,,https://www.pisos.com/comprar/apartamento-valdeacederas28039-46675731497_100500/,2024-08-19,pisos.com,Tetuán,Valdeacederas,6.0,65.0,Apartamento
"Apartamento en venta en Calle de San Hermenegildo, 13",Universidad-Malasaña (Distrito Centro. Madrid Capital),280000,1,1,45,,6222,Reformado,https://www.pisos.com/comprar/apartamento-universidad_malasana28015-48352768614_992099/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
"Apartamento en venta en Calle de Santa Engracia, cerca de Calle de José Abascal",Ríos Rosas (Distrito Chamberí. Madrid Capital),1600000,3,2,183,5,8743,,https://www.pisos.com/comprar/apartamento-rios_rosas28003-48366232129_101800/,2024-10-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Apartamento
Apartamento en venta en Calle de Valdelasierra,Acacias (Distrito Arganzuela. Madrid Capital),255000,1,1,71,,3591,En buen estado,https://www.pisos.com/comprar/apartamento-acacias28005-46704102553_993362/,2024-08-19,pisos.com,Arganzuela,Acacias,2.0,22.0,Apartamento
Apartamento en venta en Calle de Vereda del Carmen,Ventas (Distrito Ciudad Lineal. Madrid Capital),230000,2,1,55,1,4181,En buen estado,https://www.pisos.com/comprar/apartamento-ventas28017-48394896706_100500/,2024-10-19,pisos.com,Ciudad Lineal,Ventas,15.0,151.0,Apartamento
Apartamento en venta en Calle de Vereda del Carmen,Ventas (Distrito Ciudad Lineal. Madrid Capital),245000,2,1,55,2,4454,En buen estado,https://www.pisos.com/comprar/apartamento-ventas28017-48367416138_100500/,2024-10-19,pisos.com,Ciudad Lineal,Ventas,15.0,151.0,Apartamento
Apartamento en venta en Calle de la Huerta del Obispo,Berruguete (Distrito Tetuán. Madrid Capital),255000,1,1,61,1,4180,,https://www.pisos.com/comprar/apartamento-berruguete28039-46746642089_100500/,2024-08-19,pisos.com,Tetuán,Berruguete,6.0,66.0,Apartamento
"Apartamento en venta en Calle de la Madera, cerca de Calle del Pez",Universidad-Malasaña (Distrito Centro. Madrid Capital),280500,1,1,68,,4125,,https://www.pisos.com/comprar/apartamento-universidad_malasana28004-40919096108_106000/,2024-08-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
Apartamento en venta en Calle de la Magdalena,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),645000,2,2,262,,2461,,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-38423588629_101800/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
"Apartamento en venta en Calle de la Torrecilla del Leal, 22",Embajadores-Lavapiés (Distrito Centro. Madrid Capital),189000,1,1,38,,4973,Reformado,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-43377244276_524622/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
"Apartamento en venta en Calle de la Virgen de Lluc, cerca de Calle de Guillermo Rovirosa",Quintana (Distrito Ciudad Lineal. Madrid Capital),194900,1,1,52,,3748,En buen estado,https://www.pisos.com/comprar/apartamento-ciudad_lineal_quintana-45917470232_101000/,2024-08-19,pisos.com,Ciudad Lineal,Quintana,15.0,153.0,Apartamento
Apartamento en venta en Calle de las Provisiones,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),194000,1,1,34,,5705,En buen estado,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-47574859277_100500/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Calle de las Rozas de Puerto Real,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),203500,1,1,55,,3700,En buen estado,https://www.pisos.com/comprar/apartamento-ensanche_de_vallecas_valdecarros28031-48357841696_104700/,2024-10-19,pisos.com,Villa de Vallecas,Ensanche de Vallecas,18.0,183.0,Apartamento
Apartamento en venta en Calle de los Chisperos,Cármenes (Distrito Latina. Madrid Capital),179000,1,1,54,,3314,En buen estado,https://www.pisos.com/comprar/apartamento-latina_carmenes28047-45839037393_513485/,2024-08-19,pisos.com,Latina,,,,Apartamento
"Apartamento en venta en Calle de los Misterios, 16, cerca de Calle de la Virgen de Lluc",Quintana (Distrito Ciudad Lineal. Madrid Capital),220000,,1,32,2,6875,,https://www.pisos.com/comprar/apartamento-ciudad_lineal_quintana-48353042971_100500/,2024-10-19,pisos.com,Ciudad Lineal,Quintana,15.0,153.0,Apartamento
Apartamento en venta en Calle de los Pajaritos,Adelfas (Distrito Retiro. Madrid Capital),250000,,1,38,2,6578,En buen estado,https://www.pisos.com/comprar/apartamento-adelfas28007-45888743355_993066/,2024-08-19,pisos.com,Retiro,Adelfas,3.0,32.0,Apartamento
Apartamento en venta en Calle de los Timbales,Cuatro Vientos (Distrito Latina. Madrid Capital),149000,1,1,36,2,4138,,https://www.pisos.com/comprar/apartamento-cuatro_vientos28054-47531048330_100500/,2024-10-19,pisos.com,Latina,Cuatro Vientos,10.0,106.0,Apartamento
Apartamento en venta en Calle del Barranco del Novillo,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),198000,1,1,38,2,5210,En buen estado,https://www.pisos.com/comprar/apartamento-ensanche_de_vallecas_valdecarros28051-44184325925_100500/,2024-08-19,pisos.com,Villa de Vallecas,Ensanche de Vallecas,18.0,183.0,Apartamento
"Apartamento en venta en Calle del Doctor Fléming, cerca de Calle de Rafael Salgado",Hispanoamérica (Distrito Chamartín. Madrid Capital),790000,2,2,143,1,5524,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28036-38427880387_101800/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
"Apartamento en venta en Calle del Jardín de San Federico, 9",Goya (Distrito Salamanca. Madrid Capital),350000,2,1,66,,5303,Reformado,https://www.pisos.com/comprar/apartamento-goya28009-45871768322_517808/,2024-08-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Calle del Limonero,Castillejos (Distrito Tetuán. Madrid Capital),229000,1,1,40,2,5725,,https://www.pisos.com/comprar/apartamento-castillejos28020-45078004072_100500/,2024-10-19,pisos.com,Tetuán,Castillejos,6.0,63.0,Apartamento
Apartamento en venta en Calle del Oso,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),250000,1,1,42,1,5952,En buen estado,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-48383807521_100900/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Calle del Parador del Sol,Comillas (Distrito Carabanchel. Madrid Capital),197000,1,1,51,,3862,,https://www.pisos.com/comprar/apartamento-carabanchel_comillas28019-41721518132_100500/,2024-10-19,pisos.com,Carabanchel,Comillas,11.0,111.0,Apartamento
Apartamento en venta en Calle del Porvenir,Fuente del Berro (Distrito Salamanca. Madrid Capital),260000,2,1,49,2,5306,En buen estado,https://www.pisos.com/comprar/apartamento-fuente_del_berro28028-47573884772_100500/,2024-10-19,pisos.com,Salamanca,Fuente del Berro,4.0,43.0,Apartamento
"Apartamento en venta en Calle del Teniente Coronel Noreña, 22",Legazpi (Distrito Arganzuela. Madrid Capital),410415,1,1,61,,6728,A estrenar,https://www.pisos.com/comprar/apartamento-legazpi_barrio28045-29263829710_109700/,2024-08-19,pisos.com,Arganzuela,Legazpi,2.0,24.0,Apartamento
Apartamento en venta en Calle del Álamo,Universidad-Malasaña (Distrito Centro. Madrid Capital),193000,1,1,35,4,5514,,https://www.pisos.com/comprar/apartamento-universidad_malasana28015-12591410196_101800/,2024-08-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
Apartamento en venta en Canillas,Canillas (Distrito Hortaleza. Madrid Capital),400000,1,1,58,,6896,,https://www.pisos.com/comprar/apartamento-hortaleza_canillas28043-47516722606_101800/,2024-10-19,pisos.com,Hortaleza,Canillas,16.0,163.0,Apartamento
Apartamento en venta en Castellana,Castellana (Distrito Salamanca. Madrid Capital),4095000,3,4,275,5,14890,,https://www.pisos.com/comprar/apartamento-salamanca_castellana28006-38407054041_101800/,2024-10-19,pisos.com,Salamanca,Castellana,4.0,46.0,Apartamento
Apartamento en venta en Castellana,Castellana (Distrito Salamanca. Madrid Capital),7900000,4,5,473,2,16701,,https://www.pisos.com/comprar/apartamento-salamanca_castellana28006-45023335267_100500/,2024-08-19,pisos.com,Salamanca,Castellana,4.0,46.0,Apartamento
Apartamento en venta en Castilla,Justicia-Chueca (Distrito Centro. Madrid Capital),299000,1,1,43,,6953,,https://www.pisos.com/comprar/apartamento-justicia_chueca28046-44249710595_102100/,2024-08-19,pisos.com,Centro,Justicia,1.0,14.0,Apartamento
Apartamento en venta en Castilla,Justicia-Chueca (Distrito Centro. Madrid Capital),320000,1,1,37,,8648,,https://www.pisos.com/comprar/apartamento-justicia_chueca28046-44183473078_102100/,2024-08-19,pisos.com,Centro,Justicia,1.0,14.0,Apartamento
Apartamento en venta en Castilla,Justicia-Chueca (Distrito Centro. Madrid Capital),320000,1,1,44,,7272,,https://www.pisos.com/comprar/apartamento-justicia_chueca28046-44259768406_102100/,2024-08-19,pisos.com,Centro,Justicia,1.0,14.0,Apartamento
Apartamento en venta en Castillejos,Castillejos (Distrito Tetuán. Madrid Capital),555000,2,1,81,6,6851,,https://www.pisos.com/comprar/apartamento-castillejos28020-45929569576_101800/,2024-08-19,pisos.com,Tetuán,Castillejos,6.0,63.0,Apartamento
Apartamento en venta en Ciudad Universitaria,Bellas Vistas (Distrito Tetuán. Madrid Capital),447700,2,2,65,,6887,,https://www.pisos.com/comprar/apartamento-bellas_vistas28040-35921605725_102100/,2024-08-19,pisos.com,Tetuán,Bellas Vistas,6.0,61.0,Apartamento
Apartamento en venta en Ciudad Universitaria,Bellas Vistas (Distrito Tetuán. Madrid Capital),458700,2,2,70,,6552,,https://www.pisos.com/comprar/apartamento-bellas_vistas28040-35932991170_102100/,2024-08-19,pisos.com,Tetuán,Bellas Vistas,6.0,61.0,Apartamento
Apartamento en venta en Conde Orgaz-Piovera,Castilla (Distrito Chamartín. Madrid Capital),800000,,,237,,3375,,https://www.pisos.com/comprar/apartamento-castilla28033-35871212794_106700/,2024-08-19,pisos.com,Chamartín,Castilla,5.0,56.0,Apartamento
Apartamento en venta en Costillares,Costillares (Distrito Ciudad Lineal. Madrid Capital),430000,1,1,45,11,9555,,https://www.pisos.com/comprar/apartamento-costillares-47555636789_101800/,2024-10-19,pisos.com,Ciudad Lineal,Costillares,15.0,159.0,Apartamento
Apartamento en venta en El Hornillo,Las Águilas (Distrito Latina. Madrid Capital),180000,2,2,104,,1730,,https://www.pisos.com/comprar/apartamento-las_aguilas28024-45868025310_100500/,2024-10-19,pisos.com,Latina,Águilas,10.0,107.0,Apartamento
Apartamento en venta en El Viso,El Viso (Distrito Chamartín. Madrid Capital),1968970,5,4,315,1,6250,,https://www.pisos.com/comprar/apartamento-chamartin_el_viso28006-45848400056_101800/,2024-10-19,pisos.com,Chamartín,El Viso,5.0,51.0,Apartamento
Apartamento en venta en El Viso,El Viso (Distrito Chamartín. Madrid Capital),4200000,4,5,399,,10526,,https://www.pisos.com/comprar/apartamento-chamartin_el_viso28006-47569456230_101800/,2024-10-19,pisos.com,Chamartín,El Viso,5.0,51.0,Apartamento
Apartamento en venta en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),280000,,1,59,,4745,,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-45891590856_101800/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),550000,2,1,125,,4400,,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-47500605259_101800/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),720000,3,2,124,,5806,,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-47531060223_101800/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Estrella,Estrella (Distrito Retiro. Madrid Capital),695000,3,2,103,4,6747,,https://www.pisos.com/comprar/apartamento-retiro_estrella28007-48397841837_101800/,2024-10-19,pisos.com,Retiro,Estrella,3.0,33.0,Apartamento
Apartamento en venta en Gaztambide,Gaztambide (Distrito Chamberí. Madrid Capital),205000,1,1,27,1,7592,,https://www.pisos.com/comprar/apartamento-gaztambide28015-48362407928_101800/,2024-10-19,pisos.com,Chamberí,Gaztambide,7.0,71.0,Apartamento
Apartamento en venta en Goya,Goya (Distrito Salamanca. Madrid Capital),1350000,2,3,115,4,11739,,https://www.pisos.com/comprar/apartamento-goya28009-46743605876_101800/,2024-10-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Goya,Goya (Distrito Salamanca. Madrid Capital),330000,1,1,48,6,6875,En buen estado,https://www.pisos.com/comprar/apartamento-goya28001-45856454695_994318/,2024-08-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Goya,Goya (Distrito Salamanca. Madrid Capital),395000,1,1,54,,7314,Reformado,https://www.pisos.com/comprar/apartamento-goya28001-48415738198_100500/,2024-10-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Goya,Goya (Distrito Salamanca. Madrid Capital),700000,2,2,90,,7777,,https://www.pisos.com/comprar/apartamento-goya28009-44235737048_101800/,2024-10-19,pisos.com,Salamanca,Goya,4.0,42.0,Apartamento
Apartamento en venta en Guindalera,Guindalera (Distrito Salamanca. Madrid Capital),1290000,4,3,237,9,5443,,https://www.pisos.com/comprar/apartamento-guindalera28028-48342296000_101800/,2024-10-19,pisos.com,Salamanca,Guindalera,4.0,44.0,Apartamento
Apartamento en venta en Jerónimos,Jerónimos (Distrito Retiro. Madrid Capital),2800000,4,4,244,,11475,,https://www.pisos.com/comprar/apartamento-jeronimos28014-45922451620_101800/,2024-10-19,pisos.com,Retiro,,,,Apartamento
Apartamento en venta en Jerónimos,Jerónimos (Distrito Retiro. Madrid Capital),3120000,3,3,275,,11345,,https://www.pisos.com/comprar/apartamento-jeronimos28014-46697950073_101800/,2024-10-19,pisos.com,Retiro,,,,Apartamento
Apartamento en venta en Justicia-Chueca,Justicia-Chueca (Distrito Centro. Madrid Capital),2550000,4,2,280,1,9107,,https://www.pisos.com/comprar/apartamento-justicia_chueca28004-45875956588_101800/,2024-10-19,pisos.com,Centro,Justicia,1.0,14.0,Apartamento
Apartamento en venta en Justicia-Chueca,Justicia-Chueca (Distrito Centro. Madrid Capital),2560000,4,4,256,3,10000,,https://www.pisos.com/comprar/apartamento-justicia_chueca28004-48398780314_101800/,2024-10-19,pisos.com,Centro,Justicia,1.0,14.0,Apartamento
Apartamento en venta en Lavapies,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),193000,1,1,30,,6433,Reformado,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-48410364969_100500/,2024-10-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),349000,2,2,63,1,5539,,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28005-43333475535_100500/,2024-08-19,pisos.com,Centro,Embajadores,1.0,12.0,Apartamento
Apartamento en venta en Lista,Lista (Distrito Salamanca. Madrid Capital),1500000,2,2,169,,8875,,https://www.pisos.com/comprar/apartamento-lista_barrio28006-45005598567_101800/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Apartamento
