title,ubicacion,precio,habitaciones,banos,m2_constr,planta,EUR/m2,estado,url,fecha_descarga,web,distrito,barrio,cod_distrito,cod_barrio,tipologia
Piso en venta en Calle de Padilla,Castellana (Distrito Salamanca. Madrid Capital),2200000,3,3,258,,8527,En buen estado,https://www.pisos.com/comprar/piso-salamanca_castellana28006-40890155582_100500/,2024-10-19,pisos.com,Salamanca,Castellana,4.0,46.0,Piso
Piso en venta en Calle de Padilla,Guindalera (Distrito Salamanca. Madrid Capital),2239000,3,4,229,3,9777,En buen estado,https://www.pisos.com/comprar/piso-guindalera28028-47542298744_100500/,2024-10-19,pisos.com,Salamanca,Guindalera,4.0,44.0,Piso
Piso en venta en Calle de Padilla,Lista (Distrito Salamanca. Madrid Capital),2239000,4,4,163,3,13736,En buen estado,https://www.pisos.com/comprar/piso-lista_barrio28006-47595027200_100500/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle de Alcántara",Lista (Distrito Salamanca. Madrid Capital),2239000,3,3,229,3,9777,,https://www.pisos.com/comprar/piso-lista_barrio28006-47573569170_101800/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle de Alcántara",Lista (Distrito Salamanca. Madrid Capital),2239000,3,4,229,3,9777,Reformado,https://www.pisos.com/comprar/piso-lista_barrio28006-46713242588_524671/,2024-08-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle de Alcántara",Lista (Distrito Salamanca. Madrid Capital),2239000,3,4,229,,9777,,https://www.pisos.com/comprar/piso-lista_barrio28006-47576483446_108900/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle de Francisco Silvela",Lista (Distrito Salamanca. Madrid Capital),950000,3,2,143,3,6643,En buen estado,https://www.pisos.com/comprar/piso-lista_barrio28006-39263379633_100500/,2024-08-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle del General Díaz Porlier",Lista (Distrito Salamanca. Madrid Capital),1025000,3,2,108,5,9490,,https://www.pisos.com/comprar/piso-lista_barrio28006-45048716583_101800/,2024-08-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle del Príncipe de Vergara",Castellana (Distrito Salamanca. Madrid Capital),3990000,4,5,270,5,14777,Reformado,https://www.pisos.com/comprar/piso-salamanca_castellana28006-41733230477_996542/,2024-08-19,pisos.com,Salamanca,Castellana,4.0,46.0,Piso
"Piso en venta en Calle de Padilla, cerca de Calle del Príncipe de Vergara",Lista (Distrito Salamanca. Madrid Capital),2239000,3,4,229,3,9777,En buen estado,https://www.pisos.com/comprar/piso-lista_barrio28006-46736642038_100500/,2024-08-19,pisos.com,Salamanca,Lista,4.0,45.0,Piso
Piso en venta en Calle de Palafox,Trafalgar (Distrito Chamberí. Madrid Capital),1134000,2,2,100,,11340,,https://www.pisos.com/comprar/piso-trafalgar28010-48386808294_109300/,2024-10-19,pisos.com,Chamberí,Trafalgar,7.0,73.0,Piso
"Piso en venta en Calle de Palencia, cerca de Calle de Bravo Murillo",Cuatro Caminos (Distrito Tetuán. Madrid Capital),270000,2,1,75,1,3600,,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-43367991992_100500/,2024-08-19,pisos.com,Tetuán,Cuatro Caminos,6.0,62.0,Piso
Piso en venta en Calle de Palos de la Frontera,Palos de Moguer (Distrito Arganzuela. Madrid Capital),459000,4,2,140,1,3278,A reformar,https://www.pisos.com/comprar/piso-palos_de_moguer28045-40835899090_101800/,2024-08-19,pisos.com,Arganzuela,,,,Piso
Piso en venta en Calle de Pamplona,Bellas Vistas (Distrito Tetuán. Madrid Capital),327000,,,60,6,5450,,https://www.pisos.com/comprar/piso-bellas_vistas28039-45902167749_108900/,2024-08-19,pisos.com,Tetuán,Bellas Vistas,6.0,61.0,Piso
"Piso en venta en Calle de Pedro Antonio de Alarcón, cerca de Calle de Ezequiel Solana",Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),248000,3,1,70,,3542,,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-48423387918_108900/,2024-10-19,pisos.com,Ciudad Lineal,Pueblo Nuevo,15.0,152.0,Piso
Piso en venta en Calle de Pedro Fernández Labrada,Puerta del Ángel (Distrito Latina. Madrid Capital),280000,2,1,60,3,4666,En buen estado,https://www.pisos.com/comprar/piso-puerta_del_angel-48345217097_100200/,2024-10-19,pisos.com,Latina,Puerta del Ángel,10.0,102.0,Piso
Piso en venta en Calle de Pedro Jiménez,San Andrés (Distrito Villaverde. Madrid Capital),177000,3,1,81,3,2185,En buen estado,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-41735921405_996012/,2024-08-19,pisos.com,Villaverde,,,,Piso
"Piso en venta en Calle de Pedro Justo Dorado Dellmans, 9",Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),865000,3,2,125,2,6920,A estrenar,https://www.pisos.com/comprar/piso-moncloa_aravaca_aravaca28040-38426165431_994534/,2024-08-19,pisos.com,,Aravaca,,,Piso
Piso en venta en Calle de Pedro Rico,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),840000,4,2,158,9,5316,,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_la_paz28029-44231621914_100500/,2024-08-19,pisos.com,,El Pardo,,,Piso
Piso en venta en Calle de Pedro Unanúe,Atocha (Distrito Arganzuela. Madrid Capital),580000,2,1,59,2,9830,Reformado,https://www.pisos.com/comprar/piso-atocha28045-48413034468_500970/,2024-10-19,pisos.com,Arganzuela,Atocha,2.0,27.0,Piso
Piso en venta en Calle de Pedro Unanúe,Palos de Moguer (Distrito Arganzuela. Madrid Capital),459000,4,2,140,1,3278,,https://www.pisos.com/comprar/piso-palos_de_moguer28045-40868896943_100500/,2024-08-19,pisos.com,Arganzuela,,,,Piso
Piso en venta en Calle de Pedro de Valdivia,Castellana (Distrito Salamanca. Madrid Capital),2300000,5,5,265,6,8679,En buen estado,https://www.pisos.com/comprar/piso-salamanca_castellana28006-40888358343_109300/,2024-10-19,pisos.com,Salamanca,Castellana,4.0,46.0,Piso
Piso en venta en Calle de Pedro de Valdivia,El Viso (Distrito Chamartín. Madrid Capital),2300000,4,5,265,6,8679,En buen estado,https://www.pisos.com/comprar/piso-chamartin_el_viso28002-35859266705_996542/,2024-08-19,pisos.com,Chamartín,El Viso,5.0,51.0,Piso
Piso en venta en Calle de Pedro de Valdivia,El Viso (Distrito Chamartín. Madrid Capital),2300000,5,5,265,6,8679,En buen estado,https://www.pisos.com/comprar/piso-chamartin_el_viso28006-32535613320_524350/,2024-08-19,pisos.com,Chamartín,El Viso,5.0,51.0,Piso
Piso en venta en Calle de Penélope,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),285000,3,1,83,,3433,En buen estado,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-47583337472_528332/,2024-10-19,pisos.com,Barajas,Casco Histórico de Barajas,21.0,213.0,Piso
"Piso en venta en Calle de Peña Nueva, cerca de Calle de Fuentidueña",Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital),309000,3,2,96,6,3218,En buen estado,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-47568424677_109300/,2024-10-19,pisos.com,Villa de Vallecas,Casco Histórico de Vallecas,18.0,181.0,Piso
Piso en venta en Calle de Pilar de Madariaga Rojo,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),356000,3,2,120,,2966,En buen estado,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-44241094182_100200/,2024-08-19,pisos.com,Villa de Vallecas,Ensanche de Vallecas,18.0,183.0,Piso
"Piso en venta en Calle de Pinar del Rey, cerca de Calle de Villa de Pons",Pinar del Rey (Distrito Hortaleza. Madrid Capital),210000,2,1,51,,4117,En buen estado,https://www.pisos.com/comprar/piso-pinar_del_rey28033-48334653663_100500/,2024-10-19,pisos.com,Hortaleza,Pinar del Rey,16.0,164.0,Piso
"Piso en venta en Calle de Pinar del Rey, cerca de Calle de Villa de Pons",Pinar del Rey (Distrito Hortaleza. Madrid Capital),395000,4,2,123,4,3211,En buen estado,https://www.pisos.com/comprar/piso-pinar_del_rey28033-48428031569_524228/,2024-10-19,pisos.com,Hortaleza,Pinar del Rey,16.0,164.0,Piso
Piso en venta en Calle de Pinilla del Valle,Prosperidad (Distrito Chamartín. Madrid Capital),550000,3,2,108,5,5092,En buen estado,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-26736319345_100200/,2024-08-19,pisos.com,Chamartín,Prosperidad,5.0,52.0,Piso
"Piso en venta en Calle de Pinos Baja, cerca de Calle de Esperanza Sánchez Carrascosa",Valdeacederas (Distrito Tetuán. Madrid Capital),169500,2,2,52,,3259,En buen estado,https://www.pisos.com/comprar/piso-valdeacederas28029-39199548208_100500/,2024-08-19,pisos.com,Tetuán,Valdeacederas,6.0,65.0,Piso
"Piso en venta en Calle de Pinos Baja, cerca de Calle de Esperanza Sánchez Carrascosa",Valdeacederas (Distrito Tetuán. Madrid Capital),259001,2,1,56,2,4625,,https://www.pisos.com/comprar/piso-valdeacederas28029-45915658598_100500/,2024-08-19,pisos.com,Tetuán,Valdeacederas,6.0,65.0,Piso
Piso en venta en Calle de Pirra,Rejas (Distrito San Blas. Madrid Capital),235000,1,1,58,5,4051,En buen estado,https://www.pisos.com/comprar/piso-rejas28022-48367786120_100500/,2024-10-19,pisos.com,,Rejas,,,Piso
Piso en venta en Calle de Pirra,Rejas (Distrito San Blas. Madrid Capital),360000,2,2,90,,4000,En buen estado,https://www.pisos.com/comprar/piso-rejas28022-46734304777_104700/,2024-08-19,pisos.com,,Rejas,,,Piso
Piso en venta en Calle de Pizarro,Universidad-Malasaña (Distrito Centro. Madrid Capital),270000,1,1,41,3,6585,,https://www.pisos.com/comprar/piso-universidad_malasana28004-48418700065_100500/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Piso
Piso en venta en Calle de Pizarro,Universidad-Malasaña (Distrito Centro. Madrid Capital),370000,1,1,65,4,5692,,https://www.pisos.com/comprar/piso-universidad_malasana28004-48342227349_100500/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Piso
Piso en venta en Calle de Polibea,Concepción (Distrito Ciudad Lineal. Madrid Capital),269000,3,1,77,1,3493,A reformar,https://www.pisos.com/comprar/piso-concepcion-47511342805_993362/,2024-10-19,pisos.com,Ciudad Lineal,,,,Piso
Piso en venta en Calle de Polvoranca,Buenavista (Distrito Carabanchel. Madrid Capital),170000,3,1,62,4,2741,,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-45900196116_100500/,2024-08-19,pisos.com,Carabanchel,Buenavista,11.0,116.0,Piso
Piso en venta en Calle de Ponce de León,Almagro (Distrito Chamberí. Madrid Capital),970000,2,3,132,,7348,,https://www.pisos.com/comprar/piso-chamberi_almagro28010-45091025127_109300/,2024-08-19,pisos.com,Chamberí,Almagro,7.0,74.0,Piso
"Piso en venta en Calle de Pont de Molins, número .",Portazgo (Distrito Puente de Vallecas. Madrid Capital),190000,2,1,52,3,3653,,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-45905008699_109300/,2024-10-19,pisos.com,Puente de Vallecas,Portazgo,13.0,135.0,Piso
"Piso en venta en Calle de Ponzano, cerca de Calle de José Abascal",Ríos Rosas (Distrito Chamberí. Madrid Capital),240000,2,1,48,1,5000,En buen estado,https://www.pisos.com/comprar/piso-rios_rosas28003-41698092885_100500/,2024-08-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Piso
"Piso en venta en Calle de Ponzano, cerca de Calle de José Abascal",Ríos Rosas (Distrito Chamberí. Madrid Capital),255000,2,1,40,,6375,,https://www.pisos.com/comprar/piso-rios_rosas28003-45089347255_108900/,2024-08-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Piso
"Piso en venta en Calle de Ponzano, cerca de Calle de José Abascal",Ríos Rosas (Distrito Chamberí. Madrid Capital),430000,2,1,70,,6142,,https://www.pisos.com/comprar/piso-rios_rosas28003-34229545151_109300/,2024-08-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Piso
Piso en venta en Calle de Pozuelo de Zarzón,Acacias (Distrito Arganzuela. Madrid Capital),320000,1,1,42,,7619,En buen estado,https://www.pisos.com/comprar/piso-acacias28005-45840961879_100200/,2024-08-19,pisos.com,Arganzuela,Acacias,2.0,22.0,Piso
Piso en venta en Calle de Preciados,Cortes-Huertas (Distrito Centro. Madrid Capital),819000,2,2,91,5,9000,A estrenar,https://www.pisos.com/comprar/piso-cortes_huertas28013-34238723097_362300/,2024-08-19,pisos.com,Centro,Cortes,1.0,13.0,Piso
Piso en venta en Calle de Preciados,Sol (Distrito Centro. Madrid Capital),819000,2,2,91,5,9000,Reformado,https://www.pisos.com/comprar/piso-sol_barrio28013-37556384340_100500/,2024-08-19,pisos.com,Centro,Sol,1.0,16.0,Piso
"Piso en venta en Calle de Princesa de Éboli, cerca de Avenida de Isabel de Valois",Sanchinarro (Distrito Hortaleza. Madrid Capital),385000,1,1,48,1,8020,,https://www.pisos.com/comprar/piso-sanchinarro28050-45888464871_101800/,2024-10-19,pisos.com,Hortaleza,,,,Piso
Piso en venta en Calle de Prádena del Rincón,Prosperidad (Distrito Chamartín. Madrid Capital),400000,4,1,94,1,4255,En buen estado,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-45880133357_100200/,2024-08-19,pisos.com,Chamartín,Prosperidad,5.0,52.0,Piso
Piso en venta en Calle de Prádena del Rincón,Prosperidad (Distrito Chamartín. Madrid Capital),485000,4,4,87,3,5574,En buen estado,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-45062664269_100200/,2024-08-19,pisos.com,Chamartín,Prosperidad,5.0,52.0,Piso
Piso en venta en Calle de Puentedey,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),358500,3,2,107,,3350,En buen estado,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-45032138344_104700/,2024-08-19,pisos.com,Villa de Vallecas,Ensanche de Vallecas,18.0,183.0,Piso
"Piso en venta en Calle de Puentelarra, cerca de Calle de Castrillo de Aza",Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),250000,3,2,91,7,2747,En buen estado,https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-46746812933_100500/,2024-10-19,pisos.com,Villa de Vallecas,Santa Eugenia,18.0,182.0,Piso
"Piso en venta en Calle de Puentelarra, cerca de Calle de Castrillo de Aza",Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),265000,3,2,94,6,2819,En buen estado,https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-47565672370_100500/,2024-10-19,pisos.com,Villa de Vallecas,Santa Eugenia,18.0,182.0,Piso
Piso en venta en Calle de Puertollano,Salvador (Distrito San Blas. Madrid Capital),370000,3,1,90,6,4111,A reformar,https://www.pisos.com/comprar/piso-san_blas_salvador28027-46693041526_100200/,2024-10-19,pisos.com,,,,,Piso
Piso en venta en Calle de Rafael Bergamín,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),390000,1,1,71,,5492,A estrenar,https://www.pisos.com/comprar/piso-san_juan_bautista28043-48419427875_100200/,2024-10-19,pisos.com,Ciudad Lineal,San Juan Bautista,15.0,156.0,Piso
Piso en venta en Calle de Rafael Calvo,Almagro (Distrito Chamberí. Madrid Capital),1359000,2,2,150,,9060,,https://www.pisos.com/comprar/piso-chamberi_almagro28010-48389568012_109300/,2024-10-19,pisos.com,Chamberí,Almagro,7.0,74.0,Piso
Piso en venta en Calle de Rafael Calvo,Almagro (Distrito Chamberí. Madrid Capital),2690000,5,5,275,3,9781,,https://www.pisos.com/comprar/piso-chamberi_almagro28010-32570898186_101800/,2024-08-19,pisos.com,Chamberí,Almagro,7.0,74.0,Piso
Piso en venta en Calle de Rafael Fernández Hijicos,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),210000,4,2,122,2,1721,A reformar,https://www.pisos.com/comprar/piso-palomeras_sureste28038-45925275207_525823/,2024-08-19,pisos.com,Puente de Vallecas,Palomeras Sureste,13.0,134.0,Piso
Piso en venta en Calle de Rafael Fernández Hijicos,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),240000,4,2,113,2,2123,En buen estado,https://www.pisos.com/comprar/piso-palomeras_sureste28038-45854480049_526710/,2024-08-19,pisos.com,Puente de Vallecas,Palomeras Sureste,13.0,134.0,Piso
"Piso en venta en Calle de Rafael Fernández Hijicos, cerca de Calle de Rafael Fernández Hijicos",Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),299900,2,2,120,6,2499,,https://www.pisos.com/comprar/piso-palomeras_sureste28038-34247943095_101800/,2024-10-19,pisos.com,Puente de Vallecas,Palomeras Sureste,13.0,134.0,Piso
Piso en venta en Calle de Rafael Herrera,Castilla (Distrito Chamartín. Madrid Capital),437000,1,1,63,4,6936,,https://www.pisos.com/comprar/piso-castilla28036-45925222590_100500/,2024-10-19,pisos.com,Chamartín,Castilla,5.0,56.0,Piso
"Piso en venta en Calle de Rafael Herrera, 11",Castilla (Distrito Chamartín. Madrid Capital),330000,1,1,63,3,5238,En buen estado,https://www.pisos.com/comprar/piso-castilla28036-45888749359_100500/,2024-08-19,pisos.com,Chamartín,Castilla,5.0,56.0,Piso
Piso en venta en Calle de Rafael Salgado,Hispanoamérica (Distrito Chamartín. Madrid Capital),1690000,5,3,262,2,6450,En buen estado,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28036-47534713136_518589/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Piso
Piso en venta en Calle de Raigras,Zofío (Distrito Usera. Madrid Capital),159900,2,1,55,,2907,En buen estado,https://www.pisos.com/comprar/piso-zofio28026-46696168284_523110/,2024-10-19,pisos.com,Usera,Zofío,12.0,126.0,Piso
Piso en venta en Calle de Ramón Areces,Media Legua (Distrito Moratalaz. Madrid Capital),475000,3,1,116,4,4094,En buen estado,https://www.pisos.com/comprar/piso-moratalaz_media_legua28030-45035631231_990679/,2024-08-19,pisos.com,Moratalaz,Media Legua,14.0,144.0,Piso
"Piso en venta en Calle de Ramón Azorín, cerca de Calle de La Alhambra",Cármenes (Distrito Latina. Madrid Capital),99000,3,,51,,1941,,https://www.pisos.com/comprar/piso-latina_carmenes28047-39248416064_100200/,2024-08-19,pisos.com,Latina,,,,Piso
"Piso en venta en Calle de Ramón Gómez de la Serna, cerca de Calle de María Isabel Navarro",Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),419900,3,1,94,2,4467,En buen estado,https://www.pisos.com/comprar/piso-penagrande28035-45874036386_100500/,2024-10-19,pisos.com,,El Pardo,,,Piso
Piso en venta en Calle de Ribadavia,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),357500,4,2,,1,,,https://www.pisos.com/comprar/piso-pilar28029-41728621605_106000/,2024-08-19,pisos.com,,El Pardo,,,Piso
"Piso en venta en Calle de Ricardo Damas, 9",Legazpi (Distrito Arganzuela. Madrid Capital),570000,2,2,100,2,5700,,https://www.pisos.com/comprar/piso-legazpi_barrio28045-45856756335_100500/,2024-08-19,pisos.com,Arganzuela,Legazpi,2.0,24.0,Piso
"Piso en venta en Calle de Ricardo Damas, 9",Legazpi (Distrito Arganzuela. Madrid Capital),580000,2,2,111,3,5225,,https://www.pisos.com/comprar/piso-legazpi_barrio28045-45888747851_100500/,2024-08-19,pisos.com,Arganzuela,Legazpi,2.0,24.0,Piso
"Piso en venta en Calle de Ricardo Damas, 9",Legazpi (Distrito Arganzuela. Madrid Capital),585000,2,2,99,3,5909,,https://www.pisos.com/comprar/piso-legazpi_barrio28045-45886147244_100500/,2024-08-19,pisos.com,Arganzuela,Legazpi,2.0,24.0,Piso
"Piso en venta en Calle de Ricardo Damas, 9",Legazpi (Distrito Arganzuela. Madrid Capital),595000,2,2,114,4,5219,,https://www.pisos.com/comprar/piso-legazpi_barrio28045-45909063548_100500/,2024-10-19,pisos.com,Arganzuela,Legazpi,2.0,24.0,Piso
Piso en venta en Calle de Ricardo Sepúlveda,Ventas (Distrito Ciudad Lineal. Madrid Capital),345200,3,2,98,4,3522,,https://www.pisos.com/comprar/piso-ventas28017-45930950572_101800/,2024-08-19,pisos.com,Ciudad Lineal,Ventas,15.0,151.0,Piso
Piso en venta en Calle de Roberto Domingo,Guindalera (Distrito Salamanca. Madrid Capital),1650000,3,3,197,7,8375,,https://www.pisos.com/comprar/piso-guindalera28028-43378550518_100500/,2024-08-19,pisos.com,Salamanca,Guindalera,4.0,44.0,Piso
Piso en venta en Calle de Roma,Guindalera (Distrito Salamanca. Madrid Capital),549000,2,2,78,1,7038,A reformar,https://www.pisos.com/comprar/piso-guindalera28028-40889794172_100200/,2024-10-19,pisos.com,Salamanca,Guindalera,4.0,44.0,Piso
"Piso en venta en Calle de Rosario Romero, 25",Almenara (Distrito Tetuán. Madrid Capital),601000,3,2,138,,4355,A estrenar,https://www.pisos.com/comprar/piso-tetuan_almenara28029-42504063947_994534/,2024-08-19,pisos.com,Tetuán,Almenara,6.0,64.0,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),260000,1,1,62,3,4193,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4570959880_109700/,2024-08-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),260000,1,1,62,3,4193,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4790631598_109700/,2024-10-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),264000,1,1,65,2,4061,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4592530827_109700/,2024-08-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),265000,1,1,63,1,4206,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4587935681_109700/,2024-08-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),265000,1,1,65,2,4076,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4809537108_109700/,2024-10-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59",Simancas (Distrito San Blas. Madrid Capital),271000,1,1,63,5,4301,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4568744173_109700/,2024-10-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59, cerca de Calle de Julián Camarillo",Simancas (Distrito San Blas. Madrid Capital),255000,1,1,65,1,3923,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4102018785_109700/,2024-08-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59, cerca de Calle de Julián Camarillo",Simancas (Distrito San Blas. Madrid Capital),256000,1,1,63,2,4063,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4099780152_109700/,2024-10-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59, cerca de Calle de Julián Camarillo",Simancas (Distrito San Blas. Madrid Capital),265000,1,1,62,4,4274,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4147526844_109700/,2024-08-19,pisos.com,,Simancas,,,Piso
"Piso en venta en Calle de Rufino González, 59, cerca de Calle de Julián Camarillo",Simancas (Distrito San Blas. Madrid Capital),269000,1,1,65,3,4138,A estrenar,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4104667889_109700/,2024-10-19,pisos.com,,Simancas,,,Piso
Piso en venta en Calle de Ruiz de Alarcón,Cortes-Huertas (Distrito Centro. Madrid Capital),3800000,3,3,232,4,16379,En buen estado,https://www.pisos.com/comprar/piso-cortes_huertas28014-48342842585_100500/,2024-10-19,pisos.com,Centro,Cortes,1.0,13.0,Piso
"Piso en venta en Calle de Ruiz, 10",Universidad-Malasaña (Distrito Centro. Madrid Capital),497500,1,1,78,,6378,,https://www.pisos.com/comprar/piso-universidad_malasana28004-45848934347_106700/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Piso
"Piso en venta en Calle de Ríocabado, 13",Cármenes (Distrito Latina. Madrid Capital),239000,3,1,70,,3414,En buen estado,https://www.pisos.com/comprar/piso-latina_carmenes28047-34188707093_101800/,2024-08-19,pisos.com,Latina,,,,Piso
"Piso en venta en Calle de Ríos Rosas, 31, cerca de Calle de Ponzano",Almagro (Distrito Chamberí. Madrid Capital),920000,4,2,180,5,5111,A reformar,https://www.pisos.com/comprar/piso-chamberi_almagro28003-28363501190_998362/,2024-08-19,pisos.com,Chamberí,Almagro,7.0,74.0,Piso
"Piso en venta en Calle de Ríos Rosas, 41, cerca de Calle de Alonso Cano",Ríos Rosas (Distrito Chamberí. Madrid Capital),1080000,6,1,362,,2983,,https://www.pisos.com/comprar/piso-rios_rosas28003-42548668998_100500/,2024-08-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Piso
"Piso en venta en Calle de Ríos Rosas, 54, cerca de Plaza de San Juan de la Cruz",Ríos Rosas (Distrito Chamberí. Madrid Capital),1700000,5,2,179,3,9497,En buen estado,https://www.pisos.com/comprar/piso-rios_rosas28003-45896020396_100500/,2024-10-19,pisos.com,Chamberí,Ríos Rosas,7.0,75.0,Piso
Piso en venta en Calle de Saavedra Fajardo,Puerta del Ángel (Distrito Latina. Madrid Capital),715000,4,2,167,2,4281,,https://www.pisos.com/comprar/piso-puerta_del_angel-48378374691_100500/,2024-10-19,pisos.com,Latina,Puerta del Ángel,10.0,102.0,Piso
Piso en venta en Calle de Sagasta,Justicia-Chueca (Distrito Centro. Madrid Capital),1200000,4,,280,6,4285,Reformado,https://www.pisos.com/comprar/piso-justicia_chueca28004-945856908152997_109700/,2024-08-19,pisos.com,Centro,Justicia,1.0,14.0,Piso
Piso en venta en Calle de Sagasta,Universidad-Malasaña (Distrito Centro. Madrid Capital),1850000,4,3,250,4,7400,A reformar,https://www.pisos.com/comprar/piso-universidad_malasana28004-45896386925_100500/,2024-08-19,pisos.com,Centro,Universidad,1.0,15.0,Piso
Piso en venta en Calle de Salas Barbadillo,Ventas (Distrito Ciudad Lineal. Madrid Capital),212500,2,1,61,4,3483,En buen estado,https://www.pisos.com/comprar/piso-ventas28017-48401848444_100500/,2024-10-19,pisos.com,Ciudad Lineal,Ventas,15.0,151.0,Piso
"Piso en venta en Calle de Salas Barbadillo, cerca de Calle de Carolina Coronado",Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),250000,2,1,50,2,5000,En buen estado,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-45916952679_100500/,2024-08-19,pisos.com,Ciudad Lineal,Pueblo Nuevo,15.0,152.0,Piso
"Piso en venta en Calle de Sallaberry, cerca de Calle de los Hermanos del Moral",Opañel (Distrito Carabanchel. Madrid Capital),315000,3,2,80,,3937,En buen estado,https://www.pisos.com/comprar/piso-opanel28019-45920536587_104700/,2024-08-19,pisos.com,Carabanchel,Opañel,11.0,112.0,Piso
Piso en venta en Calle de San Anastasio,Acacias (Distrito Arganzuela. Madrid Capital),480000,3,1,104,8,4615,En buen estado,https://www.pisos.com/comprar/piso-acacias28005-45917770419_100500/,2024-10-19,pisos.com,Arganzuela,Acacias,2.0,22.0,Piso
