OBJECTID,IDPOSTE,FECHAACTUAL,MODO,CODIGOESTACION,CODIGOPOSTE,OBSERVACIONES,IDENTIFICATIVO,CODIGOTIPOPOSTE,CODIGOEMPRESA,CODIGODARSENA,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,CODIGOMUNICIPIO,CODIGOPROVINCIA,FECHAMAQUETACIONTIRA,FECHACOLOCACIONTIRA,IDFESTACION
1911,6_2417_*,20240628,6,2417,*,,PS,6,100,,20030101,,,438519,4477995,079,28,2003/01/01 00:00:00+00,,6_2417
1912,6_2418_*,20240628,6,2418,*,,PS,6,100,,20150722,,,438074.231,4477937.646,079,28,2003/01/01 00:00:00+00,,6_2418
1913,6_2419_*,20240628,6,2419,*,,PS,6,100,,20030101,,,437886,4478064,079,28,2003/01/01 00:00:00+00,,6_2419
1914,6_2420_*,20240628,6,2420,*,,PS,6,100,,20150722,,,437845.992,4477998.264,079,28,2003/01/01 00:00:00+00,,6_2420
1915,6_2421_*,20240628,6,2421,*,,PS,6,100,,20150722,,,438075.235,4477931.802,079,28,2003/01/01 00:00:00+00,,6_2421
1916,6_2422_*,20240628,6,2422,*,,PS,6,100,,20030101,,,438276,4477957,079,28,2003/01/01 00:00:00+00,,6_2422
1917,6_2423_*,20240628,6,2423,*,,PS,6,100,,20030101,,,438507,4477986,079,28,2003/01/01 00:00:00+00,,6_2423
1918,6_2424_*,20240628,6,2424,*,,PS,6,100,,20030101,,,438901,4477686,079,28,2003/01/01 00:00:00+00,,6_2424
1919,6_2425_*,20240628,6,2425,*,,PS,6,100,,20030101,,,439152,4477802,079,28,2003/01/01 00:00:00+00,,6_2425
1920,6_2426_*,20240628,6,2426,*,,PS,6,100,,20170911,,,448271,4477999,079,28,2003/01/01 00:00:00+00,,6_2426
1921,6_2428_*,20240628,6,2428,*,,PS,6,100,,20030101,,,437824,4476443,079,28,2003/01/01 00:00:00+00,,6_2428
1922,6_2429_*,20240628,6,2429,*,,PS,6,100,,20151203,,,433211.169,4475809.157,115,28,2003/01/01 00:00:00+00,,6_2429
1923,6_2430_*,20240628,6,2430,*,,PS,6,100,,20030101,,,444538,4476404,079,28,2003/01/01 00:00:00+00,,6_2430
1924,6_2431_*,20240628,6,2431,*,,PS,6,100,,20150708,,,432934.666,4476205.62,115,28,2003/01/01 00:00:00+00,,6_2431
1925,6_2432_*,20240628,6,2432,*,,PS,2,100,,20150708,,,433035.086,4476091.184,115,28,2017/05/16 00:00:00+00,2017/05/31 00:00:00+00,6_2432
1926,6_2433_*,20240628,6,2433,*,,PS,6,100,,20140325,,,433229.535,4475803.196,115,28,2003/01/01 00:00:00+00,,6_2433
1927,6_2434_*,20240628,6,2434,*,,PS,6,100,,20181023,,,433660.4938,4478084.5154,079,28,2003/01/01 00:00:00+00,,6_2434
1928,6_2435_*,20240628,6,2435,*,,PS,6,100,,20030101,,,443747,4470563,079,28,2003/01/01 00:00:00+00,,6_2435
1929,6_2436_*,20240628,6,2436,*,,PS,6,100,,20030101,,,443826,4470551,079,28,2003/01/01 00:00:00+00,,6_2436
1930,6_2437_*,20240628,6,2437,*,,PS,6,100,,20170911,,,448783.96369,4472286.38949,079,28,2003/01/01 00:00:00+00,,6_2437
1931,6_2438_*,20240628,6,2438,*,,PS,6,100,,20030101,,,435305,4471766,079,28,2003/01/01 00:00:00+00,,6_2438
1932,6_2439_*,20240628,6,2439,*,,PS,6,100,,20030101,,,434903,4472043,079,28,2003/01/01 00:00:00+00,,6_2439
1933,6_2440_*,20240628,6,2440,*,,PS,6,100,,20030101,,,434998,4471693,079,28,2003/01/01 00:00:00+00,,6_2440
1934,6_2441_*,20240628,6,2441,*,,PS,6,100,,20101014,,,434400.511,4472326.546,079,28,2003/01/01 00:00:00+00,,6_2441
1935,6_2442_*,20240628,6,2442,*,,PS,6,100,,20101014,,,434393.687,4472317.057,079,28,2003/01/01 00:00:00+00,,6_2442
1936,6_2444_*,20240628,6,2444,*,,PS,6,100,,20030101,,,439464,4470204,079,28,2003/01/01 00:00:00+00,,6_2444
1937,6_2445_*,20240628,6,2445,*,,PS,6,100,,20100906,,,435116.543,4471407.974,079,28,2003/01/01 00:00:00+00,,6_2445
1938,6_2446_*,20240628,6,2446,*,,PS,6,100,,20120314,,,436661.177,4479174.113,079,28,2003/01/01 00:00:00+00,,6_2446
1939,6_2447_*,20240628,6,2447,*,,PS,6,100,,20090223,,,434890.929,4479545.362,079,28,2003/01/01 00:00:00+00,,6_2447
1940,6_2448_*,20240628,6,2448,*,,PS,6,100,,20181023,,,434056.57312,4479118.1713,079,28,2003/01/01 00:00:00+00,,6_2448
1941,6_2452_*,20240628,6,2452,*,,PS,6,100,,20181023,,,434060.0341,4479123.32831,079,28,2003/01/01 00:00:00+00,,6_2452
1942,6_2453_*,20240628,6,2453,*,,PS,6,100,,20150710,,,434866.591,4479502.947,079,28,2003/01/01 00:00:00+00,,6_2453
1943,6_2454_*,20240628,6,2454,*,,PS,6,100,,20181023,,,433532.0809,4478346.55722,079,28,2003/01/01 00:00:00+00,,6_2454
1944,6_2455_*,20240628,6,2455,*,,PS,6,100,,20030101,,,446156,4472705,079,28,2003/01/01 00:00:00+00,,6_2455
1945,6_2456_*,20240628,6,2456,*,,PS,6,100,,20030101,,,446270,4472931,079,28,2003/01/01 00:00:00+00,,6_2456
1946,6_2457_*,20240628,6,2457,*,,PS,6,100,,20180209,,,446541,4473351,079,28,2003/01/01 00:00:00+00,,6_2457
1947,6_2458_*,20240628,6,2458,*,,PS,6,100,,20030101,,,447781,4473230,079,28,2003/01/01 00:00:00+00,,6_2458
1948,6_2459_*,20240628,6,2459,*,,PS,6,100,,20030101,,,447934,4473387,079,28,2003/01/01 00:00:00+00,,6_2459
1949,6_2460_*,20240628,6,2460,*,,PS,6,100,,20030101,,,439340,4470151,079,28,2003/01/01 00:00:00+00,,6_2460
1950,6_2462_*,20240628,6,2462,*,,PS,6,100,,20030101,,,439339,4469949,079,28,2003/01/01 00:00:00+00,,6_2462
1951,6_2463_*,20240628,6,2463,*,,PS,6,100,,20030101,,,447801,4473151,079,28,2003/01/01 00:00:00+00,,6_2463
1952,6_2464_*,20240628,6,2464,*,,PS,6,100,,20030101,,,446501,4473351,079,28,2003/01/01 00:00:00+00,,6_2464
1953,6_2465_*,20240628,6,2465,*,,PS,6,100,,20030101,,,446257,4472935,079,28,2003/01/01 00:00:00+00,,6_2465
1954,6_2466_*,20240628,6,2466,*,,PS,6,100,,20030101,,,446134,4472699,079,28,2003/01/01 00:00:00+00,,6_2466
1955,6_2468_*,20240628,6,2468,*,,PS,6,100,,20030101,,,449382,4478611,079,28,2003/01/01 00:00:00+00,,6_2468
1956,6_2469_*,20240628,6,2469,*,,PS,6,100,,20030101,,,449669,4478676,079,28,2003/01/01 00:00:00+00,,6_2469
1957,6_2470_*,20240628,6,2470,*,,PS,6,100,,20140530,,,449904.935,4478773.704,079,28,2003/01/01 00:00:00+00,,6_2470
1958,6_2471_*,20240628,6,2471,*,,PS,6,100,,20030101,,,450131,4478681,079,28,2003/01/01 00:00:00+00,,6_2471
1959,6_2472_*,20240628,6,2472,*,,PS,6,100,,20030101,,,450389,4478690,079,28,2003/01/01 00:00:00+00,,6_2472
1960,6_2473_*,20240628,6,2473,*,,PS,6,100,,20090601,,,450825.813,4478843.282,079,28,2003/01/01 00:00:00+00,,6_2473
1961,6_2474_*,20240628,6,2474,*,,PS,6,100,,20101025,,,451806.787,4480061.426,079,28,2003/01/01 00:00:00+00,,6_2474
1962,6_2476_*,20240628,6,2476,*,,PS,6,100,,20030101,,,451335,4480974,079,28,2003/01/01 00:00:00+00,,6_2476
1963,6_2478_*,20240628,6,2478,*,,PS,6,100,,20030101,,,450972,4480834,079,28,2003/01/01 00:00:00+00,,6_2478
1964,6_2479_*,20240628,6,2479,*,,PS,6,100,,20030101,,,451166,4480739,079,28,2003/01/01 00:00:00+00,,6_2479
1965,6_2480_*,20240628,6,2480,*,,PS,6,100,,20030101,,,450939,4480877,079,28,2003/01/01 00:00:00+00,,6_2480
1966,6_2481_*,20240628,6,2481,*,,PS,6,100,,20030101,,,451331,4480968,079,28,2003/01/01 00:00:00+00,,6_2481
1967,6_2483_*,20240628,6,2483,*,,PS,6,100,,20150224,,,451679.071,4480322.503,079,28,2003/01/01 00:00:00+00,,6_2483
1968,6_2484_*,20240628,6,2484,*,,PS,6,100,,20030101,,,450768,4479070,079,28,2003/01/01 00:00:00+00,,6_2484
1969,6_2485_*,20240628,6,2485,*,,PS,6,100,,20030101,,,450680,4479112,079,28,2003/01/01 00:00:00+00,,6_2485
1970,6_2486_*,20240628,6,2486,*,,PS,6,100,,20110110,,,450434.901,4478879.273,079,28,2003/01/01 00:00:00+00,,6_2486
1971,6_2487_*,20240628,6,2487,*,,PS,6,100,,20110110,,,450281.954,4478789.759,079,28,2003/01/01 00:00:00+00,,6_2487
1972,6_2488_*,20240628,6,2488,*,,PS,6,100,,20150303,,,450257.926,4478648.858,079,28,2003/01/01 00:00:00+00,,6_2488
1973,6_2489_*,20240628,6,2489,*,,PS,6,100,,20110531,,,450221.252,4478350.187,079,28,2003/01/01 00:00:00+00,,6_2489
1974,6_2490_*,20240628,6,2490,*,,PS,6,100,,20030101,,,449971,4478138,079,28,2003/01/01 00:00:00+00,,6_2490
1975,6_2491_*,20240628,6,2491,*,,PS,6,100,,20150303,,,449505.452,4478120.105,079,28,2003/01/01 00:00:00+00,,6_2491
1976,6_2492_*,20240628,6,2492,*,,PS,6,100,,20150303,,,449174.966,4478134.973,079,28,2003/01/01 00:00:00+00,,6_2492
1977,6_2494_*,20240628,6,2494,*,,PS,6,100,,20230721,,,446117.89778,4471560.62715,079,28,2003/01/01 00:00:00+00,,6_2494
1978,6_2495_*,20240628,6,2495,*,,PS,6,100,,20030101,,,445409,4479638,079,28,2003/01/01 00:00:00+00,,6_2495
1979,6_2496_*,20240628,6,2496,*,,PS,6,100,,20030101,,,445357,4479628,079,28,2003/01/01 00:00:00+00,,6_2496
1980,6_2497_*,20240628,6,2497,*,,PS,6,100,,20071022,,,442009.469,4472517.204,079,28,2003/01/01 00:00:00+00,,6_2497
1981,6_2498_*,20240628,6,2498,*,,PS,6,100,,20110613,,,442437.585,4472006.209,079,28,2003/01/01 00:00:00+00,,6_2498
1982,6_2499_*,20240628,6,2499,*,,PS,6,100,,20030101,,,442802,4471647,079,28,2003/01/01 00:00:00+00,,6_2499
1983,6_2500_*,20240628,6,2500,*,,PS,6,100,,20030101,,,443061,4471412,079,28,2003/01/01 00:00:00+00,,6_2500
1984,6_2501_*,20240628,6,2501,*,,PS,6,100,,20181219,,,443160.6653,4470983.4029,079,28,2003/01/01 00:00:00+00,,6_2501
1985,6_2502_*,20240628,6,2502,*,,PS,6,100,,20181219,,,443140.1421,4470851.4626,079,28,2003/01/01 00:00:00+00,,6_2502
1986,6_2503_*,20240628,6,2503,*,,PS,6,100,,20030101,,,449513,4477607,079,28,2003/01/01 00:00:00+00,,6_2503
1987,6_2504_*,20240628,6,2504,*,,PS,6,100,,20030101,,,443157,4470321,079,28,2003/01/01 00:00:00+00,,6_2504
1988,6_2505_*,20240628,6,2505,*,,PS,6,100,,20030101,,,443361,4470076,079,28,2003/01/01 00:00:00+00,,6_2505
1989,6_2506_*,20240628,6,2506,*,,PS,6,100,,20030101,,,443527,4469814,079,28,2003/01/01 00:00:00+00,,6_2506
1990,6_2507_*,20240628,6,2507,*,,PS,6,100,,20030101,,,443882,4469685,079,28,2003/01/01 00:00:00+00,,6_2507
1991,6_2509_*,20240628,6,2509,*,,PS,6,100,,20030101,,,443711,4469845,079,28,2003/01/01 00:00:00+00,,6_2509
1992,6_2510_*,20240628,6,2510,*,,PS,6,100,,20030101,,,443499,4470061,079,28,2003/01/01 00:00:00+00,,6_2510
1993,6_2511_*,20240628,6,2511,*,,PS,6,100,,20181219,,,443403.6363,4470110.1797,079,28,2003/01/01 00:00:00+00,,6_2511
1994,6_2512_*,20240628,6,2512,*,,PS,6,100,,20030101,,,442607,4471844,079,28,2003/01/01 00:00:00+00,,6_2512
1995,6_2513_*,20240628,6,2513,*,,PS,6,100,,20181219,,,443042.7083,4470540.2779,079,28,2003/01/01 00:00:00+00,,6_2513
1996,6_2514_*,20240628,6,2514,*,,PS,6,100,,20181219,,,443153.983,4470773.6544,079,28,2003/01/01 00:00:00+00,,6_2514
1997,6_2515_*,20240628,6,2515,*,,PS,6,100,,20030101,,,443164,4470991,079,28,2003/01/01 00:00:00+00,,6_2515
1998,6_2516_*,20240628,6,2516,*,,PS,6,100,,20030101,,,443070,4471405,079,28,2003/01/01 00:00:00+00,,6_2516
1999,6_2517_*,20240628,6,2517,*,,PS,6,100,,20030101,,,442828,4471647,079,28,2003/01/01 00:00:00+00,,6_2517
2000,6_2518_*,20240628,6,2518,*,,PS,6,100,,20030101,,,442486,4471985,079,28,2003/01/01 00:00:00+00,,6_2518
2001,6_2519_*,20240628,6,2519,*,,PS,6,100,,20030101,,,443714,4471162,079,28,2003/01/01 00:00:00+00,,6_2519
2002,6_2520_*,20240628,6,2520,*,,PS,6,100,,20110113,,,445691.613,4480324.665,079,28,2003/01/01 00:00:00+00,,6_2520
2003,6_2521_*,20240628,6,2521,*,,PS,6,100,,20181219,,,443511.2109,4470867.5313,079,28,2003/01/01 00:00:00+00,,6_2521
2004,6_2522_*,20240628,6,2522,*,,PS,6,100,,20181219,,,443373.9283,4470673.1975,079,28,2003/01/01 00:00:00+00,,6_2522
2005,6_2523_*,20240628,6,2523,*,,PS,6,100,,20181219,,,443326.9767,4470525.9156,079,28,2003/01/01 00:00:00+00,,6_2523
2006,6_2524_*,20240628,6,2524,*,,PS,6,100,,20030101,,,443188,4470384,079,28,2003/01/01 00:00:00+00,,6_2524
2007,6_2525_*,20240628,6,2525,*,,PS,6,100,,20030101,,,443330,4470521,079,28,2003/01/01 00:00:00+00,,6_2525
2008,6_2526_*,20240628,6,2526,*,,PS,6,100,,20030101,,,443426,4470602,079,28,2003/01/01 00:00:00+00,,6_2526
2009,6_2527_*,20240628,6,2527,*,,PS,6,100,,20030101,,,443605,4470843,079,28,2003/01/01 00:00:00+00,,6_2527
2010,6_2528_*,20240628,6,2528,*,,PS,6,100,,20150303,,,445037.866,4477866.593,079,28,2003/01/01 00:00:00+00,,6_2528
2011,6_2529_*,20240628,6,2529,*,,PS,6,100,,20181219,,,443678.3701,4471198.1791,079,28,2003/01/01 00:00:00+00,,6_2529
2012,6_2531_*,20240628,6,2531,*,,PS,6,100,,20030101,,,447860,4474710,079,28,2003/01/01 00:00:00+00,,6_2531
2013,6_2532_*,20240628,6,2532,*,,PS,6,100,,20030101,,,434962,4472025,079,28,2003/01/01 00:00:00+00,,6_2532
2014,6_2533_*,20240628,6,2533,*,,PS,6,100,,20090120,,,448451.461,4474982.913,079,28,2003/01/01 00:00:00+00,,6_2533
2015,6_2534_*,20240628,6,2534,*,,PS,6,100,,20030101,,,443346,4470018,079,28,2003/01/01 00:00:00+00,,6_2534
2016,6_2535_*,20240628,6,2535,*,,PS,6,100,,20100920,,,436536.305,4469997.582,079,28,2003/01/01 00:00:00+00,,6_2535
2017,6_2536_*,20240628,6,2536,*,,PS,6,100,,20030101,,,436697,4469884,079,28,2003/01/01 00:00:00+00,,6_2536
2018,6_2537_*,20240628,6,2537,*,,PS,6,100,,20100916,,,441765.59,4481891.001,079,28,2003/01/01 00:00:00+00,,6_2537
2019,6_2538_*,20240628,6,2538,*,,PS,6,100,,20030101,,,442008,4481928,079,28,2003/01/01 00:00:00+00,,6_2538
2020,6_2539_*,20240628,6,2539,*,,PS,6,100,,20130214,,,441891.374,4482155.3,079,28,2003/01/01 00:00:00+00,,6_2539
2021,6_2540_*,20240628,6,2540,*,,PS,6,100,,20030101,,,441666,4482234,079,28,2003/01/01 00:00:00+00,,6_2540
2022,6_2541_*,20240628,6,2541,*,,PS,6,100,,20030101,,,441623,4482114,079,28,2003/01/01 00:00:00+00,,6_2541
2023,6_2542_*,20240628,6,2542,*,,PS,6,100,,20090120,,,448657.376,4475077.729,079,28,2003/01/01 00:00:00+00,,6_2542
2024,6_2543_*,20240628,6,2543,*,,PS,6,100,,20090416,,,448646.476,4475080.375,079,28,2003/01/01 00:00:00+00,,6_2543
2025,6_2544_*,20240628,6,2544,*,,PS,6,100,,20090416,,,448444.776,4474987.067,079,28,2003/01/01 00:00:00+00,,6_2544
2026,6_2545_*,20240628,6,2545,*,,PS,6,100,,20030101,,,439603,4469884,079,28,2003/01/01 00:00:00+00,,6_2545
2027,6_2546_*,20240628,6,2546,*,,PS,6,100,,20080808,,,448114.004,4475008.483,079,28,2003/01/01 00:00:00+00,,6_2546
2028,6_2547_*,20240628,6,2547,*,,PS,6,100,,20030101,,,447788,4474851,079,28,2003/01/01 00:00:00+00,,6_2547
2029,6_2548_*,20240628,6,2548,*,,PS,6,100,,20110509,,,447278.367,4474614.276,079,28,2003/01/01 00:00:00+00,,6_2548
2030,6_2550_*,20240628,6,2550,*,,PS,6,100,,20190409,,,448790.92362,4475788.08348,079,28,2003/01/01 00:00:00+00,,6_2550
2031,6_2551_*,20240628,6,2551,*,,PS,6,100,,20150304,,,450821.461,4478195.128,079,28,2003/01/01 00:00:00+00,,6_2551
2032,6_2017_*,20240628,6,2017,*,,PS,6,100,,20221117,,,442166.42387,4477337.35643,079,28,2003/01/01 00:00:00+00,,6_2017
2033,6_2018_*,20240628,6,2018,*,,PS,6,100,,20030101,,,442486,4476930,079,28,2003/01/01 00:00:00+00,,6_2018
2034,6_2019_*,20240628,6,2019,*,,PS,6,100,,20030101,,,442995,4475323,079,28,2003/01/01 00:00:00+00,,6_2019
2035,6_2020_*,20240628,6,2020,*,,PS,6,100,,20110118,,,439244.069,4477058.24,079,28,2003/01/01 00:00:00+00,,6_2020
2036,6_2021_*,20240628,6,2021,*,,PS,6,100,,20140605,,,439112.792,4477392.103,079,28,2003/01/01 00:00:00+00,,6_2021
2037,6_2023_*,20240628,6,2023,*,,PS,6,100,,20140605,,,439158.335,4477731.675,079,28,2003/01/01 00:00:00+00,,6_2023
2038,6_2024_*,20240628,6,2024,*,,PS,6,100,,20030101,,,440437,4477852,079,28,2003/01/01 00:00:00+00,,6_2024
2039,6_2025_*,20240628,6,2025,*,,PS,6,100,,20030101,,,439326,4477997,079,28,2003/01/01 00:00:00+00,,6_2025
2040,6_2026_*,20240628,6,2026,*,,PS,6,100,,20140606,,,439154.731,4477734.345,079,28,2003/01/01 00:00:00+00,,6_2026
2041,6_2027_*,20240628,6,2027,*,,PS,6,100,,20030101,,,439074,4477655,079,28,2003/01/01 00:00:00+00,,6_2027
2042,6_2028_*,20240628,6,2028,*,,PS,6,100,,20140606,,,439108.518,4477374.144,079,28,2003/01/01 00:00:00+00,,6_2028
2043,6_2029_*,20240628,6,2029,*,,PS,6,100,,20110118,,,439205.987,4477127.956,079,28,2003/01/01 00:00:00+00,,6_2029
2044,6_2031_*,20240628,6,2031,*,,PS,6,100,,20100901,,,442800.085,4475171.23,079,28,2003/01/01 00:00:00+00,,6_2031
2045,6_2032_*,20240628,6,2032,*,,PS,6,100,,20030101,,,443384,4475185,079,28,2003/01/01 00:00:00+00,,6_2032
2046,6_2033_*,20240628,6,2033,*,,PS,6,100,,20030101,,,442473,4476990,079,28,2003/01/01 00:00:00+00,,6_2033
2047,6_2034_*,20240628,6,2034,*,,PS,6,100,,20221117,,,442186.18947,4477353.49163,079,28,2003/01/01 00:00:00+00,,6_2034
2048,6_2035_*,20240628,6,2035,*,,PS,6,100,,20180627,,,441380,4477746,079,28,2003/01/01 00:00:00+00,,6_2035
2049,6_2036_*,20240628,6,2036,*,,PS,6,100,,20030101,,,445115,4470652,079,28,2003/01/01 00:00:00+00,,6_2036
2050,6_2037_*,20240628,6,2037,*,,PS,6,100,,20030101,,,444368,4478865,079,28,2003/01/01 00:00:00+00,,6_2037
2051,6_2038_*,20240628,6,2038,*,,PS,6,100,,20110113,,,444533.317,4478618.458,079,28,2003/01/01 00:00:00+00,,6_2038
2052,6_2039_*,20240628,6,2039,*,,PS,6,100,,20030101,,,444725,4478322,079,28,2003/01/01 00:00:00+00,,6_2039
2053,6_2040_*,20240628,6,2040,*,,PS,6,100,,20150226,,,444858.467,4478080.527,079,28,2003/01/01 00:00:00+00,,6_2040
2054,6_2041_*,20240628,6,2041,*,,PS,6,100,,20030101,,,445134,4470631,079,28,2003/01/01 00:00:00+00,,6_2041
2055,6_2042_*,20240628,6,2042,*,,PS,6,100,,20150226,,,445069.182,4477756.617,079,28,2003/01/01 00:00:00+00,,6_2042
2056,6_2043_*,20240628,6,2043,*,,PS,6,100,,20030101,,,445312,4477554,079,28,2003/01/01 00:00:00+00,,6_2043
2057,6_2044_*,20240628,6,2044,*,,PS,6,100,,20030101,,,445548,4477420,079,28,2003/01/01 00:00:00+00,,6_2044
2058,6_2045_*,20240628,6,2045,*,,PS,6,100,,20101018,,,445728.471,4477224.65,079,28,2003/01/01 00:00:00+00,,6_2045
2059,6_2046_*,20240628,6,2046,*,,PS,6,100,,20030101,,,447022,4474856,079,28,2003/01/01 00:00:00+00,,6_2046
2060,6_2047_*,20240628,6,2047,*,,PS,6,100,,20030101,,,447132,4474651,079,28,2003/01/01 00:00:00+00,,6_2047
2061,6_2049_*,20240628,6,2049,*,,PS,6,100,,20150210,,,446660.775,4474717.353,079,28,2003/01/01 00:00:00+00,,6_2049
2062,6_2050_*,20240628,6,2050,*,,PS,6,100,,20150210,,,446477.999,4474846.163,079,28,2003/01/01 00:00:00+00,,6_2050
2063,6_2051_*,20240628,6,2051,*,,PS,6,100,,20150210,,,446292.866,4474979.296,079,28,2003/01/01 00:00:00+00,,6_2051
2064,6_2052_*,20240628,6,2052,*,,PS,6,100,,20030101,,,446218,4475117,079,28,2003/01/01 00:00:00+00,,6_2052
2065,6_2054_*,20240628,6,2054,*,,PS,6,100,,20101018,,,445802.947,4477132.169,079,28,2003/01/01 00:00:00+00,,6_2054
2066,6_2055_*,20240628,6,2055,*,,PS,6,100,,20030101,,,445522,4477454,079,28,2003/01/01 00:00:00+00,,6_2055
2067,6_2056_*,20240628,6,2056,*,,PS,6,100,,20110629,,,445352.041,4477559.364,079,28,2003/01/01 00:00:00+00,,6_2056
2068,6_2057_*,20240628,6,2057,*,,PS,6,100,,20150304,,,445070.085,4477782.528,079,28,2003/01/01 00:00:00+00,,6_2057
2069,6_2058_*,20240628,6,2058,*,,PS,6,100,,20030101,,,444931,4478000,079,28,2003/01/01 00:00:00+00,,6_2058
2070,6_2059_*,20240628,6,2059,*,,PS,6,100,,20030101,,,444806,4478208,079,28,2003/01/01 00:00:00+00,,6_2059
2071,6_2060_*,20240628,6,2060,*,,PS,6,100,,20030101,,,444537,4478638,079,28,2003/01/01 00:00:00+00,,6_2060
2072,6_2061_*,20240628,6,2061,*,,PS,6,100,,20030101,,,444361,4478909,079,28,2003/01/01 00:00:00+00,,6_2061
2073,6_2062_*,20240628,6,2062,*,,PS,6,100,,20030101,,,444185,4479135,079,28,2003/01/01 00:00:00+00,,6_2062
2074,6_2063_*,20240628,6,2063,*,,PS,6,100,,20030101,,,443662,4479956,079,28,2003/01/01 00:00:00+00,,6_2063
2075,6_2064_*,20240628,6,2064,*,,PS,6,100,,20140211,,,444312.248,4474283.018,079,28,2003/01/01 00:00:00+00,,6_2064
2076,6_2065_*,20240628,6,2065,*,,PS,6,100,,20030101,,,444365,4474045,079,28,2003/01/01 00:00:00+00,,6_2065
2077,6_2066_*,20240628,6,2066,*,,PS,6,100,,20030101,,,444634,4473930,079,28,2003/01/01 00:00:00+00,,6_2066
2078,6_2067_*,20240628,6,2067,*,,PS,6,100,,20140211,,,444757.075,4473750.811,079,28,2003/01/01 00:00:00+00,,6_2067
2079,6_2068_*,20240628,6,2068,*,,PS,6,100,,20140211,,,444939.661,4473640,079,28,2003/01/01 00:00:00+00,,6_2068
2080,6_2069_*,20240628,6,2069,*,,PS,6,100,,20030101,,,445124,4473558,079,28,2003/01/01 00:00:00+00,,6_2069
2081,6_2070_*,20240628,6,2070,*,,PS,6,100,,20140211,,,445385.049,4473371.517,079,28,2003/01/01 00:00:00+00,,6_2070
2082,6_2071_*,20240628,6,2071,*,,PS,6,100,,20030101,,,445845,4472809,079,28,2003/01/01 00:00:00+00,,6_2071
2083,6_2072_*,20240628,6,2072,*,,PS,6,100,,20140211,,,446059.425,4472692.214,079,28,2003/01/01 00:00:00+00,,6_2072
2084,6_2075_*,20240628,6,2075,*,,PS,6,100,,20030101,,,446102,4472679,079,28,2003/01/01 00:00:00+00,,6_2075
2085,6_2076_*,20240628,6,2076,*,,PS,6,100,,20030101,,,445847,4472818,079,28,2003/01/01 00:00:00+00,,6_2076
2086,6_2077_*,20240628,6,2077,*,,PS,6,100,,20030101,,,445574,4472879,079,28,2003/01/01 00:00:00+00,,6_2077
2087,6_2078_*,20240628,6,2078,*,,PS,6,100,,20030101,,,445338,4473425,079,28,2003/01/01 00:00:00+00,,6_2078
2088,6_2079_*,20240628,6,2079,*,,PS,6,100,,20030101,,,445180,4473542,079,28,2003/01/01 00:00:00+00,,6_2079
2089,6_2080_*,20240628,6,2080,*,,PS,6,100,,20140421,,,444943.348,4473650.896,079,28,2003/01/01 00:00:00+00,,6_2080
2090,6_2081_*,20240628,6,2081,*,,PS,6,100,,20140421,,,444766.482,4473762.936,079,28,2003/01/01 00:00:00+00,,6_2081
2091,6_2082_*,20240628,6,2082,*,,PS,6,100,,20030101,,,444641,4473936,079,28,2003/01/01 00:00:00+00,,6_2082
2092,6_2083_*,20240628,6,2083,*,,PS,6,100,,20140519,,,444327.5,4474083.981,079,28,2003/01/01 00:00:00+00,,6_2083
2093,6_2084_*,20240628,6,2084,*,,PS,6,100,,20030101,,,444311,4474223,079,28,2003/01/01 00:00:00+00,,6_2084
2094,6_2085_*,20240628,6,2085,*,,PS,6,100,,20030101,,,442908,4476432,079,28,2003/01/01 00:00:00+00,,6_2085
2095,6_2086_*,20240628,6,2086,*,,PS,6,100,,20030101,,,445414,4480732,079,28,2003/01/01 00:00:00+00,,6_2086
2096,6_2087_*,20240628,6,2087,*,,PS,6,100,,20030101,,,445597,4480684,079,28,2003/01/01 00:00:00+00,,6_2087
2097,6_2088_*,20240628,6,2088,*,,PS,6,100,,20030101,,,445954,4480606,079,28,2003/01/01 00:00:00+00,,6_2088
2098,6_2089_*,20240628,6,2089,*,,PS,6,100,,20030101,,,446080,4480589,079,28,2003/01/01 00:00:00+00,,6_2089
2099,6_2090_*,20240628,6,2090,*,,PS,6,100,,20030101,,,446413,4480598,079,28,2003/01/01 00:00:00+00,,6_2090
2100,6_2091_*,20240628,6,2091,*,,PS,6,100,,20030101,,,446286,4480690,079,28,2003/01/01 00:00:00+00,,6_2091
2101,6_2092_*,20240628,6,2092,*,,PS,6,100,,20030101,,,446135,4480803,079,28,2003/01/01 00:00:00+00,,6_2092
2102,6_2093_*,20240628,6,2093,*,,PS,6,100,,20030101,,,445927,4480885,079,28,2003/01/01 00:00:00+00,,6_2093
2103,6_2095_*,20240628,6,2095,*,,PS,6,100,,20130909,,,445471.208,4480761.503,079,28,2003/01/01 00:00:00+00,,6_2095
2104,6_2097_*,20240628,6,2097,*,,PS,6,100,,20030101,,,444349,4479557,079,28,2003/01/01 00:00:00+00,,6_2097
2105,6_2098_*,20240628,6,2098,*,,PS,6,100,,20030101,,,444708,4479620,079,28,2003/01/01 00:00:00+00,,6_2098
2106,6_2099_*,20240628,6,2099,*,,PS,6,100,,20030101,,,444898,4479555,079,28,2003/01/01 00:00:00+00,,6_2099
2107,6_2100_*,20240628,6,2100,*,,PS,6,100,,20030101,,,445194,4479569,079,28,2003/01/01 00:00:00+00,,6_2100
