m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,target_log
354.0,Chamartín,5,Nueva España,55,0,Piso,0,0.0,3.0,4.0,3.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'53.32'' N ,3º40'54.53'' W  ,24466.0,186.0,26.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,3100000.0,14.946912669455376
56.0,Ciudad Lineal,15,Quintana,153,0,Piso,2,0.0,9.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28027,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'26.12'' N ,3º38'31.7'' W   ,25469.0,346.0,26.0,5.0,14.0,1.0,0.0,272.0,22440.0,2.46,28853.0,62.0,46.0,1211.0,517.0,459.0,1049.0,556.0,572705.0,0,0,0,1.0,2,260000.0,12.468436909997665
45.0,Carabanchel,11,Vista Alegre,114,0,Piso,2,0.0,2.0,2.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28025,Gres,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'20.68'' N ,3º44'6.97'' W   ,47727.0,505.0,36.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,2,0,1.0,1,158500.0,11.973509872299472
95.0,Arganzuela,2,Palos De Moguer,26,0,Piso,0,0.0,1.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'18.16'' N ,3º42'5.37'' W   ,25097.0,332.0,22.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,0,0,0,1.0,3,460000.0,13.038981768465277
70.0,Arganzuela,2,Acacias,22,1,Piso,1,0.0,3.0,3.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28005,Desconocido,0,0,0,1,1,Normal,Desconocido,0,1,40º24'16.53'' N ,3º42'12.73'' W  ,36069.0,217.0,15.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,2,0,0,1.0,3,330000.0,12.706847933442663
44.0,Chamartín,5,Castilla,56,0,Piso,0,0.0,3.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28046,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'2.27'' N  ,3º41'18.06'' W  ,17046.0,149.0,4.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,4,333000.0,12.71589776896258
193.0,Chamberí,7,Ríos Rosas,75,0,Piso,0,0.0,3.0,5.0,3.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28003,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'31.47'' N ,3º41'42.26'' W  ,27163.0,380.0,54.0,9.0,22.0,0.0,0.0,151.0,36934.0,2.21,25648.0,21.0,39.0,1930.0,1116.0,1039.0,1910.0,905.0,19677.0,0,0,0,1.0,5,1300000.0,14.077874822431765
139.0,San Blas-Canillejas,20,Canillejas,207,3,Piso,0,0.0,4.0,4.0,2.0,1,1,1,1,30_50,0,medio,0,0,1,0,0,0,1,28037,Desconocido,1,0,0,0,0,Normal,Independiente,0,3,40º26'58.48'' N ,3º37'10.41'' W  ,29067.0,320.0,3.0,3.0,10.0,0.0,0.0,275.0,19768.0,2.63,16710.0,44.0,26.0,1504.0,739.0,381.0,828.0,552.0,995950.0,1,0,0,1.0,2,395000.0,12.886641043883259
83.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,2,0.0,6.0,3.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421.0,24.0,0.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,0,0,0,1.0,5,455000.0,13.028052697933088
259.0,Salamanca,4,Recoletos,41,0,Piso,2,0.0,1.0,3.0,5.0,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444.0,243.0,8.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,1,0,0,1.0,5,0.0,-inf
210.0,Salamanca,4,Goya,42,0,Piso,0,0.0,1.0,4.0,3.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,2700000.0,14.808762330974558
127.0,Salamanca,4,Lista,45,0,Piso,4,1.0,14.0,3.0,2.0,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28006,Madera,0,0,0,1,0,Normal,Desconocido,1,0,40º25'54.02'' N ,3º40'23.99'' W  ,20969.0,247.0,2.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,1,0,0,1.0,5,0.0,-inf
223.0,Salamanca,4,Castellana,46,0,Piso,0,0.0,1.0,4.0,5.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919.0,189.0,3.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,2469000.0,14.719323768327316
120.0,Salamanca,4,Goya,42,2,Piso,1,0.0,2.0,3.0,2.0,1,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Normal,Desconocido,0,2,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,1,0,0,1.0,5,695000.0,13.451667124546928
160.0,Vicálvaro,19,Casco Histórico De Vicálvaro,191,0,Chalet,1,0.0,0.0,3.0,2.0,0,0,0,1,30_50,0,Desconocido,0,0,2,0,0,0,1,28032,Gres,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'19.33'' N ,3º35'36.81'' W  ,35519.0,440.0,121.0,1.0,4.0,0.0,1.0,138.0,18214.0,2.69,7582.0,23.0,14.0,180.0,72.0,72.0,52.0,92.0,1063815.0,0,0,0,1.0,2,0.0,-inf
67.0,Centro,1,Palacio,11,0,Piso,0,0.0,2.0,2.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501.0,258.0,33.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,0.0,-inf
179.0,Chamberí,7,Vallehermoso,76,0,Piso,2,0.0,3.0,4.0,4.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28003,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'40.94'' N ,3º42'57.41'' W  ,19853.0,208.0,36.0,9.0,22.0,0.0,0.0,151.0,36934.0,2.21,25648.0,21.0,39.0,1930.0,1116.0,1039.0,1910.0,905.0,19677.0,0,0,0,1.0,5,1069000.0,13.882234190007182
150.0,Salamanca,4,Fuente Del Berro,43,0,Piso,0,0.0,2.0,5.0,3.0,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28028,Desconocido,0,0,1,0,0,Desconocido,Desconocido,0,0,40º25'17.43'' N ,3º39'58.0'' W   ,20929.0,255.0,1.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,4,0.0,-inf
69.0,Centro,1,Universidad,15,0,Piso,3,0.0,2.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,2,28015,Madera,0,0,0,0,0,Normal,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,0.0,-inf
80.0,Salamanca,4,Fuente Del Berro,43,3,Atico,4,0.0,5.0,2.0,2.0,0,1,1,1,mas_50,0,medio,0,0,1,0,0,0,1,28028,Desconocido,1,0,0,0,0,Normal,Independiente,0,3,40º25'17.43'' N ,3º39'58.0'' W   ,20929.0,255.0,1.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,4,0.0,-inf
39.0,Chamberí,7,Ríos Rosas,75,1,Estudio,3,0.0,3.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28003,Desconocido,0,0,1,0,0,Desconocido,Desconocido,0,1,40º26'31.47'' N ,3º41'42.26'' W  ,27163.0,380.0,54.0,9.0,22.0,0.0,0.0,151.0,36934.0,2.21,25648.0,21.0,39.0,1930.0,1116.0,1039.0,1910.0,905.0,19677.0,0,0,0,1.0,5,0.0,-inf
124.0,Puente De Vallecas,13,San Diego,132,0,Atico,0,0.0,4.0,3.0,1.0,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28053,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'17.72'' N ,3º39'57.58'' W  ,45104.0,699.0,242.0,1.0,7.0,0.0,3.0,311.0,13354.0,2.66,26108.0,123.0,50.0,423.0,137.0,90.0,189.0,173.0,1558120.0,0,0,0,0.0,1,367000.0,12.813117127036708
79.0,Ciudad Lineal,15,Pueblo Nuevo,152,3,Piso,4,0.0,4.0,3.0,1.0,0,0,0,1,mas_50,0,económico,0,0,1,0,0,0,1,28017,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,3,40º26'0.24'' N  ,3º38'13.63'' W  ,62840.0,774.0,31.0,5.0,14.0,1.0,0.0,272.0,22440.0,2.46,28853.0,62.0,46.0,1211.0,517.0,459.0,1049.0,556.0,572705.0,1,0,0,1.0,2,295000.0,12.594730635321957
142.0,Moncloa-Aravaca,9,Aravaca,97,6,Piso,2,0.0,4.0,3.0,2.0,0,0,0,1,10_30,0,Desconocido,0,0,1,0,0,0,1,28023,Desconocido,1,0,0,0,0,Normal,Desconocido,0,6,40º27'42.51'' N ,3º46'12.49'' W  ,27445.0,200.0,9.0,6.0,14.0,1.0,3.0,351.0,36592.0,2.58,14738.0,26.0,59.0,532.0,200.0,235.0,347.0,207.0,19901426.0,1,0,0,1.0,5,780000.0,13.567049198665774
296.0,Salamanca,4,Castellana,46,0,Piso,0,0.0,2.0,4.0,5.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919.0,189.0,3.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,5800000.0,15.573368475516649
337.0,Hortaleza,16,Palomas,161,0,Piso,2,0.0,4.0,5.0,3.0,0,0,1,1,Desconocido,1,Desconocido,0,0,2,1,0,0,1,28043,Desconocido,0,0,1,0,0,Normal,Amueblada,0,0,40º26'59.48'' N ,3º37'10.55'' W  ,6922.0,50.0,0.0,2.0,9.0,6.0,1.0,325.0,29047.0,2.65,19312.0,38.0,32.0,1114.0,603.0,596.0,1135.0,486.0,1758173.0,2,0,6,1.0,4,1050000.0,13.864300722133706
40.0,Chamartín,5,Castilla,56,4,Piso,2,0.0,3.0,1.0,1.0,0,0,0,0,mas_50,0,lujo,0,0,1,0,0,0,1,28046,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º28'2.27'' N  ,3º41'18.06'' W  ,17046.0,149.0,4.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,4,340000.0,12.736700896592344
92.0,Retiro,3,Niño Jesus,36,3,Piso,2,0.0,3.0,2.0,2.0,0,1,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28009,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º24'59.41'' N ,3º40'17.04'' W  ,15093.0,124.0,0.0,4.0,8.0,0.0,0.0,138.0,33396.0,2.39,16179.0,10.0,13.0,408.0,160.0,169.0,349.0,164.0,1427833.0,0,0,0,1.0,4,615000.0,13.329377546788656
92.0,Hortaleza,16,Valdefuentes,166,0,Piso,3,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28055,Desconocido,0,0,1,0,1,Desconocido,Desconocido,0,0,40º29'21.45'' N ,3º40'20.75'' W  ,69176.0,674.0,262.0,2.0,9.0,6.0,1.0,325.0,29047.0,2.65,19312.0,38.0,32.0,1114.0,603.0,596.0,1135.0,486.0,1758173.0,0,2,0,1.0,5,230000.0,12.345834587905332
88.0,Latina,10,Puerta Del Ángel,102,0,Piso,3,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28011,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º24'43.74'' N ,3º44'8.38'' W   ,43292.0,532.0,117.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,0,2,0,1.0,2,330000.0,12.706847933442663
127.0,Chamberí,7,Trafalgar,73,4,Piso,2,1.0,1.0,2.0,2.0,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28010,Desconocido,1,0,0,0,0,Desconocido,Desconocido,1,4,40º25'52.48'' N ,3º42'10.85'' W  ,24621.0,376.0,0.0,9.0,22.0,0.0,0.0,151.0,36934.0,2.21,25648.0,21.0,39.0,1930.0,1116.0,1039.0,1910.0,905.0,19677.0,2,0,0,1.0,5,850000.0,13.652991628466498
58.0,Usera,12,Pradolongo,127,1,Piso,0,0.0,1.0,3.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28041,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,1,40º22'51.5'' N  ,3º42'11.0'' W   ,17878.0,7.0,2.0,2.0,4.0,0.0,2.0,186.0,13481.0,2.8,13483.0,77.0,26.0,1495.0,565.0,267.0,689.0,491.0,515144.0,0,0,0,1.0,1,113000.0,11.635143097694478
66.0,Fuencarral-El Pardo,8,Valverde,86,0,Piso,1,0.0,2.5,3.0,1.0,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28034,Desconocido,0,0,1,0,0,Normal,Desconocido,0,0,40º29'21.82'' N ,3º40'23.6'' W   ,64757.0,561.0,184.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,0,0,0,1.0,3,230000.0,12.345834587905332
166.0,Chamartín,5,El Viso,51,0,Piso,0,0.0,3.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'53.58'' N ,3º41'6.87'' W   ,17274.0,184.0,6.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,875000.0,13.681979165339751
211.0,Centro,1,Sol,16,0,Piso,0,0.0,1.0,4.0,4.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'8.03'' N  ,3º42'14.2'' W   ,8164.0,123.0,9.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,1519000.0,14.233562781577909
89.0,Puente De Vallecas,13,Entrevías,131,0,Piso,0,0.0,2.0,3.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28053,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'56.75'' N ,3º41'18.38'' W  ,35399.0,403.0,172.0,1.0,7.0,0.0,3.0,311.0,13354.0,2.66,26108.0,123.0,50.0,423.0,137.0,90.0,189.0,173.0,1558120.0,0,0,0,0.0,1,0.0,-inf
34.0,Carabanchel,11,Buenavista,116,1,Piso,3,0.0,2.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28025,Desconocido,0,0,0,0,1,Desconocido,Desconocido,0,1,40º22'3.05'' N  ,3º43'14.23'' W  ,49151.0,519.0,113.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,0,0,1.0,1,130000.0,11.77528972943772
135.0,Chamartín,5,Prosperidad,52,0,Piso,0,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'29.76'' N ,3º40'13.18'' W  ,36027.0,383.0,43.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,605000.0,13.312983737012978
30.0,Centro,1,Sol,16,1,Piso,0,0.0,5.0,1.0,1.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28013,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,1,40º25'8.03'' N  ,3º42'14.2'' W   ,8164.0,123.0,9.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,0.0,-inf
82.0,Chamartín,5,Hispanoamérica,54,0,Piso,2,0.0,1.0,1.0,1.0,1,1,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º27'26.56'' N ,3º39'55.32'' W  ,31470.0,311.0,12.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,450410.0,13.017913558047825
207.0,Carabanchel,11,Opañel,112,1,Piso,3,0.0,2.0,5.0,2.0,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28019,Gres,0,0,0,0,0,Normal,Desconocido,0,1,40º23'38.38'' N ,3º43'11.59'' W  ,33883.0,351.0,47.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,0,0,1.0,2,350000.0,12.765688433465597
146.0,Chamberí,7,Almagro,74,3,Piso,2,0.0,1.0,2.0,3.0,1,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28010,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º25'36.89'' N ,3º41'31.6'' W   ,19418.0,310.0,34.0,9.0,22.0,0.0,0.0,151.0,36934.0,2.21,25648.0,21.0,39.0,1930.0,1116.0,1039.0,1910.0,905.0,19677.0,1,0,0,1.0,5,1400000.0,14.151982794585487
66.0,Centro,1,Embajadores,12,0,Piso,0,0.0,2.0,3.0,1.0,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28012,Desconocido,0,0,0,0,1,Normal,Desconocido,0,0,40º24'36.91'' N ,3º42'16.42'' W  ,46204.0,750.0,9.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,2,0,0.0,3,330000.0,12.706847933442663
51.0,Centro,1,Universidad,15,2,Piso,0,0.0,2.0,1.0,1.0,1,0,1,0,mas_50,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,2,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,219000.0,12.296827008798637
169.0,Hortaleza,16,Valdefuentes,166,0,Piso,0,0.0,1.0,4.0,3.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28055,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º29'21.45'' N ,3º40'20.75'' W  ,69176.0,674.0,262.0,2.0,9.0,6.0,1.0,325.0,29047.0,2.65,19312.0,38.0,32.0,1114.0,603.0,596.0,1135.0,486.0,1758173.0,0,0,0,1.0,5,0.0,-inf
116.0,Centro,1,Universidad,15,0,Piso,2,1.0,2.0,3.0,3.0,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28015,Desconocido,0,0,1,0,0,Normal,Equipada,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,2,0,0.0,4,899000.0,13.709038313453757
482.0,Ciudad Lineal,15,Costillares,159,0,Chalet,0,0.0,0.0,4.0,3.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28027,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'12.01'' N ,3º39'58.62'' W  ,21914.0,153.0,11.0,5.0,14.0,1.0,0.0,272.0,22440.0,2.46,28853.0,62.0,46.0,1211.0,517.0,459.0,1049.0,556.0,572705.0,0,0,0,1.0,4,0.0,-inf
304.0,Carabanchel,11,Opañel,112,0,Casa,0,0.0,0.0,5.0,2.0,0,1,0,1,Desconocido,2,Desconocido,0,0,1,0,0,0,1,28019,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'38.38'' N ,3º43'11.59'' W  ,33883.0,351.0,47.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,0,0,1.0,2,880000.0,13.687677186454389
144.0,Ciudad Lineal,15,Quintana,153,0,Piso,4,0.0,2.0,3.0,2.0,0,1,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28027,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º26'26.12'' N ,3º38'31.7'' W   ,25469.0,346.0,26.0,5.0,14.0,1.0,0.0,272.0,22440.0,2.46,28853.0,62.0,46.0,1211.0,517.0,459.0,1049.0,556.0,572705.0,0,0,0,1.0,2,559800.0,13.23533485606349
69.0,Villa De Vallecas,18,Santa Eugenia,182,0,Piso,3,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28031,Desconocido,0,0,0,1,0,Normal,Desconocido,0,0,40º23'22.11'' N ,3º37'0.07'' W   ,23876.0,139.0,2.0,1.0,5.0,0.0,1.0,158.0,17346.0,2.61,12370.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,2681389.0,0,0,0,1.0,1,0.0,-inf
300.0,Centro,1,Universidad,15,4,Atico,2,0.0,4.0,2.0,2.0,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28015,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,1,0,0,0.0,4,1275000.0,14.058456736574664
112.0,Centro,1,Universidad,15,0,Piso,2,1.0,1.0,2.0,2.0,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,2,28015,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,2,0,0,0.0,4,959000.0,13.773646353865574
99.0,Arganzuela,2,Imperial,21,0,Piso,2,0.0,7.0,3.0,2.0,1,1,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28005,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'5.97'' N  ,3º43'2.77'' W   ,22385.0,153.0,18.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,2,0,0,1.0,3,230000.0,12.345834587905332
231.0,Fuencarral-El Pardo,8,El Pardo,81,0,Casa,2,0.0,0.0,5.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421.0,24.0,0.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,0,0,0,1.0,5,0.0,-inf
58.0,Tetuán,6,Cuatro Caminos,62,0,Piso,2,0.0,7.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28020,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753.0,416.0,20.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,0,0,0,1.0,4,0.0,-inf
