banos,cod_barrio,cod_barrio_group,cod_distrito,codigo_postal,comercio_serviciosminoristas,cultura_entretenimiento,dormitorios,hog_con_10,lineas_metro,m2_constr,num_personas,renta_bruta_media_por_persona,salud_bienestar_educacion,servicios_profesionales,target,target_log,tipo_inmueble
3.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,183.0,17274.0,42678.0,228.0,505.0,1560000.0,14.26019637922572,2
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,462.0,31470.0,42678.0,228.0,505.0,11000000.0,16.213405830762643,2
3.0,88,4,14,8,408.0,164.0,2.0,10.0,4.0,160.0,21492.0,33396.0,169.0,349.0,2500000.0,14.731801289838428,2
2.0,33,1,5,28,752.0,321.0,4.0,19.0,9.0,128.0,17323.0,20091.0,237.0,309.0,425000.0,12.959844447906553,3
3.0,114,4,18,2,1930.0,905.0,6.0,21.0,9.0,231.0,19853.0,36934.0,1039.0,1910.0,0.0,-inf,0
1.0,34,1,5,28,752.0,321.0,3.0,19.0,9.0,73.0,17333.0,20091.0,237.0,309.0,0.0,-inf,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,104.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,100.0,24621.0,36934.0,1039.0,1910.0,820000.0,13.617059619240436,0
6.0,112,4,18,9,1930.0,905.0,5.0,21.0,9.0,258.0,19418.0,36934.0,1039.0,1910.0,3695000.0,15.12249111236444,0
1.0,54,0,8,20,139.0,54.0,3.0,78.0,1.0,62.0,17270.0,13604.0,45.0,79.0,99900.0,11.511924964636647,0
1.0,38,1,6,16,1211.0,556.0,2.0,62.0,5.0,67.0,62840.0,22440.0,459.0,1049.0,225000.0,12.323855681186558,0
4.0,89,4,14,13,408.0,164.0,3.0,10.0,4.0,254.0,6825.0,33396.0,169.0,349.0,0.0,-inf,0
1.0,106,2,17,27,1337.0,538.0,1.0,70.0,6.0,28.0,23057.0,22890.0,375.0,1502.0,296900.0,12.601150660751852,0
2.0,42,3,6,40,1211.0,556.0,2.0,62.0,5.0,74.0,12445.0,22440.0,459.0,1049.0,688000.0,13.44154411691548,2
5.0,91,4,15,0,2470.0,917.0,4.0,11.0,6.0,298.0,15444.0,38751.0,928.0,2315.0,0.0,-inf,2
1.0,13,0,2,23,1332.0,455.0,3.0,139.0,3.0,70.0,49151.0,15239.0,298.0,854.0,165000.0,12.013700752882718,0
2.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,112.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,102,3,16,43,693.0,220.0,3.0,32.0,7.0,78.0,17046.0,42678.0,228.0,505.0,260000.0,12.468436909997665,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,69.0,46204.0,27030.0,137.0,582.0,250000.0,12.429216196844385,0
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,75.0,29477.0,38751.0,928.0,2315.0,675000.0,13.422467969854667,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,107.0,32783.0,27030.0,137.0,582.0,899000.0,13.709038313453757,0
1.0,101,4,16,15,693.0,220.0,3.0,32.0,7.0,101.0,24466.0,42678.0,228.0,505.0,0.0,-inf,0
4.0,7,3,0,12,1208.0,259.0,3.0,43.0,7.0,189.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,118,1,19,27,197.0,99.0,2.0,53.0,3.0,60.0,45610.0,28798.0,148.0,121.0,215000.0,12.2783933071098,0
2.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,96.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
4.0,30,4,0,3,1208.0,259.0,7.0,43.0,7.0,349.0,18219.0,27030.0,137.0,582.0,4537000.0,15.327776558646102,0
2.0,79,2,11,4,1151.0,454.0,3.0,17.0,4.0,167.0,36069.0,27431.0,494.0,969.0,595000.0,13.296316684527767,0
4.0,101,4,16,15,693.0,220.0,4.0,32.0,7.0,386.0,24466.0,42678.0,228.0,505.0,0.0,-inf,0
2.0,52,4,7,47,1114.0,486.0,4.0,38.0,2.0,115.0,69176.0,29047.0,596.0,1135.0,394000.0,12.88410618828007,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,101.0,29477.0,38751.0,928.0,2315.0,725000.0,13.493926933836812,4
1.0,24,0,4,46,423.0,173.0,3.0,123.0,1.0,80.0,35399.0,13354.0,90.0,189.0,112547.0,11.631126191159552,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,125.0,32783.0,27030.0,137.0,582.0,839000.0,13.639965985449344,0
1.0,57,0,8,20,139.0,54.0,2.0,78.0,1.0,62.0,34827.0,13604.0,45.0,79.0,0.0,-inf,0
2.0,37,1,6,25,1211.0,556.0,4.0,62.0,5.0,120.0,50218.0,22440.0,459.0,1049.0,295000.0,12.594730635321957,1
1.0,115,4,19,45,197.0,99.0,3.0,53.0,3.0,57.0,3421.0,28798.0,148.0,121.0,170000.0,12.043553716032399,0
1.0,107,1,17,27,1337.0,538.0,2.0,70.0,6.0,46.0,26573.0,22890.0,375.0,1502.0,159000.0,11.976659481202368,0
7.0,127,4,20,21,532.0,207.0,6.0,26.0,6.0,1330.0,3044.0,36592.0,235.0,347.0,2926000.0,14.889146860562207,0
2.0,128,4,20,21,532.0,207.0,2.0,26.0,6.0,250.0,27445.0,36592.0,235.0,347.0,995000.0,13.810498016140729,0
2.0,99,3,16,1,693.0,220.0,3.0,32.0,7.0,89.0,18513.0,42678.0,228.0,505.0,0.0,-inf,0
1.0,9,1,2,18,1332.0,455.0,3.0,139.0,3.0,71.0,33883.0,15239.0,298.0,854.0,172525.0,12.058297432488803,0
1.0,57,0,8,20,139.0,54.0,2.0,78.0,1.0,80.0,34827.0,13604.0,45.0,79.0,146000.0,11.891361900690473,0
2.0,59,0,9,29,0.0,0.0,3.0,27.0,1.0,128.0,23876.0,17346.0,0.0,0.0,277000.0,12.531772785169476,0
2.0,58,0,9,29,0.0,0.0,4.0,27.0,1.0,110.0,40417.0,17346.0,0.0,0.0,256450.0,12.454688992817415,0
1.0,25,0,4,46,423.0,173.0,2.0,123.0,1.0,45.0,45104.0,13354.0,90.0,189.0,0.0,-inf,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,92.0,23501.0,27030.0,137.0,582.0,655000.0,13.39239051461739,0
3.0,117,3,19,33,197.0,99.0,4.0,53.0,3.0,112.0,44341.0,28798.0,148.0,121.0,410000.0,12.92391243868049,0
1.0,8,1,2,18,1332.0,455.0,3.0,139.0,3.0,76.0,22721.0,15239.0,298.0,854.0,138000.0,11.835008964139341,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,53.0,23501.0,27030.0,137.0,582.0,395000.0,12.886641043883259,2
1.0,30,4,0,3,1208.0,259.0,1.0,43.0,7.0,62.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,92,4,15,0,2470.0,917.0,4.0,11.0,6.0,222.0,29477.0,38751.0,928.0,2315.0,1700000.0,14.346138809026444,0
1.0,115,4,19,45,197.0,99.0,3.0,53.0,3.0,81.0,3421.0,28798.0,148.0,121.0,205000.0,12.230765258120545,0
1.0,23,4,0,13,1208.0,259.0,5.0,43.0,7.0,215.0,10816.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,96,4,15,5,2470.0,917.0,1.0,11.0,6.0,56.0,16919.0,38751.0,928.0,2315.0,450000.0,13.017002861746503,0
3.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,120.0,8164.0,27030.0,137.0,582.0,1030000.0,13.84506936020582,0
1.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,44.0,8164.0,27030.0,137.0,582.0,169000.0,12.037653993905211,0
3.0,77,2,13,39,399.0,108.0,3.0,3.0,2.0,235.0,12049.0,27125.0,125.0,522.0,775000.0,13.560618308335485,0
1.0,70,2,12,34,1504.0,552.0,1.0,44.0,3.0,58.0,17399.0,19768.0,381.0,828.0,235000.0,12.367340793126296,0
1.0,13,0,2,23,1332.0,455.0,2.0,139.0,3.0,64.0,49151.0,15239.0,298.0,854.0,142000.0,11.863582336583399,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,89.0,23501.0,27030.0,137.0,582.0,829000.0,13.627975434117433,0
2.0,8,1,2,18,1332.0,455.0,3.0,139.0,3.0,133.0,22721.0,15239.0,298.0,854.0,409000.0,12.921470435024938,0
5.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,316.0,17274.0,42678.0,228.0,505.0,3300000.0,15.009433026436708,2
2.0,12,0,2,23,1332.0,455.0,0.0,139.0,3.0,73.0,36798.0,15239.0,298.0,854.0,144000.0,11.877568578558138,0
2.0,9,1,2,18,1332.0,455.0,1.0,139.0,3.0,84.0,33883.0,15239.0,298.0,854.0,199000.0,12.201060103706629,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,135.0,16919.0,38751.0,928.0,2315.0,1329000.0,14.099937337695383,2
2.0,26,0,4,17,423.0,173.0,3.0,123.0,1.0,85.0,40477.0,13354.0,90.0,189.0,251000.0,12.433208218113922,0
1.0,10,1,2,18,1332.0,455.0,1.0,139.0,3.0,46.0,40368.0,15239.0,298.0,854.0,0.0,-inf,0
3.0,47,3,7,40,1114.0,486.0,5.0,38.0,2.0,337.0,6922.0,29047.0,596.0,1135.0,1050000.0,13.864300722133706,0
2.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,119.0,20969.0,38751.0,928.0,2315.0,935000.0,13.748301808270824,2
1.0,0,1,1,44,1223.0,523.0,2.0,82.0,3.0,86.0,17903.0,17267.0,366.0,628.0,295000.0,12.594730635321957,0
5.0,124,4,20,37,532.0,207.0,6.0,26.0,6.0,310.0,16364.0,36592.0,235.0,347.0,1299990.0,14.077867130094488,0
2.0,2,0,1,44,1223.0,523.0,1.0,82.0,3.0,68.0,36749.0,17267.0,366.0,628.0,220000.0,12.301382825334498,1
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,70.0,47727.0,15239.0,298.0,854.0,205000.0,12.230765258120545,0
1.0,14,0,2,38,1332.0,455.0,1.0,139.0,3.0,50.0,31691.0,15239.0,298.0,854.0,190000.0,12.154779351142622,0
3.0,96,4,15,5,2470.0,917.0,3.0,11.0,6.0,244.0,16919.0,38751.0,928.0,2315.0,2900000.0,14.880221294956703,2
1.0,60,2,9,29,0.0,0.0,1.0,27.0,1.0,42.0,53208.0,17346.0,0.0,0.0,210500.0,12.257240932104573,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,112.0,32783.0,27030.0,137.0,582.0,919000.0,13.731041401337825,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,166.0,31470.0,42678.0,228.0,505.0,0.0,-inf,0
1.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,160.0,8164.0,27030.0,137.0,582.0,227000.0,12.33270529646354,0
2.0,119,3,19,27,197.0,99.0,3.0,53.0,3.0,168.0,32192.0,28798.0,148.0,121.0,0.0,-inf,0
4.0,95,4,15,5,2470.0,917.0,4.0,11.0,6.0,220.0,20969.0,38751.0,928.0,2315.0,1730000.0,14.363631966473962,0
2.0,88,4,14,8,408.0,164.0,5.0,10.0,4.0,186.0,21492.0,33396.0,169.0,349.0,0.0,-inf,0
5.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,322.0,17274.0,42678.0,228.0,505.0,3395000.0,15.037814318974933,2
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,101.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,46,3,0,12,1208.0,259.0,5.0,43.0,7.0,173.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
3.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,320.0,17274.0,42678.0,228.0,505.0,1975000.0,14.49607895631736,2
1.0,85,2,14,6,408.0,164.0,2.0,10.0,4.0,71.0,33027.0,33396.0,169.0,349.0,517700.0,13.157151202889994,0
2.0,111,4,18,9,1930.0,905.0,4.0,21.0,9.0,138.0,24621.0,36934.0,1039.0,1910.0,995000.0,13.810498016140729,0
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,118.0,24621.0,36934.0,1039.0,1910.0,850000.0,13.652991628466498,0
3.0,111,4,18,9,1930.0,905.0,3.0,21.0,9.0,139.0,24621.0,36934.0,1039.0,1910.0,0.0,-inf,2
3.0,122,3,20,10,532.0,207.0,4.0,26.0,6.0,277.0,12767.0,36592.0,235.0,347.0,2500000.0,14.731801289838428,0
2.0,24,0,4,46,423.0,173.0,3.0,123.0,1.0,79.0,35399.0,13354.0,90.0,189.0,0.0,-inf,0
1.0,6,0,1,41,1223.0,523.0,2.0,82.0,3.0,60.0,51268.0,17267.0,366.0,628.0,0.0,-inf,0
2.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,150.0,8164.0,27030.0,137.0,582.0,388000.0,12.86876061860541,0
1.0,28,0,4,17,423.0,173.0,4.0,123.0,1.0,98.0,28741.0,13354.0,90.0,189.0,240000.0,12.388394202324127,0
1.0,34,1,5,28,752.0,321.0,2.0,19.0,9.0,59.0,17333.0,20091.0,237.0,309.0,200000.0,12.206072645530172,0
1.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,94.0,32783.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,36,3,0,14,1208.0,259.0,1.0,43.0,7.0,60.0,32783.0,27030.0,137.0,582.0,245000.0,12.409013489526865,0
3.0,46,3,0,12,1208.0,259.0,3.0,43.0,7.0,112.0,8164.0,27030.0,137.0,582.0,989000.0,13.804449610604848,0
2.0,1,1,1,10,1223.0,523.0,3.0,82.0,3.0,108.0,43292.0,17267.0,366.0,628.0,245000.0,12.409013489526865,0
1.0,24,0,4,46,423.0,173.0,2.0,123.0,1.0,68.0,35399.0,13354.0,90.0,189.0,91000.0,11.418614785498987,0
3.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,84.0,15444.0,38751.0,928.0,2315.0,1149000.0,13.954402556830894,0
2.0,19,0,3,24,1495.0,491.0,3.0,77.0,2.0,65.0,22834.0,13481.0,267.0,689.0,145000.0,11.884489021402711,0
1.0,73,2,11,4,1151.0,454.0,2.0,17.0,4.0,72.0,22385.0,27431.0,494.0,969.0,0.0,-inf,0
1.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,98.0,62840.0,22440.0,459.0,1049.0,260000.0,12.468436909997665,0
2.0,17,2,3,38,1495.0,491.0,3.0,77.0,2.0,80.0,14390.0,13481.0,267.0,689.0,315000.0,12.66032791780777,0
2.0,1,1,1,10,1223.0,523.0,3.0,82.0,3.0,103.0,43292.0,17267.0,366.0,628.0,415000.0,12.936033799212836,0
2.0,114,4,18,2,1930.0,905.0,3.0,21.0,9.0,173.0,19853.0,36934.0,1039.0,1910.0,1331000.0,14.101441097377249,2
5.0,96,4,15,5,2470.0,917.0,5.0,11.0,6.0,265.0,16919.0,38751.0,928.0,2315.0,2300000.0,14.648419680899378,0
2.0,57,0,8,20,139.0,54.0,4.0,78.0,1.0,120.0,34827.0,13604.0,45.0,79.0,270000.0,12.506177237980511,0
2.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,153.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,133.0,8164.0,27030.0,137.0,582.0,490000.0,13.10216067008681,0
3.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,103.0,29477.0,38751.0,928.0,2315.0,1129000.0,13.9368428431318,0
3.0,113,4,18,2,1930.0,905.0,4.0,21.0,9.0,245.0,27163.0,36934.0,1039.0,1910.0,1579000.0,14.272302293237779,2
2.0,101,4,16,15,693.0,220.0,3.0,32.0,7.0,110.0,24466.0,42678.0,228.0,505.0,0.0,-inf,0
2.0,123,3,20,7,532.0,207.0,2.0,26.0,6.0,84.0,24497.0,36592.0,235.0,347.0,740000.0,13.514405465180351,2
1.0,57,0,8,20,139.0,54.0,2.0,78.0,1.0,56.0,34827.0,13604.0,45.0,79.0,155000.0,11.951180395901384,0
2.0,30,4,0,3,1208.0,259.0,2.0,43.0,7.0,204.0,18219.0,27030.0,137.0,582.0,0.0,-inf,2
1.0,13,0,2,23,1332.0,455.0,3.0,139.0,3.0,62.0,49151.0,15239.0,298.0,854.0,170000.0,12.043553716032399,0
1.0,0,1,1,44,1223.0,523.0,3.0,82.0,3.0,70.0,17903.0,17267.0,366.0,628.0,239000.0,12.384218830913648,0
4.0,97,4,16,1,693.0,220.0,5.0,32.0,7.0,263.0,17274.0,42678.0,228.0,505.0,0.0,-inf,0
2.0,80,2,11,42,1151.0,454.0,3.0,17.0,4.0,37.0,19761.0,27431.0,494.0,969.0,116305.0,11.663971329844008,0
2.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,117.0,32783.0,27030.0,137.0,582.0,1200000.0,13.997832114758229,2
3.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,75.0,62840.0,22440.0,459.0,1049.0,299950.0,12.61137107308124,0
1.0,45,3,6,25,1211.0,556.0,1.0,62.0,5.0,45.0,21914.0,22440.0,459.0,1049.0,430000.0,12.971540487669746,0
1.0,104,3,17,19,1337.0,538.0,3.0,70.0,6.0,59.0,34753.0,22890.0,375.0,1502.0,0.0,-inf,0
2.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,98.0,46204.0,27030.0,137.0,582.0,510000.0,13.142166004700508,0
1.0,108,1,17,36,1337.0,538.0,2.0,70.0,6.0,80.0,25694.0,22890.0,375.0,1502.0,149000.0,11.911701584927597,0
5.0,124,4,20,37,532.0,207.0,5.0,26.0,6.0,660.0,16364.0,36592.0,235.0,347.0,4000000.0,15.201804919084166,2
2.0,88,4,14,8,408.0,164.0,2.0,10.0,4.0,65.0,21492.0,33396.0,169.0,349.0,445000.0,13.005829561148376,0
2.0,29,0,4,35,423.0,173.0,3.0,123.0,1.0,145.0,48720.0,13354.0,90.0,189.0,249000.0,12.425208175446844,0
1.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,82.0,62840.0,22440.0,459.0,1049.0,269000.0,12.502466658583977,0
2.0,32,1,5,28,752.0,321.0,3.0,19.0,9.0,92.0,26120.0,20091.0,237.0,309.0,309000.0,12.641096555879884,0
3.0,15,2,0,11,1208.0,259.0,5.0,43.0,7.0,210.0,46204.0,27030.0,137.0,582.0,1200000.0,13.997832114758229,2
1.0,27,0,4,17,423.0,173.0,3.0,123.0,1.0,100.0,43162.0,13354.0,90.0,189.0,192000.0,12.165250651009918,0
2.0,123,3,20,7,532.0,207.0,4.0,26.0,6.0,121.0,24497.0,36592.0,235.0,347.0,771000.0,13.555443652545467,0
2.0,123,3,20,7,532.0,207.0,3.0,26.0,6.0,122.0,24497.0,36592.0,235.0,347.0,600000.0,13.304684934198283,0
3.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,101.0,29477.0,38751.0,928.0,2315.0,699000.0,13.457406021215947,0
1.0,6,0,1,41,1223.0,523.0,2.0,82.0,3.0,62.0,51268.0,17267.0,366.0,628.0,195000.0,12.180754837545884,0
2.0,60,2,9,29,0.0,0.0,2.0,27.0,1.0,78.0,53208.0,17346.0,0.0,0.0,337500.0,12.729320789294722,0
1.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,107.0,17274.0,42678.0,228.0,505.0,650000.0,13.38472764187182,0
2.0,64,2,10,30,180.0,92.0,3.0,23.0,1.0,116.0,13054.0,18214.0,72.0,52.0,419000.0,12.945626198904275,0
1.0,82,2,11,42,1151.0,454.0,1.0,17.0,4.0,55.0,28575.0,27431.0,494.0,969.0,360000.0,12.793859310432293,0
3.0,23,4,0,13,1208.0,259.0,3.0,43.0,7.0,112.0,10816.0,27030.0,137.0,582.0,989000.0,13.804449610604848,0
3.0,102,3,16,43,693.0,220.0,4.0,32.0,7.0,187.0,17046.0,42678.0,228.0,505.0,950000.0,13.764217263576723,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,90.0,32783.0,27030.0,137.0,582.0,919000.0,13.731041401337825,0
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,63.0,24621.0,36934.0,1039.0,1910.0,375000.0,12.834681304952548,0
5.0,128,4,20,21,532.0,207.0,10.0,26.0,6.0,974.0,27445.0,36592.0,235.0,347.0,2800000.0,14.845129975145433,2
1.0,125,2,20,36,532.0,207.0,1.0,26.0,6.0,36.0,30484.0,36592.0,235.0,347.0,89000.0,11.396391648714278,0
1.0,12,0,2,23,1332.0,455.0,2.0,139.0,3.0,50.0,36798.0,15239.0,298.0,854.0,0.0,-inf,0
2.0,9,1,2,18,1332.0,455.0,5.0,139.0,3.0,207.0,33883.0,15239.0,298.0,854.0,350000.0,12.765688433465597,0
5.0,98,4,16,1,693.0,220.0,5.0,32.0,7.0,407.0,36027.0,42678.0,228.0,505.0,2150000.0,14.580978400103845,0
1.0,6,0,1,41,1223.0,523.0,3.0,82.0,3.0,90.0,51268.0,17267.0,366.0,628.0,219990.0,12.301337369755954,0
3.0,52,4,7,47,1114.0,486.0,4.0,38.0,2.0,164.0,69176.0,29047.0,596.0,1135.0,640000.0,13.369223455335854,0
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,72.0,47727.0,15239.0,298.0,854.0,279000.0,12.538967060803504,0
3.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,176.0,16919.0,38751.0,928.0,2315.0,1695000.0,14.343193298796686,2
1.0,106,2,17,27,1337.0,538.0,0.0,70.0,6.0,56.0,23057.0,22890.0,375.0,1502.0,280000.0,12.542544882151388,0
1.0,39,1,6,25,1211.0,556.0,3.0,62.0,5.0,62.0,25469.0,22440.0,459.0,1049.0,240000.0,12.388394202324127,0
3.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,104.0,29477.0,38751.0,928.0,2315.0,959000.0,13.773646353865574,2
1.0,98,4,16,1,693.0,220.0,2.0,32.0,7.0,72.0,36027.0,42678.0,228.0,505.0,430000.0,12.971540487669746,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,99.0,23501.0,27030.0,137.0,582.0,829000.0,13.627975434117433,2
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,88.0,8164.0,27030.0,137.0,582.0,859000.0,13.66352420096639,0
2.0,93,3,15,26,2470.0,917.0,3.0,11.0,6.0,149.0,20929.0,38751.0,928.0,2315.0,819000.0,13.615839362835207,0
2.0,105,3,17,19,1337.0,538.0,3.0,70.0,6.0,171.0,20570.0,22890.0,375.0,1502.0,825000.0,13.623138665316818,0
1.0,37,1,6,25,1211.0,556.0,3.0,62.0,5.0,99.0,50218.0,22440.0,459.0,1049.0,0.0,-inf,0
1.0,30,4,0,3,1208.0,259.0,1.0,43.0,7.0,37.0,18219.0,27030.0,137.0,582.0,320000.0,12.676076274775909,0
1.0,69,2,12,34,1504.0,552.0,1.0,44.0,3.0,58.0,30751.0,19768.0,381.0,828.0,261000.0,12.47227568630483,0
2.0,101,4,16,15,693.0,220.0,3.0,32.0,7.0,207.0,24466.0,42678.0,228.0,505.0,2195000.0,14.601692604491408,0
4.0,114,4,18,2,1930.0,905.0,4.0,21.0,9.0,135.0,19853.0,36934.0,1039.0,1910.0,680000.0,13.42984807715229,0
1.0,22,0,3,38,1495.0,491.0,3.0,77.0,2.0,65.0,17878.0,13481.0,267.0,689.0,195900.0,12.185359603932632,0
1.0,65,2,12,34,1504.0,552.0,1.0,44.0,3.0,65.0,28765.0,19768.0,381.0,828.0,269000.0,12.502466658583977,0
1.0,7,3,0,12,1208.0,259.0,1.0,43.0,7.0,41.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
4.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,247.0,17274.0,42678.0,228.0,505.0,0.0,-inf,0
3.0,52,4,7,47,1114.0,486.0,4.0,38.0,2.0,150.0,69176.0,29047.0,596.0,1135.0,409990.0,12.92388804813914,0
2.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,85.0,62840.0,22440.0,459.0,1049.0,256500.0,12.454883943592963,0
1.0,3,1,1,44,1223.0,523.0,2.0,82.0,3.0,66.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,90.0,29477.0,38751.0,928.0,2315.0,700000.0,13.458835614025542,2
3.0,64,2,10,30,180.0,92.0,4.0,23.0,1.0,148.0,13054.0,18214.0,72.0,52.0,479067.0,13.079595741350532,3
5.0,95,4,15,5,2470.0,917.0,4.0,11.0,6.0,182.0,20969.0,38751.0,928.0,2315.0,1495000.0,14.217636764806922,2
1.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,95.0,36027.0,42678.0,228.0,505.0,420000.0,12.948009990259552,0
5.0,92,4,15,0,2470.0,917.0,4.0,11.0,6.0,165.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,2
2.0,64,2,10,30,180.0,92.0,3.0,23.0,1.0,136.0,13054.0,18214.0,72.0,52.0,0.0,-inf,0
2.0,38,1,6,16,1211.0,556.0,3.0,62.0,5.0,113.0,62840.0,22440.0,459.0,1049.0,465000.0,13.049792684569493,0
1.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,45.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,101,4,16,15,693.0,220.0,3.0,32.0,7.0,174.0,24466.0,42678.0,228.0,505.0,825000.0,13.623138665316818,0
6.0,115,4,19,45,197.0,99.0,6.0,53.0,3.0,388.0,3421.0,28798.0,148.0,121.0,1435000.0,14.176675407175859,0
4.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,128.0,18219.0,27030.0,137.0,582.0,1079000.0,13.891545244240271,0
4.0,115,4,19,45,197.0,99.0,6.0,53.0,3.0,420.0,3421.0,28798.0,148.0,121.0,1320000.0,14.093142294562554,0
3.0,78,3,13,39,399.0,108.0,4.0,3.0,2.0,335.0,7626.0,27125.0,125.0,522.0,1190000.0,13.989463865087712,0
1.0,19,0,3,24,1495.0,491.0,3.0,77.0,2.0,61.0,22834.0,13481.0,267.0,689.0,111000.0,11.61728548029447,0
2.0,111,4,18,9,1930.0,905.0,3.0,21.0,9.0,95.0,24621.0,36934.0,1039.0,1910.0,820000.0,13.617059619240436,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,145.0,29477.0,38751.0,928.0,2315.0,1030000.0,13.84506936020582,0
1.0,9,1,2,18,1332.0,455.0,3.0,139.0,3.0,76.0,33883.0,15239.0,298.0,854.0,205000.0,12.230765258120545,0
2.0,31,1,5,28,752.0,321.0,3.0,19.0,9.0,146.0,8814.0,20091.0,237.0,309.0,404000.0,12.909170156943286,0
2.0,88,4,14,8,408.0,164.0,4.0,10.0,4.0,388.0,21492.0,33396.0,169.0,349.0,6200000.0,15.640059850015321,2
2.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,91.0,47727.0,15239.0,298.0,854.0,299000.0,12.608198852372823,0
3.0,109,3,18,14,1930.0,905.0,6.0,21.0,9.0,148.0,22959.0,36934.0,1039.0,1910.0,0.0,-inf,0
2.0,115,4,19,45,197.0,99.0,3.0,53.0,3.0,138.0,3421.0,28798.0,148.0,121.0,695000.0,13.451667124546928,0
1.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,72.0,46204.0,27030.0,137.0,582.0,308000.0,12.637855061955712,0
1.0,108,1,17,36,1337.0,538.0,2.0,70.0,6.0,38.0,25694.0,22890.0,375.0,1502.0,168500.0,12.034691028774553,0
2.0,8,1,2,18,1332.0,455.0,3.0,139.0,3.0,90.0,22721.0,15239.0,298.0,854.0,255000.0,12.449018824140563,1
