banos,cod_barrio,cod_barrio_group,cod_distrito,codigo_postal,comercio_serviciosminoristas,cultura_entretenimiento,dormitorios,hog_con_10,lineas_metro,m2_constr,num_personas,renta_bruta_media_por_persona,salud_bienestar_educacion,servicios_profesionales,target,target_log,tipo_inmueble
1.0,50,2,7,31,1114.0,486.0,2.0,38.0,2.0,76.0,52031.0,29047.0,596.0,1135.0,0.0,-inf,0
4.0,40,3,6,25,1211.0,556.0,3.0,62.0,5.0,474.0,20941.0,22440.0,459.0,1049.0,2600000.0,14.77102200299171,0
1.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,61.0,32783.0,27030.0,137.0,582.0,495000.0,13.112313041550827,0
4.0,91,4,15,0,2470.0,917.0,7.0,11.0,6.0,528.0,15444.0,38751.0,928.0,2315.0,7000000.0,15.761420707019587,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,120.0,31470.0,42678.0,228.0,505.0,950000.0,13.764217263576723,0
1.0,10,1,2,18,1332.0,455.0,2.0,139.0,3.0,120.56,40368.0,15239.0,298.0,854.0,317000.0,12.666657052859417,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,80.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
1.0,71,1,12,34,1504.0,552.0,3.0,44.0,3.0,68.0,29067.0,19768.0,381.0,828.0,195000.0,12.180754837545884,0
1.0,25,0,4,46,423.0,173.0,1.0,123.0,1.0,26.0,45104.0,13354.0,90.0,189.0,113000.0,11.635143097694478,0
1.0,6,0,1,41,1223.0,523.0,3.0,82.0,3.0,80.0,51268.0,17267.0,366.0,628.0,180000.0,12.100712129872347,0
2.0,13,0,2,23,1332.0,455.0,4.0,139.0,3.0,148.0,49151.0,15239.0,298.0,854.0,0.0,-inf,0
1.0,36,3,0,14,1208.0,259.0,0.0,43.0,7.0,35.0,32783.0,27030.0,137.0,582.0,249000.0,12.425208175446844,0
1.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,101.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,3,1,1,44,1223.0,523.0,2.0,82.0,3.0,101.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
1.0,39,1,6,25,1211.0,556.0,1.0,62.0,5.0,75.0,25469.0,22440.0,459.0,1049.0,185000.0,12.12811110406046,0
6.0,101,4,16,15,693.0,220.0,7.0,32.0,7.0,586.0,24466.0,42678.0,228.0,505.0,3950000.0,15.189226136877306,0
2.0,109,3,18,14,1930.0,905.0,4.0,21.0,9.0,192.0,22959.0,36934.0,1039.0,1910.0,851000.0,13.65416740755551,0
3.0,88,4,14,8,408.0,164.0,3.0,10.0,4.0,104.0,21492.0,33396.0,169.0,349.0,959000.0,13.773646353865574,2
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,97.0,24621.0,36934.0,1039.0,1910.0,0.0,-inf,0
4.0,111,4,18,9,1930.0,905.0,3.0,21.0,9.0,270.0,24621.0,36934.0,1039.0,1910.0,0.0,-inf,0
3.0,91,4,15,0,2470.0,917.0,3.0,11.0,6.0,256.0,15444.0,38751.0,928.0,2315.0,4350000.0,15.285686403064867,0
1.0,14,0,2,38,1332.0,455.0,2.0,139.0,3.0,63.0,31691.0,15239.0,298.0,854.0,0.0,-inf,4
3.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,350.0,16919.0,38751.0,928.0,2315.0,4500000.0,15.319587954740548,0
4.0,97,4,16,1,693.0,220.0,4.0,32.0,7.0,593.0,17274.0,42678.0,228.0,505.0,2490000.0,14.72779326844089,0
2.0,91,4,15,0,2470.0,917.0,3.0,11.0,6.0,140.0,15444.0,38751.0,928.0,2315.0,1790000.0,14.397726177816937,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,112.0,8164.0,27030.0,137.0,582.0,833000.0,13.63278892114898,0
2.0,15,2,0,11,1208.0,259.0,2.0,43.0,7.0,63.0,46204.0,27030.0,137.0,582.0,349000.0,12.762827201184564,0
5.0,91,4,15,0,2470.0,917.0,7.0,11.0,6.0,505.0,15444.0,38751.0,928.0,2315.0,2280000.0,14.639686000930624,2
2.0,44,4,6,25,1211.0,556.0,1.0,62.0,5.0,98.0,1622.0,22440.0,459.0,1049.0,780000.0,13.567049198665774,0
1.0,107,1,17,27,1337.0,538.0,1.0,70.0,6.0,45.0,26573.0,22890.0,375.0,1502.0,320000.0,12.676076274775909,0
1.0,11,0,2,23,1332.0,455.0,3.0,139.0,3.0,72.0,47727.0,15239.0,298.0,854.0,175000.0,12.072541252905651,0
2.0,62,1,10,30,180.0,92.0,3.0,23.0,1.0,107.0,17471.0,18214.0,72.0,52.0,259000.0,12.464583340681674,0
3.0,53,0,8,20,139.0,54.0,4.0,78.0,1.0,202.0,47817.0,13604.0,45.0,79.0,319999.0,12.676073149771026,0
1.0,27,0,4,17,423.0,173.0,3.0,123.0,1.0,65.0,43162.0,13354.0,90.0,189.0,189000.0,12.14950229404178,0
5.0,96,4,15,5,2470.0,917.0,5.0,11.0,6.0,378.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,2
2.0,36,3,0,14,1208.0,259.0,4.0,43.0,7.0,170.0,32783.0,27030.0,137.0,582.0,1060000.0,13.87377946608825,0
1.0,29,0,4,35,423.0,173.0,2.0,123.0,1.0,52.0,48720.0,13354.0,90.0,189.0,99000.0,11.502875129116727,0
1.0,15,2,0,11,1208.0,259.0,3.0,43.0,7.0,28.0,46204.0,27030.0,137.0,582.0,149000.0,11.911701584927597,0
1.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,105.0,23501.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,4,1,1,22,1223.0,523.0,3.0,82.0,3.0,84.0,19750.0,17267.0,366.0,628.0,275000.0,12.524526376648708,0
2.0,28,0,4,17,423.0,173.0,3.0,123.0,1.0,124.0,28741.0,13354.0,90.0,189.0,250000.0,12.429216196844385,0
2.0,48,4,7,47,1114.0,486.0,3.0,38.0,2.0,152.0,15041.0,29047.0,596.0,1135.0,1280000.0,14.0623706358958,2
4.0,92,4,15,0,2470.0,917.0,6.0,11.0,6.0,460.0,29477.0,38751.0,928.0,2315.0,3195000.0,14.977097645793771,0
2.0,25,0,4,46,423.0,173.0,3.0,123.0,1.0,60.0,45104.0,13354.0,90.0,189.0,0.0,-inf,3
1.0,26,0,4,17,423.0,173.0,3.0,123.0,1.0,57.0,40477.0,13354.0,90.0,189.0,160000.0,11.982929094215963,0
2.0,34,1,5,28,752.0,321.0,4.0,19.0,9.0,83.0,17333.0,20091.0,237.0,309.0,354000.0,12.777052192115912,0
5.0,128,4,20,21,532.0,207.0,5.0,26.0,6.0,800.0,27445.0,36592.0,235.0,347.0,4500000.0,15.319587954740548,0
1.0,30,4,0,3,1208.0,259.0,1.0,43.0,7.0,72.0,18219.0,27030.0,137.0,582.0,920000.0,13.732128949025222,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,149.0,16919.0,38751.0,928.0,2315.0,1359000.0,14.122259693133282,0
1.0,25,0,4,46,423.0,173.0,1.0,123.0,1.0,106.0,45104.0,13354.0,90.0,189.0,109500.0,11.603679828238691,0
2.0,111,4,18,9,1930.0,905.0,4.0,21.0,9.0,270.0,24621.0,36934.0,1039.0,1910.0,2395000.0,14.688893788827151,0
1.0,37,1,6,25,1211.0,556.0,2.0,62.0,5.0,83.0,50218.0,22440.0,459.0,1049.0,0.0,-inf,3
1.0,40,3,6,25,1211.0,556.0,1.0,62.0,5.0,67.0,20941.0,22440.0,459.0,1049.0,260000.0,12.468436909997665,0
1.0,45,3,6,25,1211.0,556.0,2.0,62.0,5.0,80.0,21914.0,22440.0,459.0,1049.0,315000.0,12.66032791780777,0
2.0,14,0,2,38,1332.0,455.0,3.0,139.0,3.0,75.0,31691.0,15239.0,298.0,854.0,215000.0,12.2783933071098,0
4.0,46,3,0,12,1208.0,259.0,4.0,43.0,7.0,193.0,8164.0,27030.0,137.0,582.0,1299000.0,14.077105295652737,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,101.0,8164.0,27030.0,137.0,582.0,0.0,-inf,0
1.0,103,2,17,36,1337.0,538.0,3.0,70.0,6.0,48.0,29355.0,22890.0,375.0,1502.0,0.0,-inf,0
3.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,244.0,16919.0,38751.0,928.0,2315.0,0.0,-inf,2
3.0,95,4,15,5,2470.0,917.0,4.0,11.0,6.0,225.0,20969.0,38751.0,928.0,2315.0,0.0,-inf,2
2.0,18,0,3,38,1495.0,491.0,3.0,77.0,2.0,137.0,23598.0,13481.0,267.0,689.0,290000.0,12.577636201962656,0
2.0,86,2,14,6,408.0,164.0,4.0,10.0,4.0,108.0,18832.0,33396.0,169.0,349.0,499000.0,13.120361374733655,0
1.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,64.0,10816.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,115,4,19,45,197.0,99.0,4.0,53.0,3.0,158.0,3421.0,28798.0,148.0,121.0,840000.0,13.641157170819497,0
1.0,61,1,10,30,180.0,92.0,3.0,23.0,1.0,96.0,35519.0,18214.0,72.0,52.0,189000.0,12.14950229404178,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,91.0,16919.0,38751.0,928.0,2315.0,1359000.0,14.122259693133282,2
2.0,60,2,9,29,0.0,0.0,2.0,27.0,1.0,104.0,53208.0,17346.0,0.0,0.0,299990.0,12.611504419749437,0
1.0,29,0,4,35,423.0,173.0,3.0,123.0,1.0,106.0,48720.0,13354.0,90.0,189.0,169000.0,12.037653993905211,0
2.0,25,0,4,46,423.0,173.0,1.0,123.0,1.0,30.0,45104.0,13354.0,90.0,189.0,115000.0,11.652687407345386,0
1.0,3,1,1,44,1223.0,523.0,2.0,82.0,3.0,69.0,66588.0,17267.0,366.0,628.0,0.0,-inf,0
3.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,86.0,15444.0,38751.0,928.0,2315.0,990000.0,13.805460222110773,0
2.0,98,4,16,1,693.0,220.0,4.0,32.0,7.0,120.0,36027.0,42678.0,228.0,505.0,0.0,-inf,3
1.0,15,2,0,11,1208.0,259.0,0.0,43.0,7.0,20.0,46204.0,27030.0,137.0,582.0,148000.0,11.904967552746252,0
1.0,51,1,7,31,1114.0,486.0,2.0,38.0,2.0,72.0,15435.0,29047.0,596.0,1135.0,239000.0,12.384218830913648,0
1.0,111,4,18,9,1930.0,905.0,1.0,21.0,9.0,36.0,24621.0,36934.0,1039.0,1910.0,245000.0,12.409013489526865,0
1.0,17,2,3,38,1495.0,491.0,3.0,77.0,2.0,75.0,14390.0,13481.0,267.0,689.0,178000.0,12.089538829274224,0
2.0,103,2,17,36,1337.0,538.0,3.0,70.0,6.0,79.0,29355.0,22890.0,375.0,1502.0,336000.0,12.724866438945341,0
3.0,25,0,4,46,423.0,173.0,3.0,123.0,1.0,153.0,45104.0,13354.0,90.0,189.0,0.0,-inf,0
2.0,23,4,0,13,1208.0,259.0,3.0,43.0,7.0,115.0,10816.0,27030.0,137.0,582.0,699000.0,13.457406021215947,0
3.0,124,4,20,37,532.0,207.0,4.0,26.0,6.0,207.0,16364.0,36592.0,235.0,347.0,1095000.0,13.906264921232738,2
2.0,88,4,3,38,1495.0,491.0,4.0,77.0,2.0,140.0,21492.0,13481.0,267.0,689.0,1350000.0,14.115615150414612,0
1.0,25,0,4,46,423.0,173.0,2.0,123.0,1.0,46.0,45104.0,13354.0,90.0,189.0,75000.0,11.225243392518449,0
2.0,27,0,4,17,423.0,173.0,3.0,123.0,1.0,130.0,43162.0,13354.0,90.0,189.0,385000.0,12.86099861326992,0
2.0,0,1,1,44,1223.0,523.0,1.0,82.0,3.0,46.0,17903.0,17267.0,366.0,628.0,139900.0,11.848683160653573,1
1.0,66,0,12,34,1504.0,552.0,3.0,44.0,3.0,59.0,9555.0,19768.0,381.0,828.0,128000.0,11.759785542901755,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,117.0,32783.0,27030.0,137.0,582.0,889000.0,13.697852514496041,0
1.0,50,2,7,31,1114.0,486.0,3.0,38.0,2.0,84.0,52031.0,29047.0,596.0,1135.0,229000.0,12.341477282536376,0
3.0,97,4,16,1,693.0,220.0,3.0,32.0,7.0,162.0,17274.0,42678.0,228.0,505.0,1649000.0,14.315679601541737,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,128.0,31470.0,42678.0,228.0,505.0,950000.0,13.764217263576723,2
1.0,15,2,0,11,1208.0,259.0,2.0,43.0,7.0,32.0,46204.0,27030.0,137.0,582.0,200000.0,12.206072645530172,0
2.0,6,0,1,41,1223.0,523.0,4.0,82.0,3.0,156.0,51268.0,17267.0,366.0,628.0,469990.0,13.060466696864147,0
3.0,100,4,16,15,693.0,220.0,3.0,32.0,7.0,152.0,31470.0,42678.0,228.0,505.0,1349000.0,14.114874135189893,2
2.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,104.0,32783.0,27030.0,137.0,582.0,830000.0,13.629180979772782,0
5.0,96,4,15,5,2470.0,917.0,3.0,11.0,6.0,162.0,16919.0,38751.0,928.0,2315.0,1649000.0,14.315679601541737,2
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,87.0,16919.0,38751.0,928.0,2315.0,879000.0,13.686540176667314,0
2.0,51,1,7,31,1114.0,486.0,4.0,38.0,2.0,120.0,15435.0,29047.0,596.0,1135.0,0.0,-inf,0
1.0,93,3,15,26,2470.0,917.0,2.0,11.0,6.0,75.0,20929.0,38751.0,928.0,2315.0,390000.0,12.873902018105829,0
1.0,59,0,9,29,0.0,0.0,2.0,27.0,1.0,48.0,23876.0,17346.0,0.0,0.0,142500.0,11.867097278690842,0
1.0,29,0,4,35,423.0,173.0,1.0,123.0,1.0,45.0,48720.0,13354.0,90.0,189.0,218000.0,12.292250341771226,0
2.0,92,4,15,0,2470.0,917.0,3.0,11.0,6.0,98.0,29477.0,38751.0,928.0,2315.0,620000.0,13.337474757021274,0
1.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,52.0,8164.0,27030.0,137.0,582.0,255000.0,12.449018824140563,0
2.0,60,2,9,29,0.0,0.0,2.0,27.0,1.0,133.0,53208.0,17346.0,0.0,0.0,0.0,-inf,0
2.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,86.0,36027.0,42678.0,228.0,505.0,0.0,-inf,0
5.0,91,4,15,0,2470.0,917.0,3.0,11.0,6.0,148.0,15444.0,38751.0,928.0,2315.0,2650000.0,14.790070197962404,2
2.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,135.0,10816.0,27030.0,137.0,582.0,1700000.0,14.346138809026444,0
2.0,98,4,16,1,693.0,220.0,3.0,32.0,7.0,72.0,36027.0,42678.0,228.0,505.0,397000.0,12.891691559669326,0
5.0,91,4,15,0,2470.0,917.0,3.0,11.0,6.0,323.0,15444.0,38751.0,928.0,2315.0,5850000.0,15.58195221920804,2
2.0,108,1,17,36,1337.0,538.0,1.0,70.0,6.0,35.0,25694.0,22890.0,375.0,1502.0,0.0,-inf,1
2.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,76.0,15444.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,79.0,15444.0,38751.0,928.0,2315.0,1119000.0,13.927945987294063,2
1.0,11,0,2,23,1332.0,455.0,0.0,139.0,3.0,43.0,47727.0,15239.0,298.0,854.0,135000.0,11.813030057420566,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,87.0,16919.0,38751.0,928.0,2315.0,879000.0,13.686540176667314,0
1.0,1,1,1,10,1223.0,523.0,3.0,82.0,3.0,77.0,43292.0,17267.0,366.0,628.0,185000.0,12.12811110406046,0
1.0,115,4,19,45,197.0,99.0,2.0,53.0,3.0,56.0,3421.0,28798.0,148.0,121.0,0.0,-inf,0
2.0,61,1,10,30,180.0,92.0,3.0,23.0,1.0,160.0,35519.0,18214.0,72.0,52.0,0.0,-inf,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,104.0,20969.0,38751.0,928.0,2315.0,1290000.0,14.070152776337855,0
2.0,81,2,11,42,1151.0,454.0,2.0,17.0,4.0,109.0,19468.0,27431.0,494.0,969.0,470000.0,13.060487973686241,0
2.0,79,2,11,4,1151.0,454.0,4.0,17.0,4.0,137.0,36069.0,27431.0,494.0,969.0,0.0,-inf,0
2.0,95,4,15,5,2470.0,917.0,2.0,11.0,6.0,96.0,20969.0,38751.0,928.0,2315.0,850000.0,13.652991628466498,0
1.0,81,2,11,42,1151.0,454.0,1.0,17.0,4.0,61.0,19468.0,27431.0,494.0,969.0,410415.0,12.924924121878375,0
1.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,51.0,29477.0,38751.0,928.0,2315.0,325000.0,12.691580461311874,0
1.0,6,0,1,41,1223.0,523.0,3.0,82.0,3.0,79.0,51268.0,17267.0,366.0,628.0,195000.0,12.180754837545884,0
5.0,48,4,7,47,1114.0,486.0,5.0,38.0,2.0,890.0,15041.0,29047.0,596.0,1135.0,3500000.0,15.068273526459642,2
1.0,26,0,4,17,423.0,173.0,2.0,123.0,1.0,51.0,40477.0,13354.0,90.0,189.0,133000.0,11.79810440720389,0
4.0,71,1,12,34,1504.0,552.0,7.0,44.0,3.0,390.0,29067.0,19768.0,381.0,828.0,1850000.0,14.430696197054507,0
2.0,81,2,11,42,1151.0,454.0,1.0,17.0,4.0,54.0,19468.0,27431.0,494.0,969.0,0.0,-inf,0
1.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,78.0,8164.0,27030.0,137.0,582.0,301000.0,12.614865543731014,0
1.0,59,0,9,29,0.0,0.0,1.0,27.0,1.0,50.0,23876.0,17346.0,0.0,0.0,165000.0,12.013700752882718,0
1.0,54,0,8,20,139.0,54.0,3.0,78.0,1.0,81.0,17270.0,13604.0,45.0,79.0,0.0,-inf,0
2.0,107,1,17,27,1337.0,538.0,3.0,70.0,6.0,90.0,26573.0,22890.0,375.0,1502.0,319900.0,12.67576372593761,0
5.0,112,4,18,9,1930.0,905.0,4.0,21.0,9.0,309.0,19418.0,36934.0,1039.0,1910.0,3700000.0,15.123843377614453,0
1.0,109,3,18,14,1930.0,905.0,1.0,21.0,9.0,29.0,22959.0,36934.0,1039.0,1910.0,250000.0,12.429216196844385,0
2.0,90,3,14,8,408.0,164.0,4.0,10.0,4.0,111.0,15093.0,33396.0,169.0,349.0,530000.0,13.180632285528304,0
2.0,38,1,6,16,1211.0,556.0,2.0,62.0,5.0,84.0,62840.0,22440.0,459.0,1049.0,410000.0,12.92391243868049,0
1.0,30,4,0,3,1208.0,259.0,3.0,43.0,7.0,91.0,18219.0,27030.0,137.0,582.0,0.0,-inf,0
2.0,52,4,7,47,1114.0,486.0,3.0,38.0,2.0,118.0,69176.0,29047.0,596.0,1135.0,490000.0,13.10216067008681,0
1.0,71,1,12,34,1504.0,552.0,3.0,44.0,3.0,69.0,29067.0,19768.0,381.0,828.0,190000.0,12.154779351142622,0
2.0,123,3,20,7,532.0,207.0,2.0,26.0,6.0,97.0,24497.0,36592.0,235.0,347.0,799000.0,13.591116224748411,0
5.0,116,4,19,33,197.0,99.0,6.0,53.0,3.0,755.0,3410.0,28798.0,148.0,121.0,2990000.0,14.910783945366868,2
2.0,91,4,15,0,2470.0,917.0,3.0,11.0,6.0,163.0,15444.0,38751.0,928.0,2315.0,1370000.0,14.130321297804308,0
1.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,80.0,32783.0,27030.0,137.0,582.0,548000.0,13.214030565930154,0
2.0,38,1,6,16,1211.0,556.0,2.0,62.0,5.0,92.0,62840.0,22440.0,459.0,1049.0,365500.0,12.80902155817197,0
3.0,30,4,0,3,1208.0,259.0,2.0,43.0,7.0,133.0,18219.0,27030.0,137.0,582.0,875000.0,13.681979165339751,0
1.0,18,0,3,38,1495.0,491.0,2.0,77.0,2.0,66.0,23598.0,13481.0,267.0,689.0,164000.0,12.007621706806336,0
1.0,50,2,7,31,1114.0,486.0,1.0,38.0,2.0,30.0,52031.0,29047.0,596.0,1135.0,0.0,-inf,0
1.0,104,3,17,19,1337.0,538.0,2.0,70.0,6.0,50.0,34753.0,22890.0,375.0,1502.0,200000.0,12.206072645530172,0
1.0,82,2,11,42,1151.0,454.0,2.0,17.0,4.0,42.0,28575.0,27431.0,494.0,969.0,249000.0,12.425208175446844,0
1.0,15,2,0,11,1208.0,259.0,1.0,43.0,7.0,58.0,46204.0,27030.0,137.0,582.0,310000.0,12.644327576461329,0
1.0,76,1,13,39,399.0,108.0,3.0,3.0,2.0,83.0,7384.0,27125.0,125.0,522.0,285000.0,12.560244459250788,0
1.0,27,0,4,17,423.0,173.0,2.0,123.0,1.0,62.0,43162.0,13354.0,90.0,189.0,142000.0,11.863582336583399,0
2.0,64,2,10,30,180.0,92.0,3.0,23.0,1.0,110.0,13054.0,18214.0,72.0,52.0,340000.0,12.736700896592344,0
2.0,30,4,0,3,1208.0,259.0,4.0,43.0,7.0,125.0,18219.0,27030.0,137.0,582.0,840000.0,13.641157170819497,0
2.0,111,4,18,9,1930.0,905.0,2.0,21.0,9.0,127.0,24621.0,36934.0,1039.0,1910.0,850000.0,13.652991628466498,0
2.0,46,3,0,12,1208.0,259.0,2.0,43.0,7.0,107.0,8164.0,27030.0,137.0,582.0,191600.0,12.163165144518898,0
2.0,110,3,18,14,1930.0,905.0,4.0,21.0,9.0,182.0,24190.0,36934.0,1039.0,1910.0,999000.0,13.81451005763069,0
1.0,23,4,0,13,1208.0,259.0,2.0,43.0,7.0,79.0,10816.0,27030.0,137.0,582.0,520000.0,13.16158409055761,4
1.0,9,1,2,18,1332.0,455.0,1.0,139.0,3.0,39.0,33883.0,15239.0,298.0,854.0,144000.0,11.877568578558138,0
1.0,25,0,4,46,423.0,173.0,1.0,123.0,1.0,23.0,45104.0,13354.0,90.0,189.0,95500.0,11.466881526468821,0
1.0,97,4,16,1,693.0,220.0,1.0,32.0,7.0,45.0,17274.0,42678.0,228.0,505.0,320000.0,12.676076274775909,0
5.0,123,3,20,7,532.0,207.0,8.0,26.0,6.0,285.0,24497.0,36592.0,235.0,347.0,0.0,-inf,2
2.0,33,1,5,28,752.0,321.0,3.0,19.0,9.0,93.0,17323.0,20091.0,237.0,309.0,0.0,-inf,0
2.0,7,3,0,12,1208.0,259.0,2.0,43.0,7.0,93.0,23501.0,27030.0,137.0,582.0,749000.0,13.526494262499357,0
4.0,95,4,15,5,2470.0,917.0,3.0,11.0,6.0,160.0,20969.0,38751.0,928.0,2315.0,0.0,-inf,0
4.0,105,3,17,19,1337.0,538.0,3.0,70.0,6.0,152.0,20570.0,22890.0,375.0,1502.0,1349000.0,14.114874135189893,0
1.0,99,3,16,1,693.0,220.0,3.0,32.0,7.0,80.0,18513.0,42678.0,228.0,505.0,350000.0,12.765688433465597,0
2.0,93,3,15,26,2470.0,917.0,3.0,11.0,6.0,90.0,20929.0,38751.0,928.0,2315.0,450000.0,13.017002861746503,0
3.0,1,1,1,10,1223.0,523.0,6.0,82.0,3.0,140.0,43292.0,17267.0,366.0,628.0,335000.0,12.721885810807205,0
3.0,50,2,7,31,1114.0,486.0,4.0,38.0,2.0,217.0,52031.0,29047.0,596.0,1135.0,1340000.0,14.108180171927096,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,72.0,66588.0,17267.0,366.0,628.0,220000.0,12.301382825334498,0
1.0,18,0,3,38,1495.0,491.0,3.0,77.0,2.0,63.0,23598.0,13481.0,267.0,689.0,144000.0,11.877568578558138,0
1.0,1,1,1,10,1223.0,523.0,3.0,82.0,3.0,65.0,43292.0,17267.0,366.0,628.0,210000.0,12.254862809699606,0
1.0,12,0,2,23,1332.0,455.0,2.0,139.0,3.0,70.0,36798.0,15239.0,298.0,854.0,198500.0,12.198544379109382,0
5.0,48,4,7,47,1114.0,486.0,8.0,38.0,2.0,1150.0,15041.0,29047.0,596.0,1135.0,5500000.0,15.520258650202699,2
1.0,36,3,0,14,1208.0,259.0,2.0,43.0,7.0,65.0,32783.0,27030.0,137.0,582.0,549000.0,13.215853720491667,0
2.0,14,0,2,38,1332.0,455.0,3.0,139.0,3.0,103.0,31691.0,15239.0,298.0,854.0,330000.0,12.706847933442663,0
1.0,36,3,0,14,1208.0,259.0,1.0,43.0,7.0,30.0,32783.0,27030.0,137.0,582.0,249000.0,12.425208175446844,0
2.0,106,2,17,27,1337.0,538.0,4.0,70.0,6.0,165.0,23057.0,22890.0,375.0,1502.0,0.0,-inf,0
2.0,114,4,18,2,1930.0,905.0,2.0,21.0,9.0,130.0,19853.0,36934.0,1039.0,1910.0,970000.0,13.785051350479566,2
1.0,73,2,11,4,1151.0,454.0,1.0,17.0,4.0,63.0,22385.0,27431.0,494.0,969.0,375000.0,12.834681304952548,0
3.0,36,3,0,14,1208.0,259.0,3.0,43.0,7.0,87.0,32783.0,27030.0,137.0,582.0,0.0,-inf,2
2.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,76.0,29477.0,38751.0,928.0,2315.0,0.0,-inf,0
2.0,83,2,11,42,1151.0,454.0,3.0,17.0,4.0,95.0,25097.0,27431.0,494.0,969.0,460000.0,13.038981768465277,0
1.0,126,4,20,21,532.0,207.0,1.0,26.0,6.0,69.0,7156.0,36592.0,235.0,347.0,370167.0,12.821709534143375,0
1.0,71,1,12,34,1504.0,552.0,2.0,44.0,3.0,53.0,29067.0,19768.0,381.0,828.0,115000.0,11.652687407345386,0
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,83.0,16919.0,38751.0,928.0,2315.0,849000.0,13.651814465293484,2
2.0,96,4,15,5,2470.0,917.0,2.0,11.0,6.0,135.0,16919.0,38751.0,928.0,2315.0,1329000.0,14.099937337695383,0
3.0,92,4,15,0,2470.0,917.0,2.0,11.0,6.0,130.0,29477.0,38751.0,928.0,2315.0,1220000.0,14.01436141670944,2
2.0,37,1,6,25,1211.0,556.0,4.0,62.0,5.0,100.0,50218.0,22440.0,459.0,1049.0,379900.0,12.847663339175716,0
1.0,25,0,4,46,423.0,173.0,1.0,123.0,1.0,137.0,45104.0,13354.0,90.0,189.0,247000.0,12.417143615610113,0
2.0,45,3,6,25,1211.0,556.0,3.0,62.0,5.0,144.0,21914.0,22440.0,459.0,1049.0,715000.0,13.480037821676143,0
1.0,3,1,1,44,1223.0,523.0,3.0,82.0,3.0,73.0,66588.0,17267.0,366.0,628.0,190000.0,12.154779351142622,0
4.0,96,4,15,5,2470.0,917.0,4.0,11.0,6.0,271.0,16919.0,38751.0,928.0,2315.0,2469000.0,14.719323768327316,0
2.0,12,0,2,23,1332.0,455.0,4.0,139.0,3.0,148.0,36798.0,15239.0,298.0,854.0,260000.0,12.468436909997665,1
1.0,26,0,4,17,423.0,173.0,3.0,123.0,1.0,55.0,40477.0,13354.0,90.0,189.0,135000.0,11.813030057420566,0
5.0,72,3,12,34,1504.0,552.0,6.0,44.0,3.0,370.0,11202.0,19768.0,381.0,828.0,1550000.0,14.25376548889543,2
1.0,19,0,3,24,1495.0,491.0,3.0,77.0,2.0,65.0,22834.0,13481.0,267.0,689.0,145000.0,11.884489021402711,0
3.0,109,3,18,14,1930.0,905.0,4.0,21.0,9.0,243.0,22959.0,36934.0,1039.0,1910.0,1160000.0,13.963930563082547,0
2.0,91,4,15,0,2470.0,917.0,2.0,11.0,6.0,105.0,15444.0,38751.0,928.0,2315.0,1090000.0,13.901688254205327,0
1.0,81,2,11,42,1151.0,454.0,2.0,17.0,4.0,97.0,19468.0,27431.0,494.0,969.0,470000.0,13.060487973686241,0
