distrito,tipo_area_verde,area_m2,cod_distrito
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,5140.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1349.26,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1890.33,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,3459.36,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,3434.18,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,3498.24,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,194436.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,2065.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,581.4,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,785.3,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,709.18,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,768.33,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,644.78,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,5341.69,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,8611.39,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1630.4,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,4206.72,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1040.13,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,5352.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,2550.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,2070.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,3195.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,2040.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,2418.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,494.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,922.53,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1235.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1220.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,155.28,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,405.72,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,5184.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,33994.64,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1366.15,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,925.72,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,4423.88,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,4479.94,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,37899.84,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,3039.85,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1474.0,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,5528.85,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,1671.4,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,67179.54,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,997.78,13
PUENTE DE VALLECAS,Parques Y Jardines                                                                                  ,9864.61,13
MORATALAZ,Zonas Forestales                                                                                    ,42300.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,54824.84,14
MORATALAZ,Parques Y Jardines                                                                                  ,30620.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,42000.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,47200.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,19000.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,30500.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,2250.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,490.65,14
MORATALAZ,Parques Y Jardines                                                                                  ,357.2,14
MORATALAZ,Parques Y Jardines                                                                                  ,1230.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,4569.52,14
MORATALAZ,Parques Y Jardines                                                                                  ,3890.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,156.8,14
MORATALAZ,Parques Y Jardines                                                                                  ,6267.2,14
MORATALAZ,Parques Y Jardines                                                                                  ,3087.54,14
MORATALAZ,Parques Y Jardines                                                                                  ,982.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,235.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,3910.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,21277.5,14
MORATALAZ,Parques Y Jardines                                                                                  ,7409.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,26957.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,8318.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,4495.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,3799.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,2648.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,1720.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,28261.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,2227.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,6526.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,34622.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,44050.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,225.0,14
MORATALAZ,Parques Y Jardines                                                                                  ,230.0,14
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1838.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,25000.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,2080.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,892.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,122000.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,198620.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,68550.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,21909.82,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1996.99,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,11679.51,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,6543.75,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,6328.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,9304.38,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,2860.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,789.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1906.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,28093.86,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,12740.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1973.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,4990.37,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,10635.59,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1199.23,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,318.92,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,5758.35,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,2332.8,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,1477.58,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,9034.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,2354.0,15
CIUDAD LINEAL,Parques Y Jardines                                                                                  ,9500.0,15
HORTALEZA,Parques Y Jardines                                                                                  ,76716.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,20274.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,139977.75,16
HORTALEZA,Parques Y Jardines                                                                                  ,1367.89,16
HORTALEZA,Parques Y Jardines                                                                                  ,3533.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,840.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2500.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3600.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2175.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,12835.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2.58,16
HORTALEZA,Parques Y Jardines                                                                                  ,10998.18,16
HORTALEZA,Parques Y Jardines                                                                                  ,34874.49,16
HORTALEZA,Parques Y Jardines                                                                                  ,14129.29,16
HORTALEZA,Parques Y Jardines                                                                                  ,36007.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,50013.69,16
HORTALEZA,Parques Y Jardines                                                                                  ,11549.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2091.4,16
HORTALEZA,Parques Y Jardines                                                                                  ,800.13,16
HORTALEZA,Parques Y Jardines                                                                                  ,18771.65,16
HORTALEZA,Parques Y Jardines                                                                                  ,4049.8,16
HORTALEZA,Parques Y Jardines                                                                                  ,10263.54,16
HORTALEZA,Parques Y Jardines                                                                                  ,28752.77,16
HORTALEZA,Parques Y Jardines                                                                                  ,19968.46,16
HORTALEZA,Parques Y Jardines                                                                                  ,3482.53,16
HORTALEZA,Parques Y Jardines                                                                                  ,6896.03,16
HORTALEZA,Parques Y Jardines                                                                                  ,7676.1,16
HORTALEZA,Parques Y Jardines                                                                                  ,6086.72,16
HORTALEZA,Parques Y Jardines                                                                                  ,4834.4,16
HORTALEZA,Parques Y Jardines                                                                                  ,21070.95,16
HORTALEZA,Parques Y Jardines                                                                                  ,199242.94,16
HORTALEZA,Parques Y Jardines                                                                                  ,45593.75,16
HORTALEZA,Parques Y Jardines                                                                                  ,27535.81,16
HORTALEZA,Parques Y Jardines                                                                                  ,16489.13,16
HORTALEZA,Parques Y Jardines                                                                                  ,821.72,16
HORTALEZA,Parques Y Jardines                                                                                  ,14083.77,16
HORTALEZA,Parques Y Jardines                                                                                  ,11634.94,16
HORTALEZA,Parques Y Jardines                                                                                  ,6389.9,16
HORTALEZA,Parques Y Jardines                                                                                  ,28781.73,16
HORTALEZA,Parques Y Jardines                                                                                  ,3621.7,16
HORTALEZA,Parques Y Jardines                                                                                  ,4233.44,16
HORTALEZA,Parques Y Jardines                                                                                  ,4049.76,16
HORTALEZA,Parques Y Jardines                                                                                  ,60449.01,16
HORTALEZA,Parques Y Jardines                                                                                  ,1542.75,16
HORTALEZA,Parques Y Jardines                                                                                  ,7161.25,16
HORTALEZA,Parques Y Jardines                                                                                  ,9198.61,16
HORTALEZA,Parques Y Jardines                                                                                  ,2210.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2295.62,16
HORTALEZA,Parques Y Jardines                                                                                  ,13025.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,25472.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2999.34,16
HORTALEZA,Parques Y Jardines                                                                                  ,2548.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1613.63,16
HORTALEZA,Parques Y Jardines                                                                                  ,1614.77,16
HORTALEZA,Parques Y Jardines                                                                                  ,918.63,16
HORTALEZA,Parques Y Jardines                                                                                  ,1167.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1200.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,59331.52,16
HORTALEZA,Parques Y Jardines                                                                                  ,2645.16,16
HORTALEZA,Parques Y Jardines                                                                                  ,468.5,16
HORTALEZA,Parques Y Jardines                                                                                  ,981.12,16
HORTALEZA,Parques Y Jardines                                                                                  ,132.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,125.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,780.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1029.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3127.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,5936.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2113.94,16
HORTALEZA,Parques Y Jardines                                                                                  ,18963.51,16
HORTALEZA,Parques Y Jardines                                                                                  ,1210.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,43395.66,16
HORTALEZA,Parques Y Jardines                                                                                  ,6538.99,16
HORTALEZA,Parques Y Jardines                                                                                  ,6900.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,20178.28,16
HORTALEZA,Parques Y Jardines                                                                                  ,4688.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1977.5,16
HORTALEZA,Parques Y Jardines                                                                                  ,2066.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3856.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,4756.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1926.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2880.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1669.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3136.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1556.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2015.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1173.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1173.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,4170.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3100.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,20857.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1880.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,7200.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3160.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,4676.73,16
HORTALEZA,Parques Y Jardines                                                                                  ,3621.28,16
HORTALEZA,Parques Y Jardines                                                                                  ,21972.23,16
HORTALEZA,Parques Y Jardines                                                                                  ,13387.87,16
HORTALEZA,Parques Y Jardines                                                                                  ,2752.8,16
HORTALEZA,Parques Y Jardines                                                                                  ,5707.33,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2378.59,16
HORTALEZA,Parques Y Jardines                                                                                  ,3119.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,24327.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,17379.38,16
HORTALEZA,Parques Y Jardines                                                                                  ,8235.01,16
HORTALEZA,Parques Y Jardines                                                                                  ,7515.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,5667.69,16
HORTALEZA,Parques Y Jardines                                                                                  ,6048.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,6031.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,5536.13,16
HORTALEZA,Parques Y Jardines                                                                                  ,5319.91,16
HORTALEZA,Parques Y Jardines                                                                                  ,4988.77,16
HORTALEZA,Parques Y Jardines                                                                                  ,3629.84,16
HORTALEZA,Parques Y Jardines                                                                                  ,3604.87,16
HORTALEZA,Parques Y Jardines                                                                                  ,3437.07,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3435.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,6342.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,6051.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3085.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3096.29,16
HORTALEZA,Parques Y Jardines                                                                                  ,2657.23,16
HORTALEZA,Parques Y Jardines                                                                                  ,2160.22,16
HORTALEZA,Parques Y Jardines                                                                                  ,2160.02,16
HORTALEZA,Parques Y Jardines                                                                                  ,2160.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2160.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2125.2,16
HORTALEZA,Parques Y Jardines                                                                                  ,1959.2,16
HORTALEZA,Parques Y Jardines                                                                                  ,1455.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1500.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1500.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1455.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2023.76,16
HORTALEZA,Parques Y Jardines                                                                                  ,9290.97,16
HORTALEZA,Parques Y Jardines                                                                                  ,43904.6,16
HORTALEZA,Parques Y Jardines                                                                                  ,3570.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3570.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,87949.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,840.6,16
HORTALEZA,Parques Y Jardines                                                                                  ,755.41,16
HORTALEZA,Parques Y Jardines                                                                                  ,477.87,16
HORTALEZA,Parques Y Jardines                                                                                  ,19228.8,16
HORTALEZA,Parques Y Jardines                                                                                  ,4594.81,16
HORTALEZA,Parques Y Jardines                                                                                  ,14335.96,16
HORTALEZA,Parques Y Jardines                                                                                  ,5027.25,16
HORTALEZA,Parques Y Jardines                                                                                  ,3267.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3480.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2160.81,16
HORTALEZA,Parques Y Jardines                                                                                  ,2115.02,16
HORTALEZA,Parques Y Jardines                                                                                  ,857.76,16
HORTALEZA,Parques Y Jardines                                                                                  ,678.05,16
HORTALEZA,Parques Y Jardines                                                                                  ,4604.45,16
HORTALEZA,Parques Y Jardines                                                                                  ,1271.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1803.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1803.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,835.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,835.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2026.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,1910.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3320.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,2060.0,16
HORTALEZA,Parques Y Jardines                                                                                  ,3455.13,16
VILLAVERDE,Parques Y Jardines                                                                                  ,34850.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,11100.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,198382.81,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4393.5,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1122.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1565.5,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1811.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,728.84,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1847.5,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4455.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,9970.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2195.79,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1931.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1931.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1159.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1509.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1000.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2180.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1931.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1581.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1519.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,29862.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1018.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,20038.39,17
VILLAVERDE,Parques Y Jardines                                                                                  ,405.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,7686.78,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3778.52,17
VILLAVERDE,Parques Y Jardines                                                                                  ,10230.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2916.47,17
VILLAVERDE,Parques Y Jardines                                                                                  ,8409.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4762.7,17
VILLAVERDE,Parques Y Jardines                                                                                  ,20000.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1931.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1000.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4932.61,17
VILLAVERDE,Parques Y Jardines                                                                                  ,16193.12,17
VILLAVERDE,Parques Y Jardines                                                                                  ,14253.01,17
VILLAVERDE,Parques Y Jardines                                                                                  ,8889.4,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3136.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1406.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,919.13,17
VILLAVERDE,Parques Y Jardines                                                                                  ,260.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,22947.63,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4900.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,561.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1733.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1822.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,7302.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1362.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3076.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,5370.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3474.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4516.45,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3187.45,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4920.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4906.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4920.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,5387.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,6679.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,5474.13,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1335.33,17
VILLAVERDE,Parques Y Jardines                                                                                  ,3102.07,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2716.41,17
VILLAVERDE,Parques Y Jardines                                                                                  ,29920.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,15533.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2870.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,36791.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,769.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1102.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4431.97,17
VILLAVERDE,Parques Y Jardines                                                                                  ,14036.46,17
VILLAVERDE,Parques Y Jardines                                                                                  ,9257.71,17
VILLAVERDE,Parques Y Jardines                                                                                  ,14014.89,17
VILLAVERDE,Parques Y Jardines                                                                                  ,7065.67,17
VILLAVERDE,Parques Y Jardines                                                                                  ,12867.33,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1316.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,2062.28,17
VILLAVERDE,Parques Y Jardines                                                                                  ,4256.25,17
VILLAVERDE,Parques Y Jardines                                                                                  ,513.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,430.39,17
VILLAVERDE,Parques Y Jardines                                                                                  ,795.48,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1261.6,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1195.0,17
VILLAVERDE,Parques Y Jardines                                                                                  ,1752.14,17
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,12000.0,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,3038.4,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,1578.0,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,108.0,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,611.62,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,1062.0,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,1026.0,18
VILLA DE VALLECAS,Parques Y Jardines                                                                                  ,1026.0,18
