distrito,tipo_area_verde,area_m2,cod_distrito
CENTRO,Parques Y Jardines                                                                                  ,5025.42,1
CENTRO,Parques Y Jardines                                                                                  ,26814.0,1
CENTRO,Parques Y Jardines                                                                                  ,2979.2,1
CENTRO,Parques Y Jardines                                                                                  ,1637.34,1
CENTRO,Parques Y Jardines                                                                                  ,172.9,1
CENTRO,Parques Y Jardines                                                                                  ,5462.95,1
CENTRO,Parques Y Jardines                                                                                  ,1001.53,1
CENTRO,Parques Y Jardines                                                                                  ,106811.18,1
CENTRO,Parques Y Jardines                                                                                  ,1999.63,1
CENTRO,Parques Y Jardines                                                                                  ,1374.79,1
CENTRO,Parques Y Jardines                                                                                  ,654.66,1
CENTRO,Parques Y Jardines                                                                                  ,12346.82,1
CENTRO,Parques Y Jardines                                                                                  ,77.08,1
CENTRO,Parques Y Jardines                                                                                  ,496.08,1
CENTRO,Parques Y Jardines                                                                                  ,776.35,1
CENTRO,Parques Y Jardines                                                                                  ,539.0,1
CENTRO,Parques Y Jardines                                                                                  ,745.85,1
CENTRO,Parques Y Jardines                                                                                  ,451.49,1
CENTRO,Parques Y Jardines                                                                                  ,1099.58,1
CENTRO,Parques Y Jardines                                                                                  ,939.95,1
CENTRO,Parques Y Jardines                                                                                  ,471.75,1
CENTRO,Parques Y Jardines                                                                                  ,13461.43,1
CENTRO,Parques Y Jardines                                                                                  ,710.4,1
CENTRO,Parques Y Jardines                                                                                  ,463.0,1
CENTRO,Parques Y Jardines                                                                                  ,2120.0,1
CENTRO,Parques Y Jardines                                                                                  ,704.65,1
CENTRO,Parques Y Jardines                                                                                  ,395.35,1
CENTRO,Parques Y Jardines                                                                                  ,1128.38,1
CENTRO,Parques Y Jardines                                                                                  ,372.3,1
CENTRO,Parques Y Jardines                                                                                  ,920.5,1
CENTRO,Parques Y Jardines                                                                                  ,14193.99,1
CENTRO,Parques Y Jardines                                                                                  ,3385.55,1
CENTRO,Parques Y Jardines                                                                                  ,3098.0,1
CENTRO,Parques Y Jardines                                                                                  ,7343.75,1
CENTRO,Parques Y Jardines                                                                                  ,207.21,1
CENTRO,Parques Y Jardines                                                                                  ,2379.34,1
CENTRO,Parques Y Jardines                                                                                  ,518.29,1
ARGANZUELA,Parques Y Jardines                                                                                  ,108873.35,2
ARGANZUELA,Parques Y Jardines                                                                                  ,9141.5,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3013.5,2
ARGANZUELA,Parques Y Jardines                                                                                  ,776.2,2
ARGANZUELA,Parques Y Jardines                                                                                  ,176.55,2
ARGANZUELA,Parques Y Jardines                                                                                  ,6731.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2951.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1880.81,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2916.41,2
ARGANZUELA,Parques Y Jardines                                                                                  ,828.4,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1072.6,2
ARGANZUELA,Parques Y Jardines                                                                                  ,4544.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1890.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,10647.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,6992.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1520.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2131.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1260.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,835.79,2
ARGANZUELA,Parques Y Jardines                                                                                  ,529.94,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1571.1,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1948.51,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1998.15,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2201.85,2
ARGANZUELA,Parques Y Jardines                                                                                  ,650.62,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1894.05,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2550.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1022.14,2
ARGANZUELA,Parques Y Jardines                                                                                  ,4139.65,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3267.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,4385.08,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1200.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1625.76,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1350.26,2
ARGANZUELA,Parques Y Jardines                                                                                  ,5336.95,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1350.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1350.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,4547.27,2
ARGANZUELA,Parques Y Jardines                                                                                  ,864.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1092.34,2
ARGANZUELA,Parques Y Jardines                                                                                  ,7637.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1305.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1350.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,443.43,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3154.88,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2390.54,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1077.2,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2099.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2061.82,2
ARGANZUELA,Parques Y Jardines                                                                                  ,873.28,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3033.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,10608.66,2
ARGANZUELA,Parques Y Jardines                                                                                  ,36633.96,2
ARGANZUELA,Parques Y Jardines                                                                                  ,443.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1312.35,2
ARGANZUELA,Parques Y Jardines                                                                                  ,28239.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2990.56,2
ARGANZUELA,Parques Y Jardines                                                                                  ,9150.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3363.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1799.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,7664.63,2
ARGANZUELA,Parques Y Jardines                                                                                  ,11098.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2833.23,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1060.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,188.61,2
ARGANZUELA,Parques Y Jardines                                                                                  ,260.99,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2721.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,9848.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,8791.48,2
ARGANZUELA,Parques Y Jardines                                                                                  ,62393.43,2
ARGANZUELA,Parques Y Jardines                                                                                  ,4196.59,2
ARGANZUELA,Parques Y Jardines                                                                                  ,5064.89,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2873.43,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1808.47,2
ARGANZUELA,Parques Y Jardines                                                                                  ,741.87,2
ARGANZUELA,Parques Y Jardines                                                                                  ,24931.87,2
ARGANZUELA,Parques Y Jardines                                                                                  ,615.62,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2106.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1525.95,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3019.77,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1459.89,2
ARGANZUELA,Parques Y Jardines                                                                                  ,10332.58,2
ARGANZUELA,Parques Y Jardines                                                                                  ,15280.0,2
ARGANZUELA,Parques Y Jardines                                                                                  ,3605.03,2
ARGANZUELA,Parques Y Jardines                                                                                  ,16821.89,2
ARGANZUELA,Parques Y Jardines                                                                                  ,2194.99,2
ARGANZUELA,Parques Y Jardines                                                                                  ,978.46,2
ARGANZUELA,Parques Y Jardines                                                                                  ,490.18,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1116.19,2
ARGANZUELA,Parques Y Jardines                                                                                  ,1271.62,2
ARGANZUELA,Parques Y Jardines                                                                                  ,7495.49,2
RETIRO,Parques Y Jardines                                                                                  ,1181753.0,3
RETIRO,Parques Y Jardines                                                                                  ,2859.0,3
RETIRO,Parques Y Jardines                                                                                  ,183270.0,3
RETIRO,Parques Y Jardines                                                                                  ,17500.0,3
RETIRO,Parques Y Jardines                                                                                  ,8000.0,3
RETIRO,Parques Y Jardines                                                                                  ,4724.0,3
RETIRO,Parques Y Jardines                                                                                  ,145.5,3
RETIRO,Parques Y Jardines                                                                                  ,980.22,3
RETIRO,Parques Y Jardines                                                                                  ,8229.0,3
RETIRO,Parques Y Jardines                                                                                  ,215.32,3
RETIRO,Parques Y Jardines                                                                                  ,1689.0,3
RETIRO,Parques Y Jardines                                                                                  ,654.5,3
RETIRO,Parques Y Jardines                                                                                  ,4104.13,3
RETIRO,Parques Y Jardines                                                                                  ,2372.71,3
RETIRO,Parques Y Jardines                                                                                  ,9060.0,3
RETIRO,Parques Y Jardines                                                                                  ,488.75,3
RETIRO,Parques Y Jardines                                                                                  ,1788.0,3
SALAMANCA,Parques Y Jardines                                                                                  ,677.61,4
SALAMANCA,Parques Y Jardines                                                                                  ,19928.66,4
SALAMANCA,Parques Y Jardines                                                                                  ,19750.5,4
SALAMANCA,Parques Y Jardines                                                                                  ,73900.0,4
SALAMANCA,Parques Y Jardines                                                                                  ,76063.21,4
SALAMANCA,Parques Y Jardines                                                                                  ,37129.63,4
SALAMANCA,Parques Y Jardines                                                                                  ,743.0,4
SALAMANCA,Parques Y Jardines                                                                                  ,773.24,4
SALAMANCA,Parques Y Jardines                                                                                  ,4509.4,4
SALAMANCA,Parques Y Jardines                                                                                  ,867.32,4
SALAMANCA,Parques Y Jardines                                                                                  ,3628.12,4
SALAMANCA,Parques Y Jardines                                                                                  ,616.2,4
SALAMANCA,Parques Y Jardines                                                                                  ,1569.8,4
SALAMANCA,Parques Y Jardines                                                                                  ,815.41,4
SALAMANCA,Parques Y Jardines                                                                                  ,1387.39,4
SALAMANCA,Parques Y Jardines                                                                                  ,3676.24,4
SALAMANCA,Parques Y Jardines                                                                                  ,2861.52,4
SALAMANCA,Parques Y Jardines                                                                                  ,1249.99,4
SALAMANCA,Parques Y Jardines                                                                                  ,777.28,4
SALAMANCA,Parques Y Jardines                                                                                  ,1832.48,4
SALAMANCA,Parques Y Jardines                                                                                  ,3521.57,4
SALAMANCA,Parques Y Jardines                                                                                  ,125.41,4
SALAMANCA,Parques Y Jardines                                                                                  ,1960.16,4
SALAMANCA,Parques Y Jardines                                                                                  ,421.43,4
SALAMANCA,Parques Y Jardines                                                                                  ,639.13,4
SALAMANCA,Parques Y Jardines                                                                                  ,1527.86,4
SALAMANCA,Parques Y Jardines                                                                                  ,193.79,4
SALAMANCA,Parques Y Jardines                                                                                  ,278.23,4
SALAMANCA,Parques Y Jardines                                                                                  ,532.01,4
SALAMANCA,Parques Y Jardines                                                                                  ,1484.37,4
SALAMANCA,Parques Y Jardines                                                                                  ,299.01,4
SALAMANCA,Parques Y Jardines                                                                                  ,1763.83,4
SALAMANCA,Parques Y Jardines                                                                                  ,1015.82,4
SALAMANCA,Parques Y Jardines                                                                                  ,568.39,4
SALAMANCA,Parques Y Jardines                                                                                  ,203.86,4
SALAMANCA,Parques Y Jardines                                                                                  ,411.75,4
SALAMANCA,Parques Y Jardines                                                                                  ,6093.02,4
SALAMANCA,Parques Y Jardines                                                                                  ,2040.63,4
SALAMANCA,Parques Y Jardines                                                                                  ,707.26,4
SALAMANCA,Parques Y Jardines                                                                                  ,1657.75,4
SALAMANCA,Parques Y Jardines                                                                                  ,593.24,4
SALAMANCA,Parques Y Jardines                                                                                  ,812.29,4
SALAMANCA,Parques Y Jardines                                                                                  ,53029.13,4
SALAMANCA,Parques Y Jardines                                                                                  ,249.94,4
SALAMANCA,Parques Y Jardines                                                                                  ,115.04,4
SALAMANCA,Parques Y Jardines                                                                                  ,525.0,4
CHAMARTÍN,Parques Y Jardines                                                                                  ,8380.27,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,11464.77,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1662.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,15100.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,3985.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,59490.47,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,15500.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1236.63,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,654.53,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,4624.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,438.3,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,19001.42,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,105.05,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,945.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,5556.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,616.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1959.5,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,40.5,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,37.8,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,2700.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1800.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1304.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1327.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,513.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,4268.39,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,2771.84,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,12572.73,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,7022.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,11423.53,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,5190.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,564.3,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,2300.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,1979.39,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,907.4,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,2949.25,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,928.98,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,687.08,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,812.66,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,580.0,5
CHAMARTÍN,Parques Y Jardines                                                                                  ,810.0,5
TETUÁN,Parques Y Jardines                                                                                  ,3300.0,6
TETUÁN,Parques Y Jardines                                                                                  ,4800.0,6
TETUÁN,Parques Y Jardines                                                                                  ,3500.0,6
TETUÁN,Parques Y Jardines                                                                                  ,260.15,6
TETUÁN,Parques Y Jardines                                                                                  ,1000.0,6
TETUÁN,Parques Y Jardines                                                                                  ,26100.0,6
TETUÁN,Parques Y Jardines                                                                                  ,142821.84,6
TETUÁN,Parques Y Jardines                                                                                  ,44682.8,6
TETUÁN,Parques Y Jardines                                                                                  ,10212.84,6
TETUÁN,Parques Y Jardines                                                                                  ,1064.69,6
TETUÁN,Parques Y Jardines                                                                                  ,1670.0,6
TETUÁN,Parques Y Jardines                                                                                  ,550.95,6
TETUÁN,Parques Y Jardines                                                                                  ,26289.69,6
TETUÁN,Parques Y Jardines                                                                                  ,32729.54,6
TETUÁN,Parques Y Jardines                                                                                  ,301.05,6
TETUÁN,Parques Y Jardines                                                                                  ,118.87,6
TETUÁN,Parques Y Jardines                                                                                  ,293.21,6
TETUÁN,Parques Y Jardines                                                                                  ,350.0,6
TETUÁN,Parques Y Jardines                                                                                  ,717.0,6
TETUÁN,Parques Y Jardines                                                                                  ,872.0,6
CHAMBERÍ,Parques Y Jardines                                                                                  ,2110.6,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,3795.0,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,240.25,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,389.72,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,155.34,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,372.18,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,107.33,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,5668.1,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,3478.19,7
CHAMBERÍ,Parques Y Jardines                                                                                  ,3360.0,7
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,23000.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,36000.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,140280.25,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,350000.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,30900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,6651.14,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,8085.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1310.2,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,38675.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,57883.87,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,40728.33,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4659.43,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4425.56,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4855.08,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,644.5,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,644.5,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,5892.7,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1754.8,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1624.64,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,500.25,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,3501.31,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,458.91,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1253.02,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1789.63,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2519.93,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2310.47,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,30711.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,62727.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,7120.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,14426.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1963.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,9116.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1500.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,30560.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,6600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1200.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1500.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1330.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,6900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2443.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2264.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2147.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,95755.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,3000.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,7250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1500.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4300.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2250.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4875.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1800.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2300.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,41642.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1900.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,3688.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,5525.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,500.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1369.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,24490.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,25653.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,10663.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,2255.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,7896.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4735.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,15114.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,79144.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,65744.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,3112.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1257.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,73600.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,4336.0,8
FUENCARRAL - EL PARDO,Parques Y Jardines                                                                                  ,1096.0,8
