hog_con_15_y_más;codigo_postal;serv_barrio;m2_por_hab;energia;habitantes;renta_bruta_media_por_persona;atrib_lujo;viv_nuevas_transacciones;planta;ins_comunitaria;atrib;num_personas;diferencia_precio_renta;estado;m2_areasverdes;cod_barrio;cod_distrito;m2_constr;habitaciones;total_transacciones;precio_mean_b;tamano_medio_del_hogar;total_estaciones;hog_con_10;eficiencia_carpinteria;lineas_metro;tam_hogar;amueblado;url;certificado_energetico;orientacion_este;orientacion_oeste;orientacion_sur;orientacion_norte;tipologia_Atico;tipologia_Piso;tipologia_infrequent_sklearn;antiguedad_10_30;antiguedad_30_50;antiguedad_Desconocido;antiguedad_mas_50;antiguedad_infrequent_sklearn;tipo_inmueble_Desconocido;tipo_inmueble_lujo;tipo_inmueble_infrequent_sklearn;aire_Desconocido;aire_Normal;aire_infrequent_sklearn;tipo_suelo_Desconocido;tipo_suelo_Madera;tipo_suelo_infrequent_sklearn;grupo_cocina_Desconocido;grupo_cocina_Independiente;grupo_cocina_infrequent_sklearn;target;tipologia_Chalet
0.45;-0.17204301;0.0;-0.13690476;0;-0.10246321;0.0;0;0.6666667;0.0;0;0.0;-0.061279204;0.04006119;-0.5;-0.19729331;-0.6626506;-0.625;0.38554215;0.6666667;-0.21576764;0.02924958;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-centro_palacio28005-40041634270_102100/;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1.3130841;0
0.3;-0.6451613;-0.5329027;-0.8214286;0;-0.015433361;0.91156936;1;0.969697;1.0;0;2.0;0.624063;0.2247843;0.5;-0.20408888;-0.16867469;-0.125;-0.16867469;0.6666667;0.30290458;0.22957766;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.indomio.es/anuncios/96731673/;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0.23364486;0
-1.3;-0.516129;0.18611224;-1.3392857;0;0.12949714;0.023360131;0;0.121212125;0.5;0;-0.5;0.626361;-0.33160758;-0.5;0.045830213;-0.5301205;-0.5;-0.686747;0.33333334;-0.38589212;-0.34218735;-0.22857143;-0.10377359;-0.63414633;0;-0.5;-0.19838442;0.0;https://www.pisos.com/comprar/piso-acacias28005-48432095528_108900/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.20560747;0
0.3;-0.6451613;-0.5329027;0.9805195;0;-0.015433361;0.91156936;0;-0.15151516;-1.0;0;-0.5;-0.40198064;1.1981279;-0.5;-0.20408888;-0.18072289;-0.125;3.3493977;2.3333333;-0.5228216;1.2033557;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.pisos.com/comprar/chalet-chamartin_el_viso28016-22515876767_102100/;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;3.5338786;0
0.3;-0.043010753;-0.5329027;0.5327381;0;-0.015433361;0.91156936;3;-0.33333334;0.5;0;1.0;-0.17119877;0.5597905;1.5;-0.20408888;-0.38554215;-0.125;0.92771083;0.6666667;-0.21991701;0.5647334;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.indomio.es/anuncios/92739283/;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1.1390187;0
-1.3;-0.12903225;-0.8033912;0.65178573;0;-0.47328973;0.37084934;2;-0.33333334;0.5;0;-0.5;-0.97368276;2.2060416;-0.5;0.7051017;-0.37349397;-0.375;1.7590362;1.3333334;-0.9460581;2.2025118;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.0;https://www.pisos.com/comprar/apartamento-jeronimos28014-45922451620_101800/;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;2.7161214;0
-0.45;-0.47311828;1.7928946;0.09375;0;0.0;0.6828032;0;-0.24242425;0.0;0;-1.0;-0.42140394;1.6118248;-0.5;-0.11470139;-0.24096386;-0.25;1.1566265;1.3333334;-0.5020747;1.6133418;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.indomio.es/anuncios/95507441/;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1.4077103;0
0.0;-0.30107528;1.4775939;6.5;0;-0.12772554;0.5769544;2;0.6969697;0.5;0;-0.5;-0.28467473;1.5318006;-0.5;-0.3498232;0.09638554;0.125;6.915663;1.0;0.0;1.5314795;-0.51428574;-0.3490566;-0.5365854;6;0.75;0.107745305;0.0;https://www.pisos.com/comprar/piso-chamberi_almagro28046-43432526509_106700/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;6.921729;0
1.0;0.94623655;-0.6939847;3.330357;0;-0.40789384;0.55703133;0;-0.24242425;0.0;0;-0.5;0.3207857;-0.4113715;-0.5;14.544658;0.33734939;0.375;0.27710843;-0.6666667;-0.28630707;-0.41289932;0.54285717;1.5;-0.41463414;0;0.0;-1.188287;0.0;https://www.indomio.es/anuncios/96517411/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.11682243;0
-1.4;0.60215056;-1.308034;-0.2857143;0;-0.48039317;-0.5641384;1;10.121212;0.5;0;0.0;1.5640969;-0.42599198;1.0;1.6442076;1.4096385;1.5;-0.6987952;-0.6666667;1.7427386;-0.44661796;0.62857145;-0.43396226;-0.3902439;0;-1.25;-1.469589;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-avenida-ensanche-de-vallecas-ensanche-de-vallecas-villa-de-vallecas-ensanche-y-santa-eugenia-madrid-madrid-RP2062024123528;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.34193924;0
0.3;-0.043010753;-0.5329027;1.706044;0;-0.015433361;0.91156936;4;0.45454547;1.0;0;0.0;-0.008480604;0.6920356;0.5;-0.20408888;-0.13253012;-0.125;5.445783;3.0;-0.51452285;0.6970375;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.pisos.com/comprar/duplex-nueva_espana28016-46708672966_100500/;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;2.599299;0
0.45;-0.12903225;0.0;0.60714287;0;-0.10246321;0.0;-1;-0.33333334;0.0;0;-0.5;-0.7553209;0.2136005;-0.5;-0.19729331;-0.6385542;-0.625;-0.09638554;-0.33333334;-0.5394191;0.20286635;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.indomio.es/anuncios/94107285/;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.30957943;0
0.45;-0.086021505;0.0;0.42857143;0;-0.10246321;0.0;-1;0.57575756;-0.5;0;0.5;0.44657218;-0.004597019;-0.5;-0.19729331;-0.61445785;-0.625;0.16867469;0.0;1.2572614;-0.015428565;-1.1428572;0.0;0.0;0;0.25;1.1183178;1.0;https://www.indomio.es/anuncios/95507383/;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0.56542057;0
-0.45;-0.68817204;1.7928946;0.796875;0;0.0;0.6828032;0;-0.09090909;-0.5;0;-0.5;-0.5021065;1.6764495;-0.5;-0.11470139;-0.30120483;-0.25;1.9156626;1.3333334;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.indomio.es/anuncios/95268329/;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;2.9497664;0
-0.65;0.86021507;0.30843762;2.8392856;0;0.26432613;-0.42304555;0;-0.060606062;0.0;0;-0.5;0.22673306;-0.40514284;0.5;0.38155508;1.626506;1.75;0.14457831;-0.6666667;0.19917013;-0.42335695;0.6857143;0.7075472;0.024390243;0;-0.75;-0.95402706;0.0;https://www.pisos.com/comprar/loft-san_blas_simancas28037-44236666170_100200/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.2651869;0
0.45;0.7741935;-1.0415826;-0.15816326;0;1.7501533;0.10299429;0;0.27272728;-1.0;0;-0.5;1.0789517;0.1000052;-0.5;1.74159;0.20481928;0.25;0.62650603;1.0;0.10788382;0.090974174;0.8;2.4433963;0.24390244;0;-0.75;-0.09717272;0.0;https://www.indomio.es/anuncios/96561803/;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.60747665;0
-1.25;0.6451613;-1.1190957;-0.73214287;0;-1.0544086;-0.51357335;0;3.3333333;0.0;0;0.05;0.59626853;-0.53652436;-0.5;0.43239638;1.5060241;1.625;-0.45783132;0.0;0.5394191;-0.5563386;0.85714287;-0.6320755;-0.4878049;0;-1.25;-2.0383701;0.1;https://www.indomio.es/anuncios/96563331/;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.26600468;0
0.3;-0.6451613;-0.5329027;1.0535715;0;-0.015433361;0.91156936;3;-0.15151516;-0.5;0;-0.5;-0.40198064;1.1981279;-0.5;-0.20408888;-0.18072289;-0.125;2.6144578;1.6666666;-0.5228216;1.2033557;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.pisos.com/comprar/apartamento-chamartin_el_viso28006-45848400056_101800/;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1.7452921;0
0.45;-0.086021505;0.0;-0.4642857;0;-0.10246321;0.0;-1;0.57575756;0.0;0;-0.5;0.44657218;-0.004597019;-0.5;-0.19729331;-0.61445785;-0.625;0.12048193;0.6666667;1.2572614;-0.015428565;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-universidad_malasana28004-45897516160_106700/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.44859812;0
0.45;-0.086021505;0.0;-0.41964287;0;-0.10246321;0.0;-1;0.57575756;1.0;0;0.0;0.44657218;-0.004597019;0.5;-0.19729331;-0.61445785;-0.625;-0.28915662;0.0;1.2572614;-0.015428565;-1.1428572;0.0;0.0;0;0.25;1.1183178;1.0;https://www.indomio.es/anuncios/96634409/;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.37850466;0
0.9;0.34408602;0.07347598;-0.62053573;0;1.9868664;-0.68688107;0;1.0;0.0;0;0.5;0.6662472;-0.54677635;0.5;0.80432636;0.5903614;0.625;-0.39759037;0.0;0.373444;-0.56954634;0.7714286;0.8962264;2.3414633;0;-0.75;0.48515087;0.0;https://www.indomio.es/anuncios/96751807/;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.35747662;0
-0.55;0.17204301;-1.1542188;-0.071428575;1;0.22717361;-0.78212744;1;1.7272727;-0.5;0;0.0;0.7215079;-0.56311816;-0.5;0.16817597;1.3012048;1.375;0.16867469;0.33333334;0.10788382;-0.5875174;1.2285714;-0.0754717;0.85365856;0;-1.25;-1.2748872;0.0;https://www.indomio.es/anuncios/96557785/;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;-0.22196262;0
-1.3;-0.516129;0.18611224;-0.5535714;2;0.12949714;0.023360131;0;0.121212125;0.5;0;0.0;0.626361;-0.33160758;1.0;0.045830213;-0.5301205;-0.5;-0.56626505;-0.33333334;-0.38589212;-0.34218735;-0.22857143;-0.10377359;-0.63414633;0;-0.5;-0.19838442;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-penuelas-acacias-arganzuela-madrid-madrid-RP142024129399;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.24824767;0
0.3;-0.6451613;-0.5329027;-0.41964287;0;-0.015433361;0.91156936;1;1.2424242;0.5;0;1.0;-0.33419052;0.0;-0.5;-0.20408888;-0.15662651;-0.125;-0.73493975;-0.6666667;-0.17842324;0.004693011;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;1.0;https://www.indomio.es/anuncios/96159509/;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.3563084;0
0.9;0.086021505;0.07347598;-0.24107143;3;1.9868664;-0.68688107;-1;1.0909091;0.0;1;0.0;0.50675714;-0.49759197;1.0;0.80432636;0.55421686;0.625;-0.686747;-0.6666667;0.17012449;-0.52034;0.7714286;0.8962264;2.3414633;0;-0.75;0.48515087;0.0;https://www.redpiso.es/inmueble/apartamento-en-venta-en-calle-via-lusitana-opanel-carabanchel-madrid-madrid-RP422024128639;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.37383178;0
-0.65;0.38709676;0.107791685;1.5;0;-0.05035432;-0.7892928;0;0.18181819;1.0;0;-0.5;0.10712918;-0.5483888;0.5;0.021357616;0.7108434;0.75;-0.21686748;-0.6666667;-0.5560166;-0.57290345;1.1714286;-0.16981132;0.8292683;0;-1.0;-1.3373723;0.0;https://www.pisos.com/comprar/atico-moscardo28026-42543839694_520609/;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.28037384;0
-0.45;-0.68817204;1.7928946;2.1887755;0;0.0;0.6828032;0;-0.09090909;-1.0;0;0.0;-0.5021065;1.6764495;0.5;-0.11470139;-0.30120483;-0.25;2.8433735;1.0;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisos.com/comprar/piso-recoletos28001-32547580039_100500/;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;4.8189254;0
-0.45;-0.68817204;1.7928946;0.94196427;0;0.0;0.6828032;1;-0.09090909;1.5;0;2.0;-0.5021065;1.6764495;1.5;-0.11470139;-0.30120483;-0.25;2.0722892;1.3333334;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;6;0.0;0.0;1.0;https://www.pisos.com/comprar/piso-recoletos28001-45037841000_996542/;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;3.1366823;0
-0.55;0.94623655;0.4444893;0.6666667;0;0.24359499;-0.24117441;2;-0.18181819;0.0;0;0.0;0.25901407;-0.26539865;-0.5;-0.13859339;-0.060240965;0.0;1.0361446;0.6666667;-0.33195022;-0.2804534;-0.14285715;-0.3018868;0.6585366;0;0.0;0.14861012;0.0;https://www.pisos.com/comprar/piso-bellas_vistas28020-45089473422_102100/;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0.2453271;0
0.45;-0.086021505;0.0;0.67410713;0;-0.10246321;0.0;-1;0.57575756;0.5;0;-0.5;0.44657218;-0.004597019;0.5;-0.19729331;-0.61445785;-0.625;1.7831326;1.3333334;1.2572614;-0.015428565;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-universidad_malasana28015-37537135436_100500/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.60747665;0
-1.4;0.60215056;-1.308034;0.30357143;0;-0.48039317;-0.5641384;1;-0.27272728;0.5;0;0.0;-0.040761612;-0.5217454;1.0;1.6442076;1.3975904;1.5;0.42168674;0.33333334;-0.7095436;-0.5424141;0.62857145;-0.43396226;-0.3902439;0;-1.25;-1.469589;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-penaranda-de-bracamonte-ensanche-de-vallecas-villa-de-vallecas-ensanche-y-santa-eugenia-madrid-madrid-RP502024131523;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.046728972;0
-0.45;0.47311828;1.7928946;-0.75446427;0;0.0;0.6828032;-1;-0.3030303;0.0;0;-0.5;-0.20200251;-0.08825531;-0.5;-0.11470139;-0.27710843;-0.25;-0.4698795;0.0;-0.22821577;-0.0874972;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisosmadrid.com.es/propiedad/4084997-piso-en-venta-en-fuente-del-berro-madrid;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.20560747;0
0.45;-0.17204301;0.0;6.857143;0;-0.10246321;0.0;3;-0.060606062;-1.0;0;0.0;-0.9004213;0.0845457;-0.5;-0.19729331;-0.60240966;-0.625;20.506023;4.6666665;-0.7759336;0.073753946;-1.1428572;0.0;0.0;0;0.25;1.1183178;1.0;https://www.pisosmadrid.com.es/propiedad/3908448-chalet-en-venta-en-madrid;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;9.375;0
-1.45;0.5591398;-0.5555107;0.44642857;0;-0.9009267;-0.40422928;1;-0.3030303;0.5;0;-0.5;-1.0002736;-0.26393422;-0.5;0.0;0.91566265;1.0;0.5180723;0.33333334;-1.2033195;-0.2817649;0.2;-0.44339624;-0.58536583;0;0.75;-1.6008554;0.0;https://www.indomio.es/anuncios/96828803/;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0.014018691;0
-0.45;-0.47311828;1.7928946;3.0625;0;0.0;0.6828032;1;-0.27272728;6.0;0;-0.5;-0.19981398;0.53214425;-0.5;-0.11470139;-0.25301206;-0.25;1.5903615;0.0;-0.2614108;0.5331793;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisosmadrid.com.es/propiedad/3955408-atico-en-venta-en-salamanca-madrid;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2.5408878;0
0.35;0.0;0.22285022;-0.4642857;0;1.2715148;-0.26738903;0;0.6060606;0.0;0;-0.5;2.091098;-0.460963;-0.5;0.06447964;1.0361446;1.125;-0.74698794;-0.6666667;1.9253112;-0.47655147;0.2;0.7264151;0.46341464;0;-0.25;0.48847708;1.0;https://www.indomio.es/anuncios/96791099/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.4147196;0
-0.45;-0.68817204;1.7928946;0.22767857;0;0.0;0.6828032;0;-0.21212122;2.0;0;-0.5;0.2656891;0.6907779;0.5;-0.11470139;-0.28915662;-0.25;0.060240965;0.0;0.69709545;0.69188374;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisos.com/comprar/piso-goya28006-45018111134_100500/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.7640187;0
-0.4;1.2903225;-0.00040371416;-0.41964287;0;1.634812;-0.56874055;1;0.36363637;-0.5;0;1.0;2.2961645;-0.50128645;0.5;0.42052007;0.45783132;0.5;0.15662651;0.6666667;0.8672199;-0.52202445;0.2857143;1.0754716;0.9512195;0;-0.75;0.6368496;0.0;https://www.pisos.com/comprar/piso-latina_aluche28047-48341236261_100200/;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.11098131;0
0.55;0.043010753;-0.89947516;-0.30357143;0;1.6336366;-0.7966911;1;1.3636364;2.0;0;1.5;0.22541992;-0.5551172;-0.5;0.8027067;0.8313253;0.875;0.012048192;0.33333334;-0.008298756;-0.5797608;0.7714286;1.0471698;1.9512196;0;-1.25;0.16239011;0.0;https://www.indomio.es/anuncios/96908119/;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.22196262;0
0.45;1.3333334;-1.0415826;2.950893;1;1.7501533;0.10299429;0;-0.33333334;-1.0;0;-0.5;-1.1599277;0.18804906;-0.5;1.74159;0.18072289;0.25;6.951807;2.6666667;-1.186722;0.17905733;0.8;2.4433963;0.24390244;0;-0.75;-0.09717272;0.0;https://www.pisos.com/comprar/chalet_pareado-fuencarral_el_pardo_el_pardo28035-95838895783_102100/;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;2.015187;0
-0.45;-0.68817204;1.7928946;0.9047619;0;0.0;0.6828032;0;-0.09090909;0.0;0;1.55;-0.5021065;1.6764495;-0.5;-0.11470139;-0.30120483;-0.25;2.433735;1.6666666;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.1;https://www.indomio.es/anuncios/92755859/;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;3.2418225;0
0.3;-0.043010753;-0.5329027;1.3325893;2;-0.015433361;0.91156936;3;0.45454547;1.0;0;0.0;-0.008480604;0.6920356;2.0;-0.20408888;-0.13253012;-0.125;2.4939759;1.3333334;-0.51452285;0.6970375;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.pisos.com/comprar/duplex-nueva_espana28036-41684117075_109300/;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2.353972;0
-1.3;-0.34408602;-0.8033912;0.2857143;0;-0.47328973;0.37084934;0;-0.33333334;0.5;0;1.0;-0.17119877;0.5689939;0.5;0.7051017;-0.38554215;-0.375;0.40963855;0.33333334;-0.21991701;0.5647334;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.0;https://www.indomio.es/anuncios/95153419/;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0.7056075;0
0.0;-0.60215056;1.4775939;-0.07366072;0;-0.12772554;0.5769544;1;0.75757575;0.5;0;1.0;-0.26087433;0.17414904;0.5;-0.3498232;0.12048193;0.125;0.97590363;1.3333334;-0.42323652;0.17322186;-0.51428574;-0.3490566;-0.5365854;0;0.75;0.107745305;0.0;https://www.pisos.com/comprar/piso-chamberi_vallehermoso28003-48411773328_108900/;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0.69392526;0
-1.3;-0.34408602;-0.8033912;-0.5089286;0;-0.47328973;0.37084934;-1;-0.33333334;0.5;0;-0.5;-0.17119877;0.5689939;-0.5;0.7051017;-0.38554215;-0.375;-0.33734939;0.0;-0.21991701;0.5647334;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.0;https://www.pisosmadrid.com.es/propiedad/4086665-piso-en-venta-en-ibiza-madrid;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.052570093;0
-0.45;-0.68817204;1.7928946;0.7410714;0;0.0;0.6828032;-1;-0.33333334;1.0;0;0.5;-0.17119877;0.5636842;-0.5;-0.11470139;-0.38554215;-0.25;0.33734939;0.0;-0.21991701;0.5647334;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;1.0;https://www.pisosmadrid.com.es/propiedad/4059890-piso-en-venta-en-goya-madrid;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1.4065421;0
1.0;-0.38709676;-0.6939847;-0.52380955;0;-0.40789384;0.55703133;1;2.3333333;-0.5;0;1.0;-0.0067844833;0.037903305;-0.5;14.544658;0.31325302;0.375;0.072289154;0.6666667;0.09543569;0.036576044;0.54285717;1.5;-0.41463414;0;0.0;-1.188287;0.0;https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-48336896389_101800/;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.37967288;0
-0.65;0.86021507;0.30843762;-0.51785713;0;0.26432613;-0.42304555;0;-0.24242425;-0.5;0;-0.5;0.24325655;-0.4141532;-0.5;0.38155508;1.6987952;1.75;-0.13253012;0.33333334;0.041493777;-0.43237132;0.6857143;0.7075472;0.024390243;0;-0.75;-0.95402706;0.0;https://www.indomio.es/anuncios/96847333/;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.26401868;0
-1.3;1.2043011;0.18611224;-0.67261904;3;0.12949714;0.023360131;0;-0.33333334;0.5;1;0.0;-1.2404661;-0.39696062;1.0;0.045830213;-0.4698795;-0.5;-0.61445785;-0.33333334;-1.2655602;-0.40756953;-0.22857143;-0.10377359;-0.63414633;0;-0.5;-0.19838442;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-santa-isabel-embajadores-centro-madrid-madrid-RP1272024130679;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;-0.23364486;0
-0.45;-0.47311828;1.7928946;-0.375;0;0.0;0.6828032;0;-0.24242425;0.0;0;-0.5;-0.42140394;1.6118248;0.5;-0.11470139;-0.24096386;-0.25;-0.036144577;0.33333334;-0.5020747;1.6133418;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisos.com/comprar/piso-salamanca_castellana28001-46701477952_100500/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.7873832;0
0.45;1.3333334;-1.0415826;-0.43452382;0;1.7501533;0.10299429;0;-0.33333334;-1.0;0;-0.5;-1.1599277;0.18804906;0.5;1.74159;0.18072289;0.25;-0.5180723;-0.33333334;-1.186722;0.17905733;0.8;2.4433963;0.24390244;0;-0.75;-0.09717272;0.0;https://www.pisos.com/comprar/duplex-penagrande28035-40872022955_100500/;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.33294392;0
-1.3;-0.34408602;-0.8033912;-0.15178572;0;-0.47328973;0.37084934;2;-0.33333334;0.0;0;0.5;-0.17119877;0.5689939;-0.5;0.7051017;-0.38554215;-0.375;0.37349397;0.6666667;-0.21991701;0.5647334;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;1.0;https://www.indomio.es/anuncios/96342351/;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1.3025701;0
0.0;-0.60215056;1.4775939;0.4732143;0;-0.12772554;0.5769544;-1;1.3030303;2.0;0;0.0;0.13908191;0.28133067;-0.5;-0.3498232;0.10843374;0.125;0.8795181;0.6666667;0.29045644;0.28045133;-0.51428574;-0.3490566;-0.5365854;0;0.75;0.107745305;0.0;https://www.pisosmadrid.com.es/propiedad/3993931-atico-en-venta-en-rios-rosas-madrid;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.8411215;0
0.0;-0.30107528;1.4775939;1.1428572;2;-0.12772554;0.5769544;1;0.6969697;2.0;0;1.5;-0.28467473;1.5318006;2.0;-0.3498232;0.09638554;0.125;1.4216868;0.6666667;0.0;1.5314795;-0.51428574;-0.3490566;-0.5365854;6;0.75;0.107745305;0.0;https://www.pisos.com/comprar/piso-chamberi_almagro28010-38379977379_996542/;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;2.832944;0
-0.65;1.032258;0.107791685;0.071428575;0;-0.05035432;-0.7892928;1;-0.27272728;-0.5;0;1.0;-0.36893362;-0.50841045;1.5;0.021357616;0.73493975;0.75;-0.024096385;0.0;-1.2572614;-0.5329072;1.1714286;-0.16981132;0.8292683;0;-1.0;-1.3373723;0.0;https://www.indomio.es/anuncios/96480521/;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;-0.30373833;0
