hog_con_15_y_más;codigo_postal;serv_barrio;m2_por_hab;energia;habitantes;renta_bruta_media_por_persona;atrib_lujo;viv_nuevas_transacciones;planta;ins_comunitaria;atrib;num_personas;diferencia_precio_renta;estado;m2_areasverdes;cod_barrio;cod_distrito;m2_constr;habitaciones;total_transacciones;precio_mean_b;tamano_medio_del_hogar;total_estaciones;hog_con_10;eficiencia_carpinteria;lineas_metro;tam_hogar;amueblado;url;certificado_energetico;orientacion_este;orientacion_oeste;orientacion_sur;orientacion_norte;tipologia_Atico;tipologia_Piso;tipologia_infrequent_sklearn;antiguedad_10_30;antiguedad_30_50;antiguedad_Desconocido;antiguedad_mas_50;antiguedad_infrequent_sklearn;tipo_inmueble_Desconocido;tipo_inmueble_lujo;tipo_inmueble_infrequent_sklearn;aire_Desconocido;aire_Normal;aire_infrequent_sklearn;tipo_suelo_Desconocido;tipo_suelo_Madera;tipo_suelo_infrequent_sklearn;grupo_cocina_Desconocido;grupo_cocina_Independiente;grupo_cocina_infrequent_sklearn;target;tipologia_Chalet
0.45;-0.17204301;0.0;1.03125;0;-0.10246321;0.0;0;-0.060606062;1.5;0;0.0;-0.9004213;0.0845457;0.5;-0.19729331;-0.60240966;-0.625;0.4939759;0.0;-0.7759336;0.073753946;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/atico-sol_barrio28012-48431058024_100500/;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2.3189251;0
0.45;-0.21505377;0.0;0.071428575;0;-0.10246321;0.0;-1;-0.060606062;0.0;0;-0.5;1.180883;-0.3025982;-0.5;-0.19729331;-0.6506024;-0.625;0.26506025;0.33333334;1.8257262;-0.31356278;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-45866633659_101800/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.11098131;0
0.0;-0.60215056;1.4775939;0.5029762;0;-0.12772554;0.5769544;2;1.3030303;0.0;0;1.55;0.13908191;0.28133067;0.5;-0.3498232;0.10843374;0.125;0.90361446;0.6666667;0.29045644;0.28045133;-0.51428574;-0.3490566;-0.5365854;0;0.75;0.107745305;0.1;https://www.indomio.es/anuncios/96846409/;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0.9053738;0
-1.3;-0.34408602;-0.8033912;-0.88095236;3;-0.47328973;0.37084934;0;-0.33333334;0.5;0;-0.5;-0.17119877;0.5689939;1.0;0.7051017;-0.38554215;-0.375;-0.6987952;-0.33333334;-0.21991701;0.5647334;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-alcalde-sainz-de-baranda-ibiza-retiro-madrid-madrid-RP962023120748;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.14602804;0
-1.3;-0.12903225;-0.8033912;2.0580356;0;-0.47328973;0.37084934;0;-0.33333334;0.5;0;0.5;-0.97368276;2.2060416;0.5;0.7051017;-0.37349397;-0.375;3.2771084;1.3333334;-0.9460581;2.2025118;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.0;https://www.pisos.com/comprar/piso-jeronimos28014-31735727373_100500/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;4.421729;0
-0.45;-0.47311828;1.7928946;-0.375;0;0.0;0.6828032;0;-0.24242425;0.0;0;-0.5;-0.42140394;1.6118248;-0.5;-0.11470139;-0.24096386;-0.25;-0.26506025;0.0;-0.5020747;1.6133418;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.indomio.es/anuncios/96654615/;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.4135514;0
0.9;0.34408602;0.07347598;-0.5535714;0;1.9868664;-0.68688107;-1;3.090909;0.0;0;0.5;1.342124;-0.52584094;1.0;0.80432636;0.60240966;0.625;-0.7710843;-0.6666667;0.8672199;-0.5486016;0.7714286;0.8962264;2.3414633;0;-0.75;0.48515087;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-buenavista-carabanchel-madrid-madrid-RP442024126442;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.40303737;0
0.45;-0.12903225;0.0;0.05357143;0;-0.10246321;0.0;2;-0.33333334;0.0;0;-1.0;-0.7553209;0.2136005;-0.5;-0.19729331;-0.6385542;-0.625;0.25301206;0.33333334;-0.5394191;0.20286635;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.indomio.es/anuncios/96888511/;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.11214953;0
-0.65;0.86021507;0.30843762;-0.375;3;0.26432613;-0.42304555;1;-0.24242425;0.0;0;1.5;0.24325655;-0.4141532;0.5;0.38155508;1.6987952;1.75;-0.4939759;-0.33333334;0.041493777;-0.43237132;0.6857143;0.7075472;0.024390243;6;-0.75;-0.95402706;0.0;https://www.pisos.com/comprar/piso-san_blas_canillejas28022-48378577556_998861/;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;-0.36448598;0
0.55;0.043010753;-0.89947516;-0.5535714;0;1.6336366;-0.7966911;0;1.3636364;0.0;0;-0.5;0.22541992;-0.5551172;0.5;0.8027067;0.8313253;0.875;-0.36144578;0.0;-0.008298756;-0.5797608;0.7714286;1.0471698;1.9512196;0;-1.25;0.16239011;0.0;https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-45023033665_526710/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.34462616;0
0.3;-0.043010753;-0.5329027;-0.375;0;-0.015433361;0.91156936;1;0.030303031;-1.0;0;0.0;0.37473327;0.7463148;0.5;-0.20408888;-0.14457831;-0.125;1.1084337;2.0;0.004149378;0.751341;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;0.0;https://www.indomio.es/anuncios/96586045/;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1.1390187;0
0.45;-0.086021505;0.0;0.42857143;0;-0.10246321;0.0;-1;0.57575756;0.0;0;0.0;0.44657218;-0.004597019;-0.5;-0.19729331;-0.61445785;-0.625;-0.8433735;-1.0;1.2572614;-0.015428565;-1.1428572;0.0;0.0;0;0.25;1.1183178;1.0;https://www.pisos.com/comprar/estudio-universidad_malasana28004-45888007467_100500/;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.18691589;0
-1.6;1.0752689;-0.7028664;-0.39285713;2;-1.6533115;0.0055341953;1;0.121212125;0.0;0;1.5;-0.2700662;-0.102318145;0.5;1.0621123;1.7469879;1.875;-0.04819277;0.33333334;-0.70124483;-0.113099076;0.6857143;-0.5471698;-0.9756098;6;-1.0;-2.3814445;0.0;https://www.pisos.com/comprar/piso-alameda_de_osuna_barrio-43382670670_524622/;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;-0.14614487;0
0.45;-0.17204301;0.0;1.2991072;2;-0.10246321;0.0;0;0.6666667;0.0;0;0.0;-0.061279204;0.04006119;-0.5;-0.19729331;-0.6626506;-0.625;0.6385542;0.0;-0.21576764;0.02924958;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-centro_palacio28013-44179077746_102100/;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0.8294392;0
0.45;-0.17204301;0.0;-0.16666667;0;-0.10246321;0.0;-1;0.6666667;-0.5;0;-0.5;-0.061279204;0.04006119;0.5;-0.19729331;-0.6626506;-0.625;-0.40963855;-0.33333334;-0.21576764;0.02924958;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-centro_palacio28005-45016586295_100200/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.099299066;0
-1.4;0.60215056;-1.308034;-0.22619048;0;-0.48039317;-0.5641384;0;-0.27272728;0.5;0;0.0;-0.040761612;-0.5217454;0.0;1.6442076;1.3975904;1.5;-0.43373495;-0.33333334;-0.7095436;-0.5424141;0.62857145;-0.43396226;-0.3902439;0;-1.25;-1.469589;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-villa-de-vallecas-ensanche-y-santa-eugenia-madrid-madrid-RP202024124903;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;-0.42640188;0
0.0;-0.60215056;1.4775939;0.41369048;0;-0.12772554;0.5769544;0;1.3030303;0.5;0;-0.5;0.13908191;0.28133067;-0.5;-0.3498232;0.10843374;0.125;0.8313253;0.6666667;0.29045644;0.28045133;-0.51428574;-0.3490566;-0.5365854;0;0.75;0.107745305;0.0;https://www.indomio.es/anuncios/96847785/;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1.2558411;0
-0.65;0.86021507;0.30843762;-0.15178572;0;0.26432613;-0.42304555;3;15.0;-0.5;0;0.5;-0.39514142;-0.37201098;0.5;0.38155508;1.686747;1.75;-0.14457831;0.0;1.593361;-0.39021027;0.6857143;0.7075472;0.024390243;0;-0.75;-0.95402706;0.0;https://www.indomio.es/anuncios/89877827/;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.15186916;0
-0.65;1.032258;0.107791685;0.071428575;0;-0.05035432;-0.7892928;1;-0.27272728;-0.5;0;1.0;-0.36893362;-0.50841045;1.5;0.021357616;0.73493975;0.75;-0.024096385;0.0;-1.2572614;-0.5329072;1.1714286;-0.16981132;0.8292683;0;-1.0;-1.3373723;0.0;https://www.pisos.com/comprar/piso-usera_pradolongo28026-48378718515_100200/;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.30373833;0
0.45;-0.17204301;0.0;-0.4047619;0;-0.10246321;0.0;0;-0.060606062;0.0;0;2.5;-0.9004213;0.0845457;-0.5;-0.19729331;-0.60240966;-0.625;0.16867469;0.6666667;-0.7759336;0.073753946;-1.1428572;0.0;0.0;0;0.25;1.1183178;1.0;https://www.pisos.com/comprar/piso-sol_barrio28012-40862091849_108900/;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0.60046726;0
-0.55;0.94623655;0.4444893;0.20535715;0;0.24359499;-0.24117441;0;0.6969697;0.0;0;-0.5;0.058707666;-0.47789073;-0.5;-0.13859339;0.0;0.0;-0.56626505;-0.6666667;-0.17012449;-0.49304032;-0.14285715;-0.3018868;0.6585366;0;0.0;0.14861012;0.0;https://www.pisos.com/comprar/piso-berruguete28039-45046699185_100500/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.2990654;0
0.45;-0.12903225;0.0;0.071428575;0;-0.10246321;0.0;-1;-0.33333334;-1.0;0;-1.0;-0.7553209;0.2136005;-0.5;-0.19729331;-0.6385542;-0.625;0.26506025;0.33333334;-0.5394191;0.20286635;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.indomio.es/anuncios/96761315/;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.33995327;0
-0.45;-0.68817204;1.7928946;1.5446428;0;0.0;0.6828032;0;-0.09090909;1.0;0;-0.5;-0.5021065;1.6764495;0.5;-0.11470139;-0.30120483;-0.25;-0.20481928;-0.6666667;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.indomio.es/anuncios/96021953/;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0.43808413;0
-0.65;0.38709676;0.107791685;-0.035714287;0;-0.05035432;-0.7892928;0;0.3030303;-0.5;0;-0.5;-0.09777316;-0.5072791;-0.5;0.021357616;0.6987952;0.75;0.19277108;0.33333334;-0.7261411;-0.5317754;1.1714286;-0.16981132;0.8292683;0;-1.0;-1.3373723;0.0;https://www.pisos.com/comprar/piso-almendrales28026-41738989743_107000/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.16933411;0
0.3;-0.6451613;-0.5329027;1.012987;0;-0.015433361;0.91156936;1;-0.15151516;-0.5;0;0.0;-0.40198064;1.1981279;0.5;-0.20408888;-0.18072289;-0.125;3.3975904;2.3333333;-0.5228216;1.2033557;0.17142858;0.8113208;-0.2682927;0;0.25;-0.51152295;1.0;https://www.indomio.es/anuncios/94435011/;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;4.0595794;0
-0.45;0.47311828;1.7928946;2.5267856;0;0.0;0.6828032;0;1.8181819;0.0;0;2.0;0.94889754;-0.008885641;-0.5;-0.11470139;-0.26506025;-0.25;0.060240965;-0.6666667;1.0165975;-0.008092102;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.pisos.com/comprar/piso-guindalera28028-40033612682_101800/;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0.07009346;0
-1.3;-0.34408602;-0.8033912;-0.017857144;0;-0.47328973;0.37084934;0;-0.33333334;-1.0;0;0.05;-0.17119877;0.5689939;1.5;0.7051017;-0.38554215;-0.375;-0.072289154;0.0;-0.21991701;0.5647334;0.0;-0.6037736;-0.80487806;0;-0.5;-1.0171062;0.1;https://www.indomio.es/anuncios/96160851/;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0.25116822;0
0.45;-0.12903225;0.0;1.6339285;0;-0.10246321;0.0;0;-0.33333334;0.0;0;0.0;-0.7553209;0.2136005;-0.5;-0.19729331;-0.6385542;-0.625;-0.18072289;-0.6666667;-0.5394191;0.20286635;-1.1428572;0.0;0.0;0;0.25;1.1183178;0.0;https://www.pisos.com/comprar/piso-cortes_huertas28014-47566761842_105100/;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0.36098132;0
-0.45;-0.68817204;1.7928946;0.5848214;0;0.0;0.6828032;0;-0.09090909;-0.5;0;-0.5;-0.5021065;1.6764495;-0.5;-0.11470139;-0.30120483;-0.25;0.25301206;0.0;-0.2780083;1.6779953;-0.31428573;-0.047169812;-0.7804878;0;0.0;0.0;0.0;https://www.indomio.es/anuncios/96840353/;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0.30957943;0
-0.65;0.38709676;0.107791685;-0.16071428;2;-0.05035432;-0.7892928;0;-0.060606062;1.0;0;-0.5;-0.5602123;-0.547676;1.0;0.021357616;0.72289157;0.75;0.10843374;0.33333334;-0.73443985;-0.57219034;1.1714286;-0.16981132;0.8292683;0;-1.0;-1.3373723;0.0;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-arenaria-zofio-usera-madrid-madrid-RP832024128193;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-0.20444041;0
