m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,precio_mean_b,pm_tlogia_distrito,euro_m2_barrio,total_estaciones,habitaciones,m2_por_hab,atrib_lujo,atrib,serv_barrio,cod_barrio_frecuency,precio,coordenadas,lat_decimal,lon_decimal
126.0,Arganzuela,2,Delicias,25,0,Piso,0,0.0,3.0,5,3,1,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'43.44'' N ,3º41'20.3'' W   ,28575,246,18,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,0,0,0,1,3,0,387298.1,404461.3,4807.038,199,8,15.75,1,4.0,3701,58,650000,"40.3954,-3.6889722222222225",40.3954,-3.6889722222222225
80.0,Chamartín,5,Hispanoamérica,54,0,Piso,5,0.0,3.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'26.56'' N ,3º39'55.32'' W  ,31470,311,12,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,0,1321864.5,1120715.5,7069.4688,296,4,20.0,1,3.0,1920,112,450000,"40.45737777777778,-3.6653666666666664",40.45737777777778,-3.6653666666666664
133.0,Centro,1,Justicia,14,0,Piso,0,1.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28004,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219,323,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,5,0,1360566.5,870158.06,9035.9375,210,3,44.333332,0,5.0,3240,206,870000,"40.4191,-3.6969333333333334",40.4191,-3.6969333333333334
143.0,Ciudad Lineal,15,San Pascual,155,0,Piso,0,0.0,3.0,2,1,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28027,Desconocido,0,0,0,1,1,Normal,Independiente,0,0,40º26'49.61'' N ,3º39'11.61'' W  ,18327,171,0,5,14,1,0,272,22440,2.46,28853,62,46,1211,517,459,1049,556,572705,2,0,0,1,3,0,538727.25,382082.53,4070.055,287,3,47.666668,2,4.0,3792,22,600000,"40.447113888888886,-3.653225",40.447113888888886,-3.653225
71.0,Carabanchel,11,Vista Alegre,114,0,Piso,3,0.0,2.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,1,0,Normal,Desconocido,1,0,40º23'20.68'' N ,3º44'6.97'' W   ,47727,505,36,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,1,0,0,1,1,0,233879.31,220952.16,2859.4014,305,4,17.75,1,3.0,3422,87,200000,"40.38907777777778,-3.7352694444444445",40.38907777777778,-3.7352694444444445
78.0,Chamartín,5,El Viso,51,0,Piso,2,0.0,1.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'53.58'' N ,3º41'6.87'' W   ,17274,184,6,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,0,2036813.5,1120715.5,8183.374,296,4,19.5,1,3.0,1920,116,720000,"40.44821666666666,-3.6852416666666667",40.44821666666666,-3.6852416666666667
59.0,Villaverde,17,San Cristóbal,172,0,Piso,0,0.0,1.0,3,1,0,0,0,0,mas_50,0,Desconocido,0,0,1,0,0,0,1,28021,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º20'14.79'' N ,3º41'32.37'' W  ,17270,316,75,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,0,0,1,1,0,112297.445,167689.4,1682.5052,202,4,14.75,1,2.0,381,43,86000,"40.33744166666667,-3.6923250000000003",40.33744166666667,-3.6923250000000003
77.0,Latina,10,Aluche,104,3,Piso,1,0.0,2.0,3,1,0,1,1,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28047,Madera,1,0,0,1,1,Desconocido,Desconocido,0,3,40º23'53.38'' N ,3º45'56.52'' W  ,66588,519,23,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,2,0,1,2,0,244773.2,244581.98,2973.986,324,4,19.25,3,10.0,3239,105,210000,"40.39816111111111,-3.7657",40.39816111111111,-3.7657
117.0,Centro,1,Universidad,15,0,Piso,4,1.0,2.0,3,3,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28015,Gres,0,0,0,0,0,Normal,Equipada,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,3,6,0,4,0,724757.8,870158.06,6883.6953,210,6,19.5,0,9.0,3240,325,889000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
96.0,Fuencarral-El Pardo,8,El Pardo,81,0,Atico,2,0.0,4.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,0,927526.2,820500.0,3840.5605,469,5,19.2,1,3.0,660,187,570000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
162.0,Salamanca,4,Castellana,46,0,Piso,2,0.0,1.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,0,2323510.8,1769842.4,11284.615,205,6,27.0,1,3.0,7681,272,1649000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
51.0,Carabanchel,11,Buenavista,116,0,Piso,0,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'3.05'' N  ,3º43'14.23'' W  ,49151,519,113,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,0,1,0,200670.14,220952.16,2760.4148,305,3,17.0,0,3.0,3422,69,179000,"40.36751388888889,-3.7206194444444445",40.36751388888889,-3.7206194444444445
130.0,Salamanca,4,Guindalera,44,3,Piso,1,0.0,2.0,2,2,0,0,0,1,10_30,0,medio,0,0,1,0,0,0,1,28028,Desconocido,1,0,0,0,0,Normal,Independiente,0,3,40º26'5.9'' N   ,3º40'17.91'' W  ,41964,555,71,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,4,0,728562.7,1769842.4,6186.143,205,4,32.5,1,6.0,7681,75,650000,"40.43497222222222,-3.6716416666666665",40.43497222222222,-3.6716416666666665
84.0,Centro,1,Sol,16,0,Piso,2,1.0,4.0,2,2,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28013,Desconocido,0,0,0,0,0,Normal,Amueblada,0,0,40º25'8.03'' N  ,3º42'14.2'' W   ,8164,123,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,0,908933.5,870158.06,6600.1484,210,4,21.0,0,6.0,3240,266,789000,"40.41889722222222,-3.7039444444444447",40.41889722222222,-3.7039444444444447
50.0,San Blas-Canillejas,20,Canillejas,207,0,Piso,0,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28037,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'58.48'' N ,3º37'10.41'' W  ,29067,320,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,0,0,0,2,0,330917.34,245671.58,3322.9795,285,2,25.0,0,4.0,4004,64,220000,"40.449577777777776,-3.6195583333333334",40.449577777777776,-3.6195583333333334
207.0,Centro,1,Sol,16,0,Piso,0,0.0,2.0,5,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'8.03'' N  ,3º42'14.2'' W   ,8164,123,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,0,908933.5,870158.06,6600.1484,210,8,25.875,0,3.0,3240,266,1300000,"40.41889722222222,-3.7039444444444447",40.41889722222222,-3.7039444444444447
81.0,Salamanca,4,Guindalera,44,0,Piso,0,0.0,2.0,3,1,0,1,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28028,Desconocido,0,0,0,0,0,Desconocido,Independiente,0,0,40º26'5.9'' N   ,3º40'17.91'' W  ,41964,555,71,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,4,0,728562.7,1769842.4,6186.143,205,4,20.25,2,4.0,7681,75,695000,"40.43497222222222,-3.6716416666666665",40.43497222222222,-3.6716416666666665
60.0,Fuencarral-El Pardo,8,El Pardo,81,1,Piso,1,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,1,1,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,0,927526.2,436910.75,3840.5605,469,3,20.0,1,5.0,660,187,250000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
151.0,Fuencarral-El Pardo,8,El Pardo,81,5,Piso,2,0.0,3.0,5,3,0,0,0,1,30_50,0,Desconocido,0,0,1,1,0,0,1,28048,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,5,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,0,927526.2,436910.75,3840.5605,469,8,18.875,2,8.0,660,187,725000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
72.0,Carabanchel,11,Vista Alegre,114,1,Piso,3,0.0,2.0,3,1,0,0,0,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,1,40º23'20.68'' N ,3º44'6.97'' W   ,47727,505,36,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,2,0,0,1,1,0,233879.31,220952.16,2859.4014,305,4,18.0,1,4.0,3422,87,250000,"40.38907777777778,-3.7352694444444445",40.38907777777778,-3.7352694444444445
75.0,Centro,1,Palacio,11,0,Piso,0,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501,258,33,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,0,862438.4,870158.06,6941.3525,210,2,37.5,0,3.0,3240,211,259000,"40.41034166666667,-3.7118694444444444",40.41034166666667,-3.7118694444444444
85.0,Salamanca,4,Castellana,46,0,Piso,1,0.0,1.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,0,2323510.8,1769842.4,11284.615,205,6,14.166667,1,3.0,7681,272,810000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
97.0,Tetuán,6,Cuatro Caminos,62,0,Atico,1,0.0,7.0,3,1,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28020,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753,416,20,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,4,0,673395.56,804953.3,5562.1284,178,4,24.25,2,4.0,4341,103,675000,"40.45684722222222,-3.7015805555555557",40.45684722222222,-3.7015805555555557
75.0,Centro,1,Universidad,15,1,Piso,4,0.0,0.5,3,2,1,0,0,0,mas_50,0,señorial,0,0,2,0,0,0,1,28015,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,1,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,0,0,0,4,0,724757.8,870158.06,6883.6953,210,5,15.0,0,5.0,3240,325,425000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
217.0,Chamartín,5,Hispanoamérica,54,0,Piso,1,0.0,13.0,4,4,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'26.56'' N ,3º39'55.32'' W  ,31470,311,12,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,0,1321864.5,1120715.5,7069.4688,296,8,27.125,1,3.0,1920,112,1580000,"40.45737777777778,-3.6653666666666664",40.45737777777778,-3.6653666666666664
77.0,Latina,10,Aluche,104,0,Piso,3,0.0,2.0,2,1,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28047,Desconocido,0,0,0,1,0,Desconocido,Desconocido,0,0,40º23'53.38'' N ,3º45'56.52'' W  ,66588,519,23,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,2,0,244773.2,244581.98,2973.986,324,3,25.666666,2,4.0,3239,105,185000,"40.39816111111111,-3.7657",40.39816111111111,-3.7657
61.0,Puente De Vallecas,13,San Diego,132,0,Piso,5,0.0,3.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28053,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'17.72'' N ,3º39'57.58'' W  ,45104,699,242,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,0,171103.42,174892.8,2466.8286,321,2,30.5,1,3.0,1012,94,222000,"40.38825555555555,-3.6659944444444443",40.38825555555555,-3.6659944444444443
111.0,San Blas-Canillejas,20,Rejas,206,0,Piso,2,0.0,2.0,2,1,1,1,0,1,10_30,0,Desconocido,0,0,1,0,0,0,1,28037,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'59.83'' N ,3º35'46.49'' W  ,17399,694,506,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,0,0,1,3,0,387707.03,245671.58,3096.2378,285,3,37.0,2,4.0,4004,32,360000,"40.449952777777774,-3.5962472222222224",40.449952777777774,-3.5962472222222224
110.0,Usera,12,San Fermín,123,0,Piso,0,0.0,1.0,3,2,0,0,1,1,Desconocido,1,Desconocido,0,0,1,0,0,1,1,28041,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'9.36'' N  ,3º41'24.26'' W  ,23598,187,10,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,0,0,0,1,1,0,236638.89,224598.0,2618.0085,192,5,22.0,3,4.0,3507,18,330000,"40.36926666666667,-3.6900722222222226",40.36926666666667,-3.6900722222222226
117.0,Centro,1,Universidad,15,0,Piso,4,1.0,2.0,2,2,1,0,1,1,Desconocido,0,lujo,0,0,2,0,0,0,1,28015,Desconocido,0,0,1,0,0,Desconocido,Abierta,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,0,724757.8,870158.06,6883.6953,210,4,29.25,1,6.0,3240,325,1200000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
48.0,Salamanca,4,Goya,42,0,Piso,1,0.0,5.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28001,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,3,0,1,5,0,1480537.9,1769842.4,10122.084,205,2,24.0,1,4.0,7681,346,280000,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
46.0,Carabanchel,11,San Isidro,113,0,Piso,0,0.0,2.0,1,1,0,0,0,0,mas_50,0,Desconocido,0,0,1,0,0,0,1,28019,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'32.09'' N ,3º44'9.38'' W   ,40368,427,46,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,2,0,297122.66,220952.16,2726.5376,305,2,23.0,1,2.0,3422,53,66900,"40.392247222222224,-3.735938888888889",40.392247222222224,-3.735938888888889
128.0,Centro,1,Justicia,14,5,Piso,2,0.0,2.0,3,5,1,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28004,Desconocido,1,0,0,0,0,Normal,Desconocido,0,5,40º25'8.76'' N  ,3º41'48.96'' W  ,18219,323,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,0,0,0,5,0,1360566.5,870158.06,9035.9375,210,8,16.0,0,9.0,3240,206,1079000,"40.4191,-3.6969333333333334",40.4191,-3.6969333333333334
274.0,Centro,1,Universidad,15,0,Piso,4,0.0,1.0,4,3,1,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28015,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,2,0,0,4,0,724757.8,870158.06,6883.6953,210,7,39.142857,0,4.0,3240,325,1450000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
238.0,Fuencarral-El Pardo,8,Fuentelarreina,82,0,Piso,2,0.0,3.0,2,2,0,0,1,1,Desconocido,2,Desconocido,0,0,1,0,0,0,1,28035,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º29'7.81'' N  ,3º44'7.02'' W   ,3410,30,2,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,0,2052083.4,436910.75,3695.228,469,4,59.5,4,3.0,660,12,1100000,"40.48550277777778,-3.7352833333333333",40.48550277777778,-3.7352833333333333
54.0,Salamanca,4,Guindalera,44,2,Piso,1,0.0,1.0,4,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28028,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,2,40º26'5.9'' N   ,3º40'17.91'' W  ,41964,555,71,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,1,0,0,1,4,0,728562.7,1769842.4,6186.143,205,7,7.714286,1,5.0,7681,75,570000,"40.43497222222222,-3.6716416666666665",40.43497222222222,-3.6716416666666665
89.0,Tetuán,6,Bellas Vistas,61,0,Piso,2,1.0,3.0,3,1,1,1,1,0,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28039,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º26'59.26'' N ,3º42'25.98'' W  ,29355,230,5,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,3,0,498727.97,576069.7,5159.811,178,4,22.25,3,4.0,4341,64,330000,"40.44979444444444,-3.707216666666667",40.44979444444444,-3.707216666666667
825.0,Moncloa-Aravaca,9,Aravaca,97,0,Casa,0,0.0,0.0,6,6,0,0,1,1,Desconocido,1,Desconocido,0,0,1,0,0,0,1,28023,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'42.51'' N ,3º46'12.49'' W  ,27445,200,9,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,0,1825975.5,1964321.9,3725.3945,369,12,68.75,3,3.0,1521,49,2898000,"40.46180833333334,-3.770136111111111",40.46180833333334,-3.770136111111111
231.0,Tetuán,6,Bellas Vistas,61,0,Duplex,0,0.0,2.0,5,5,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28039,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'59.26'' N ,3º42'25.98'' W  ,29355,230,5,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,3,0,498727.97,467600.0,5159.811,178,10,23.1,1,3.0,4341,64,1850000,"40.44979444444444,-3.707216666666667",40.44979444444444,-3.707216666666667
68.0,Villaverde,17,Los Rosales,175,1,Piso,3,0.0,1.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28021,Desconocido,0,0,0,0,0,Normal,Desconocido,0,1,40º21'42.15'' N ,3º41'45.9'' W   ,34827,9,1,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,0,0,1,1,0,175014.0,167689.4,2112.9834,202,3,22.666666,1,5.0,381,50,137500,"40.36170833333333,-3.6960833333333336",40.36170833333333,-3.6960833333333336
46.0,Centro,1,Universidad,15,0,Piso,4,0.0,3.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,0,724757.8,870158.06,6883.6953,210,2,23.0,0,3.0,3240,325,390000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
88.0,Villa De Vallecas,18,Santa Eugenia,182,0,Piso,2,0.0,9.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28031,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'22.11'' N ,3º37'0.07'' W   ,23876,139,2,1,5,0,1,158,17346,2.61,12370,27,11,0,0,0,0,0,2681389,0,0,0,1,1,0,228397.53,248783.3,2753.3958,164,5,17.6,1,3.0,0,41,250000,"40.389475,-3.616686111111111",40.389475,-3.616686111111111
135.0,Retiro,3,Niño Jesus,36,0,Piso,0,0.0,2.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28009,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'59.41'' N ,3º40'17.04'' W  ,15093,124,0,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,0,0,0,1,4,0,820918.44,1325221.9,5941.8857,146,5,27.0,1,3.0,1250,19,735000,"40.41650277777778,-3.6713999999999998",40.41650277777778,-3.6713999999999998
80.0,Salamanca,4,Fuente Del Berro,43,3,Atico,4,0.0,5.0,2,2,0,1,1,1,mas_50,0,medio,0,0,1,0,0,0,1,28028,Desconocido,1,0,0,0,0,Normal,Independiente,0,3,40º25'17.43'' N ,3º39'58.0'' W   ,20929,255,1,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,4,0,697932.44,1924147.5,6018.061,205,4,20.0,3,6.0,7681,74,650000,"40.42150833333333,-3.666111111111111",40.42150833333333,-3.666111111111111
85.0,Arganzuela,2,Palos De Moguer,26,0,Piso,4,0.0,1.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'18.16'' N ,3º42'5.37'' W   ,25097,332,22,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,0,0,0,1,3,0,392938.25,404461.3,5484.3594,199,4,21.25,1,3.0,3701,34,379000,"40.40504444444444,-3.7014916666666666",40.40504444444444,-3.7014916666666666
65.0,Villaverde,17,Los Rosales,175,0,Piso,0,0.0,3.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28021,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º21'42.15'' N ,3º41'45.9'' W   ,34827,9,1,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,0,0,1,1,0,175014.0,167689.4,2112.9834,202,4,16.25,1,3.0,381,50,169000,"40.36170833333333,-3.6960833333333336",40.36170833333333,-3.6960833333333336
66.0,Chamartín,5,Hispanoamérica,54,0,Piso,0,0.0,2.0,1,1,0,0,0,1,30_50,0,Desconocido,0,0,2,0,0,0,1,28016,Otros,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'26.56'' N ,3º39'55.32'' W  ,31470,311,12,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,2,0,0,1,5,0,1321864.5,1120715.5,7069.4688,296,2,33.0,1,4.0,1920,112,410000,"40.45737777777778,-3.6653666666666664",40.45737777777778,-3.6653666666666664
69.0,Usera,12,Zofío,126,0,Piso,0,0.0,2.0,2,1,0,1,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28026,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'35.51'' N ,3º43'9.14'' W   ,14382,133,9,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,0,2,0,1,1,0,189491.58,224598.0,2672.0317,192,3,23.0,2,3.0,3507,12,179500,"40.376530555555554,-3.719205555555556",40.376530555555554,-3.719205555555556
118.0,Hortaleza,16,Apostol Santiago,165,0,Piso,1,0.0,3.0,4,2,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28033,Desconocido,0,0,1,0,1,Desconocido,Desconocido,0,0,40º28'49.83'' N ,3º39'34.06'' W  ,15435,138,8,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,0,0,1,2,0,327146.66,481471.5,3879.2095,341,6,19.666666,2,4.0,3934,15,365000,"40.48050833333333,-3.659461111111111",40.48050833333333,-3.659461111111111
80.0,Centro,1,Justicia,14,0,Piso,1,0.0,1.0,3,1,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28004,Gres,0,0,0,1,0,Desconocido,Desconocido,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219,323,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,2,0,0,5,0,1360566.5,870158.06,9035.9375,210,4,20.0,0,4.0,3240,206,399000,"40.4191,-3.6969333333333334",40.4191,-3.6969333333333334
