m2_constr;letra_ce;estado;amueblado;planta;dormitorios;banos;balcon;terraza;trastero;ascensor;jardin;cancha_tenis;chimenea;exterior;piscina;porton_electrico;videoportero;armarios;certificado_energetico;puerta_seguridad;orientacion_este;orientacion_oeste;orientacion_sur;orientacion_norte;letra_emisiones;num_personas;total_transacciones;viv_nuevas_transacciones;lineas_metro;salidas_metro;estaciones_metroligero;estaciones_cercanias;estacion_bus_urbano;renta_bruta_media_por_persona;habitantes;tamano_medio_del_hogar;tam_hogar;hog_con_10;hog_con_15_y_más;comercio_serviciosminoristas;hosteleria_restauracion;salud_bienestar_educacion;servicios_profesionales;cultura_entretenimiento;m2_areasverdes;ins_comunitaria;energia;eficiencia_carpinteria;num_garajes;cod_barrio_group;precio_mean_b;total_estaciones;habitaciones;atrib_lujo;atrib;serv_barrio;url;cod_barrio;cod_distrito;codigo_postal;target
-0.012048192;0;-0.5;0.0;0.0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-0.09777316;-0.7261411;0.3030303;-1.0;-1.0909091;0;0.5;0.0;-0.7892928;-0.05035432;1.1714286;-1.3373723;0.8292683;-0.65;0.35785535;-0.03088803;0.0;0.06118355;0.110119045;0.02135751;0;0;0;0;-1.0;-0.5317754;-0.16981132;0.33333334;2;0.0;0.107791685;https://www.pisos.com/comprar/piso-almendrales28026-47595800197_105100/;124;12;28026;0.21261682
-0.060240965;0;0.0;0.0;-0.5;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21633747;-0.26556018;0.21212122;-0.5;-0.6363636;0;1.5;0.0;0.023360131;0.12949714;-0.22857143;-0.19838442;-0.63414633;-1.3;-0.07107232;0.056628056;0.63585436;0.34202608;0.0;0.045829713;0;0;0;0;-0.33333334;-0.39443085;-0.10377359;0.33333334;0;-0.5;0.18611224;https://www.pisos.com/comprar/piso-arganzuela_delicias-45075531027_993362/;25;2;28045;-0.11098131
-0.5180723;0;0.5;1.0;-1.0;-1;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.6662472;0.373444;1.0;-0.75;0.0;0;-0.5;0.9537037;-0.68688107;1.9868664;0.7714286;0.48515087;2.3414633;0.9;0.15461347;-0.13642214;0.086834736;0.22668004;0.0029761905;0.8043258;0;2;6;-1;-1.0;-0.56954634;0.8962264;-0.33333334;-1;0.5;0.07347598;https://www.pisos.com/comprar/piso-puerta_bonita28019-41676119503_519303/;115;11;28025;-0.4088785
-0.45783132;0;-0.5;0.0;0.0;-1;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-0.41445532;-0.6680498;-0.21212122;0.0;-0.36363637;0;-0.5;-0.18518518;-0.24117441;0.24359499;-0.14285715;0.14861012;0.6585366;-0.55;0.16084789;0.0;0.30252102;0.8766299;0.25;-0.1385938;0;3;0;0;0.0;0.006358676;-0.3018868;-0.33333334;0;0.0;0.4444893;https://www.redpiso.es/inmueble/piso-en-venta-en-valdeacederas-tetuan-madrid-madrid-RP602024125532;56;6;28046;-0.28037384
0.22891566;0;-0.5;0.0;0.0;-1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2656891;0.69709545;-0.21212122;0.0;0.18181819;0;0.0;0.0;0.6828032;0.0;-0.31428573;0.0;-0.7804878;-0.45;1.5735661;0.5945946;1.8515406;1.6920762;1.3779762;-0.114701584;0;0;0;0;0.33333334;0.69188374;-0.047169812;0.0;1;0.0;1.7928946;https://www.pisos.com/comprar/piso-goya28006-45835313439_102100/;42;4;28001;0.8411215
-0.084337346;0;-0.5;0.0;0.5;-2;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.9004213;-0.7759336;-0.060606062;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;0.073753946;0.0;-0.6666667;0;-0.5;0.0;https://www.pisosmadrid.com.es/propiedad/4068919-duplex-en-venta-en-san-blas-madrid;16;1;28013;-0.21028037
0.16867469;0;-0.5;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44657218;1.2572614;0.57575756;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;-0.015428565;0.0;0.33333334;-1;0.0;0.0;https://www.pisos.com/comprar/piso-universidad_malasana28004-48340896714_109300/;15;1;28015;0.5186916
-0.90361446;0;-0.5;0.0;0.5;-2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21633747;-0.26556018;0.21212122;-0.5;-0.6363636;0;1.5;0.0;0.023360131;0.12949714;-0.22857143;-0.19838442;-0.63414633;-1.3;-0.07107232;0.056628056;0.63585436;0.34202608;0.0;0.045829713;0;0;0;-1;-0.33333334;-0.39443085;-0.10377359;-0.6666667;-1;-0.5;0.18611224;https://www.pisosmadrid.com.es/propiedad/4000161-loft-en-venta-en-delicias-madrid;25;2;28045;-0.36915886
1.6746988;1;0.5;0.0;-0.5;1;1;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1.4996991;0.57261413;1.5454545;-1.0;-0.6363636;6;0.0;1.287037;0.11749971;0.8975368;0.74285716;-0.64492756;-0.12195122;-0.35;-0.11720698;0.018018018;0.92156863;0.50852555;0.0952381;0.9525762;0;0;0;0;-0.33333334;-0.3536173;1.235849;1.0;4;0.0;0.28017762;https://www.indomio.es/anuncios/96796295/;164;16;28033;0.7301402
0.45783132;0;0.5;1.0;0.0;0;1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.9004213;-0.7759336;-0.060606062;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;0.073753946;0.0;0.6666667;-1;-0.5;0.0;https://www.indomio.es/anuncios/96634377/;16;1;28013;0.75233644
3.4698796;0;-0.5;0.0;2.0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008480604;-0.51452285;0.45454547;0.25;0.36363637;0;0.0;0.8240741;0.91156936;-0.015433361;0.17142858;-0.51152295;-0.2682927;0.3;-0.6421446;-0.4054054;-0.1092437;-0.12337011;-0.6964286;-0.20408913;0;0;0;0;0.33333334;0.6970375;0.8113208;1.3333334;0;-0.5;-0.5329027;https://www.pisos.com/comprar/piso-nueva_espana28036-48339336276_101800/;55;5;28016;2.599299
-0.8915663;5;0.5;0.0;0.0;-3;-1;0;0;0;-1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0.058707666;-0.17012449;0.6969697;0.0;-0.36363637;0;-0.5;-0.18518518;-0.24117441;0.24359499;-0.14285715;0.14861012;0.6585366;-0.55;0.16084789;0.0;0.30252102;0.8766299;0.25;-0.1385938;0;0;0;0;-0.6666667;-0.49304032;-0.3018868;-1.0;0;1.5;0.4444893;https://www.indomio.es/anuncios/96360121/;66;6;28039;-0.41238317
1.626506;0;0.0;0.0;0.0;0;1;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;-0.3502763;0.05394191;-0.33333334;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.33333334;0.5467249;0.0;0.6666667;-1;2.0;0.0;https://www.pisos.com/comprar/piso-justicia_chueca28004-41724105551_996542/;14;1;28004;1.9567757
0.38554215;1;0.0;0.0;0.0;1;0;0;1;1;-1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;-0.40198064;-0.5228216;-0.15151516;0.25;0.36363637;0;0.0;0.8240741;0.91156936;-0.015433361;0.17142858;-0.51152295;-0.2682927;0.3;-0.6421446;-0.4054054;-0.1092437;-0.12337011;-0.6964286;-0.20408913;0;0;0;0;0.33333334;1.2033557;0.8113208;0.6666667;2;-0.5;-0.5329027;https://www.indomio.es/anuncios/96593361/;51;5;28002;0.6016355
-0.3493976;0;-0.5;0.0;0.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.27385893;-0.33333334;0.75;0.54545456;0;-0.5;-0.32407406;0.5769544;-0.12772554;-0.51428574;0.107745305;-0.5365854;0.0;0.90024936;0.67824966;2.162465;1.2858576;1.3422619;-0.34982345;0;0;0;0;0.33333334;0.32499233;-0.3490566;0.33333334;0;0.0;1.4775939;https://www.pisos.com/comprar/piso-trafalgar28010-48390740210_108900/;73;7;28010;0.0057242992
0.74698794;0;-0.5;0.0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.33419052;-0.17842324;1.2424242;0.25;0.36363637;0;0.0;0.8240741;0.91156936;-0.015433361;0.17142858;-0.51152295;-0.2682927;0.3;-0.6421446;-0.4054054;-0.1092437;-0.12337011;-0.6964286;-0.20408913;0;0;0;0;0.0;0.004693011;0.8113208;0.6666667;0;-0.5;-0.5329027;https://www.pisos.com/comprar/piso-chamartin_ciudad_jardin28002-44249512401_100500/;53;5;28002;0.20443925
-0.37349397;1;-0.5;0.0;-1.0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1.0789517;0.10788382;0.27272728;-0.75;-0.18181819;2;2.0;2.425926;0.10299429;1.7501533;0.8;-0.09717272;0.24390244;0.45;-1.2605985;-0.63577867;-0.33333334;-0.50852555;-1.0565476;1.7415892;0;0;0;0;0.0;0.090974174;2.4433963;0.0;0;-0.5;-1.0415826;https://www.indomio.es/anuncios/96526959/;83;8;28035;-0.35245326
1.4698795;0;1.5;0.0;0.0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.6661925;-0.7427386;-0.09090909;-0.25;-0.18181819;1;-0.5;0.7962963;-0.26738903;1.2715148;0.2;0.48847708;0.46341464;0.35;0.0037406483;-0.09266409;0.53781515;0.4222668;0.30357143;0.06447954;0;0;0;0;0.0;0.0;0.7264151;1.3333334;2;-0.5;0.22285022;https://www.pisosmadrid.com.es/propiedad/3993106-piso-en-venta-en-madrid;156;15;28043;0.5490654
6.2891564;0;0.0;0.0;2.0;3;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;-0.28467473;0.0;0.6969697;0.75;0.54545456;0;-0.5;-0.32407406;0.5769544;-0.12772554;-0.51428574;0.107745305;-0.5365854;0.0;0.90024936;0.67824966;2.162465;1.2858576;1.3422619;-0.34982345;0;0;0;0;0.33333334;1.5314795;-0.3490566;2.3333333;2;0.0;1.4775939;https://www.pisos.com/comprar/piso-chamberi_almagro28010-33366605299_100500/;74;7;28010;5.05257
0.26506025;0;1.5;0.0;0.0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.7553209;-0.5394191;-0.33333334;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.33333334;0.20286635;0.0;1.3333334;-1;-0.5;0.0;https://www.pisos.com/comprar/piso-cortes_huertas28012-39248926911_524671/;13;1;28014;0.58878505
0.42168674;0;1.0;0.0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-0.28193906;-0.56846476;1.2121212;-0.5;-0.6363636;0;1.5;0.0;0.023360131;0.12949714;-0.22857143;-0.19838442;-0.63414633;-1.3;-0.07107232;0.056628056;0.63585436;0.34202608;0.0;0.045829713;0;0;0;0;-0.33333334;-0.33064982;-0.10377359;0.33333334;0;-0.5;0.18611224;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-puerto-serrano-legazpi-arganzuela-madrid-madrid-RP232024128494;24;2;28045;-0.029205607
0.44578314;0;0.5;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.3502763;0.05394191;-0.33333334;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.33333334;0.5467249;0.0;1.0;-1;-0.5;0.0;https://www.pisos.com/comprar/piso-justicia_chueca28004-45909541993_100500/;14;1;28004;0.7056075
1.4578314;0;0.5;0.0;0.0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4996991;0.57261413;1.5454545;-1.0;-0.6363636;6;0.0;1.287037;0.11749971;0.8975368;0.74285716;-0.64492756;-0.12195122;-0.35;-0.11720698;0.018018018;0.92156863;0.50852555;0.0952381;0.9525762;0;0;0;0;-0.33333334;-0.3536173;1.235849;1.3333334;0;-0.5;0.28017762;https://www.pisos.com/comprar/piso-pinar_del_rey28033-45048959050_100500/;164;16;28033;0.7885514
-0.20481928;0;-0.5;0.0;0.0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86157465;0.48547718;1.060606;-0.75;0.0;0;-0.5;0.9537037;-0.68688107;1.9868664;0.7714286;0.48515087;2.3414633;0.9;0.15461347;-0.13642214;0.086834736;0.22668004;0.0029761905;0.8043258;0;0;0;0;-0.6666667;-0.4715848;0.8962264;-0.33333334;0;-0.5;0.07347598;https://www.indomio.es/anuncios/96742665/;113;11;28019;-0.088785045
1.6144578;3;0.5;0.0;0.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;-0.5021065;-0.2780083;-0.09090909;0.0;0.18181819;0;0.0;0.0;0.6828032;0.0;-0.31428573;0.0;-0.7804878;-0.45;1.5735661;0.5945946;1.8515406;1.6920762;1.3779762;-0.114701584;0;0;0;0;0.33333334;1.6779953;-0.047169812;1.3333334;0;1.0;1.7928946;https://www.indomio.es/anuncios/96525591/;41;4;28001;4.1121497
0.16867469;0;-0.5;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.9004213;-0.7759336;-0.060606062;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;0.073753946;0.0;0.33333334;-1;0.0;0.0;https://www.pisos.com/comprar/piso-sol_barrio28013-47541206990_109300/;16;1;28013;0.5186916
-0.036144577;0;0.5;0.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.40219948;0.024896266;1.939394;-1.25;-1.0909091;0;2.0;0.06481481;-0.78212744;0.22717361;1.2285714;-1.2748872;0.85365856;-0.55;-1.3329177;-0.6756757;-0.62184876;-0.55065197;-1.1904762;0.16817549;0;0;0;0;-1.0;-0.6540263;-0.0754717;0.33333334;0;-0.5;-1.1542188;https://www.pisos.com/comprar/piso-villaverde_san_cristobal-45066017573_514803/;172;17;28021;-0.47313085
2.4819276;0;-0.5;0.0;0.0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.5021065;-0.2780083;-0.09090909;0.0;0.18181819;0;0.0;0.0;0.6828032;0.0;-0.31428573;0.0;-0.7804878;-0.45;1.5735661;0.5945946;1.8515406;1.6920762;1.3779762;-0.114701584;0;0;0;0;0.33333334;1.6779953;-0.047169812;1.6666666;0;-0.5;1.7928946;https://www.indomio.es/anuncios/96472035/;41;4;28001;5.652944
-0.5060241;3;1.5;0.0;0.0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0.38682497;0.029045643;0.27272728;-0.75;0.0;0;-0.5;0.9537037;-0.68688107;1.9868664;0.7714286;0.48515087;2.3414633;0.9;0.15461347;-0.13642214;0.086834736;0.22668004;0.0029761905;0.8043258;0;0;0;-1;-1.0;-0.54258084;0.8962264;0.0;-1;1.0;0.07347598;https://www.pisos.com/comprar/piso-abrantes28025-48336526927_100200/;117;11;28041;-0.36810747
-0.27710843;0;2.0;0.0;0.0;-2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.061279204;-0.21576764;0.6666667;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;0.02924958;0.0;-0.6666667;-1;-0.5;0.0;https://www.indomio.es/anuncios/96693339/;11;1;28013;-0.25268692
-0.6987952;0;-0.5;0.0;0.0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.180883;1.8257262;-0.060606062;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;-0.33333334;-0.31356278;0.0;-0.33333334;-1;-0.5;0.0;https://www.pisosmadrid.com.es/propiedad/3867140-piso-en-venta-en-centro-madrid;12;1;28012;-0.25700936
1.2168674;3;-0.5;0.0;0.0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0.55435795;0.43983403;0.27272728;0.0;-0.36363637;0;-0.5;-0.18518518;-0.24117441;0.24359499;-0.14285715;0.14861012;0.6585366;-0.55;0.16084789;0.0;0.30252102;0.8766299;0.25;-0.1385938;0;0;0;0;0.0;-0.0392715;-0.3018868;1.0;1;1.5;0.4444893;https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-45849877481_100500/;62;6;28020;0.67172897
0.73493975;3;-0.5;0.0;3.5;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;-0.28467473;0.0;0.6969697;0.75;0.54545456;0;-0.5;-0.32407406;0.5769544;-0.12772554;-0.51428574;0.107745305;-0.5365854;0.0;0.90024936;0.67824966;2.162465;1.2858576;1.3422619;-0.34982345;0;0;0;0;0.33333334;1.5314795;-0.3490566;0.0;1;1.0;1.4775939;https://www.pisos.com/comprar/atico-chamberi_almagro28003-18347423162_101800/;74;7;28010;3.125
0.26506025;0;0.0;0.0;-1.0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.626361;-0.38589212;0.121212125;-0.5;-0.6363636;0;1.5;0.0;0.023360131;0.12949714;-0.22857143;-0.19838442;-0.63414633;-1.3;-0.07107232;0.056628056;0.63585436;0.34202608;0.0;0.045829713;0;0;0;0;-0.33333334;-0.34218735;-0.10377359;0.33333334;0;0.0;0.18611224;https://www.pisos.com/comprar/piso-acacias28005-40092330937_515177/;22;2;28005;-0.20443925
0.7710843;1;1.0;0.0;0.5;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;1;0;0;1;0.13908191;0.29045644;1.3030303;0.75;0.54545456;0;-0.5;-0.32407406;0.5769544;-0.12772554;-0.51428574;0.107745305;-0.5365854;0.0;0.90024936;0.67824966;2.162465;1.2858576;1.3422619;-0.34982345;0;0;0;0;0.33333334;0.28045133;-0.3490566;0.33333334;0;4.0;1.4775939;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-jose-abascal-almagro-chamberi-madrid-madrid-RP1132024130883;75;7;28003;1.1390187
-0.36144578;0;-0.5;0.0;0.0;0;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2656891;0.69709545;-0.21212122;0.0;0.18181819;0;0.0;0.0;0.6828032;0.0;-0.31428573;0.0;-0.7804878;-0.45;1.5735661;0.5945946;1.8515406;1.6920762;1.3779762;-0.114701584;1;0;0;0;0.33333334;0.69188374;-0.047169812;0.0;0;0.0;1.7928946;https://www.redpiso.es/inmueble/piso-en-venta-en-calle-ayala-goya-salamanca-madrid-madrid-RP922024124984;42;4;28001;0.058411215
-0.16867469;0;0.5;0.0;0.5;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.040761612;-0.7095436;-0.27272728;-1.25;-1.0;0;0.0;-0.25925925;-0.5641384;-0.48039317;0.62857145;-1.469589;-0.3902439;-1.4;-1.5062344;-0.75804377;-0.7478992;-0.62988967;-1.3511904;1.6442064;0;0;0;0;-1.0;-0.5424141;-0.43396226;0.0;1;-0.5;-1.308034;https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-48354959479_100200/;182;18;28031;-0.25233644
-0.10843374;0;1.5;0.0;0.0;0;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04010505;-0.30290458;0.0;-0.75;-0.54545456;0;-0.5;0.8240741;-0.42304555;0.26432613;0.6857143;-0.95402706;0.024390243;-0.65;0.3690773;0.19305019;0.31932774;0.2006018;0.29166666;0.38155508;0;0;0;0;-0.6666667;-0.51673466;0.7075472;0.0;1;-0.5;0.30843762;https://www.indomio.es/anuncios/96814071/;204;20;28037;-0.2067757
0.19277108;0;-0.5;0.0;4.0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.1599277;-1.186722;-0.33333334;-0.75;-0.18181819;2;2.0;2.425926;0.10299429;1.7501533;0.8;-0.09717272;0.24390244;0.45;-1.2605985;-0.63577867;-0.33333334;-0.50852555;-1.0565476;1.7415892;0;0;0;0;0.33333334;0.17905733;2.4433963;-0.33333334;0;-0.5;-1.0415826;https://www.pisos.com/comprar/atico-montecarmelo28049-46700978687_108500/;81;8;28048;0.16939253
0.60240966;0;-0.5;0.0;0.0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.342124;0.8672199;3.090909;-0.75;0.0;0;-0.5;0.9537037;-0.68688107;1.9868664;0.7714286;0.48515087;2.3414633;0.9;0.15461347;-0.13642214;0.086834736;0.22668004;0.0029761905;0.8043258;0;2;0;0;-1.0;-0.5486016;0.8962264;0.6666667;2;-0.5;0.07347598;https://www.pisos.com/comprar/piso-pau_de_carabanchel28054-45056543479_104700/;116;11;28025;0.1448598
0.8313253;0;-0.5;0.0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.626361;-0.38589212;0.121212125;-0.5;-0.6363636;0;1.5;0.0;0.023360131;0.12949714;-0.22857143;-0.19838442;-0.63414633;-1.3;-0.07107232;0.056628056;0.63585436;0.34202608;0.0;0.045829713;0;0;0;0;-0.33333334;-0.34218735;-0.10377359;0.33333334;0;-0.5;0.18611224;https://www.indomio.es/anuncios/96043815/;22;2;28005;0.14018692
-0.060240965;0;2.0;0.0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2656891;0.69709545;-0.21212122;0.0;0.18181819;0;0.0;0.0;0.6828032;0.0;-0.31428573;0.0;-0.7804878;-0.45;1.5735661;0.5945946;1.8515406;1.6920762;1.3779762;-0.114701584;0;0;0;0;0.33333334;0.69188374;-0.047169812;0.33333334;0;-0.5;1.7928946;https://www.pisos.com/comprar/piso-goya28028-44261497965_100500/;42;4;28001;0.37850466
0.28915662;0;1.0;0.0;0.0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.55435795;0.43983403;0.27272728;0.0;-0.36363637;0;-0.5;-0.18518518;-0.24117441;0.24359499;-0.14285715;0.14861012;0.6585366;-0.55;0.16084789;0.0;0.30252102;0.8766299;0.25;-0.1385938;2;0;0;0;0.0;-0.0392715;-0.3018868;0.33333334;1;0.0;0.4444893;https://www.redpiso.es/inmueble/piso-en-venta-en-avenida-general-peron-cuatro-caminos-tetuan-madrid-madrid-RP2332024129885;62;6;28020;0.29205608
-0.6385542;0;-0.5;0.0;0.0;-2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.091098;1.9253112;0.6060606;-0.25;-0.18181819;1;-0.5;0.7962963;-0.26738903;1.2715148;0.2;0.48847708;0.46341464;0.35;0.0037406483;-0.09266409;0.53781515;0.4222668;0.30357143;0.06447954;0;0;0;0;-0.6666667;-0.47655147;0.7264151;-0.6666667;0;-0.5;0.22285022;https://www.pisosmadrid.com.es/propiedad/4073494-piso-en-venta-en-pueblo-nuevo-madrid;152;15;28017;-0.24357477
0.92771083;4;0.0;0.0;4.5;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0.4142365;-0.6390042;-0.3030303;-0.75;-0.18181819;2;2.0;2.425926;0.10299429;1.7501533;0.8;-0.09717272;0.24390244;0.45;-1.2605985;-0.63577867;-0.33333334;-0.50852555;-1.0565476;1.7415892;0;0;0;0;0.0;0.04431317;2.4433963;1.3333334;1;2.0;-1.0415826;https://www.indomio.es/anuncios/96511201/;85;8;28029;0.44976637
-0.56626505;0;1.5;0.0;0.0;-2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.73420143;-0.97095436;-0.15151516;-0.75;-0.54545456;0;-0.5;0.8240741;-0.42304555;0.26432613;0.6857143;-0.95402706;0.024390243;-0.65;0.3690773;0.19305019;0.31932774;0.2006018;0.29166666;0.38155508;0;0;0;0;0.0;-0.07159218;0.7075472;-0.6666667;0;-0.5;0.30843762;https://www.indomio.es/anuncios/96345967/;208;20;28037;-0.20560747
-0.24096386;0;-0.5;0.0;1.5;0;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.66356623;0.35684648;1.5757576;-0.75;-0.54545456;2;2.0;1.1203704;-0.56874055;1.634812;0.2857143;0.6368496;0.9512195;-0.4;0.018703243;-0.115830116;0.27731094;0.0;0.20535715;0.42051956;0;2;0;0;-1.0;-0.5612125;1.0754716;0.0;1;-0.5;-0.00040371416;https://www.pisos.com/comprar/piso-lucero28011-48383979050_100500/;103;10;28047;-0.26285046
0.939759;0;-0.5;0.0;1.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44657218;1.2572614;0.57575756;0.25;1.0;0;0.5;-0.046296295;0.0;-0.10246321;-1.1428572;1.1183178;0.0;0.45;0.0;0.5984556;-0.36414567;-0.046138417;-0.58035713;-0.19729364;0;0;0;-1;0.0;-0.015428565;0.0;1.0;-1;-0.5;0.0;https://www.pisos.com/comprar/piso-universidad_malasana28015-44248836533_105100/;15;1;28015;0.7242991
-0.30120483;0;0.5;0.0;0.0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.39875254;-0.6307054;0.060606062;0.75;-1.0909091;0;-0.5;-0.25;-0.40422928;-0.9009267;0.2;-1.6008554;-0.58536583;-1.45;-0.56857854;-0.44272843;-0.084033616;-0.31995988;-0.39583334;0.0;0;0;0;0;-0.6666667;-0.50038135;-0.44339624;0.0;0;-0.5;-0.5555107;https://www.pisos.com/comprar/piso-fontarron-46765281727_100500/;145;14;28030;-0.28154206
-0.31325302;0;2.0;0.0;-0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3207857;-0.28630707;-0.24242425;0.0;-0.18181819;1;1.0;1.5277778;0.55703133;-0.40789384;0.54285717;-1.188287;-0.41463414;1.0;-0.84289277;-0.5006435;-0.08963586;-0.28184554;-0.73511904;14.544651;0;0;0;0;-0.33333334;-0.41289932;1.5;0.33333334;0;-0.5;-0.6939847;https://www.pisos.com/comprar/piso-valdezarza28039-43386294319_100200/;94;9;28039;-0.28037384
