m2_constr,cod_barrio,estado,amueblado,planta,codigo_postal,certificado_energetico,orientacion_este,orientacion_oeste,orientacion_sur,orientacion_norte,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,renta_bruta_media_por_persona,habitantes,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,cod_barrio_group,tipologia_Atico,tipologia_Casa,tipologia_Chalet,tipologia_Duplex,tipologia_Estudio,tipologia_Piso,antiguedad_Desconocido,ant_10_30,ant_30_50,ant_5_10,ant_mas_50,ant_menos_5,tipo_inmueble_Desconocido,tipo_inmueble_económico,tipo_inmueble_lujo,tipo_inmueble_medio,tipo_inmueble_señorial,clasificacion_aire_Eficiente,clasificacion_aire_Normal,clasificacion_aire_Sin Aire,tipo_suelo_Baldosa,tipo_suelo_Desconocido,tipo_suelo_Gres,tipo_suelo_Madera,tipo_suelo_Otros,tipo_suelo_Piedra,tipo_suelo_Radiante,grupo_cocina_Abierta,grupo_cocina_Amueblada,grupo_cocina_Desconocido,grupo_cocina_Equipada,grupo_cocina_Independiente,grupo_cocina_Isla,grupo_cocina_No amueblada,grupo_cocina_Reformada,grupo_cocina_Sin reforma,total_estaciones,habitaciones,atrib_lujo,atrib,serv_barrio,target
-0.33734939,-0.6506024,0.5,0.0,0.0,-0.21505377,0,0,0,0,0,1.180883,1.8487395,-0.030303031,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33333334,-1,-0.5,0.0,-0.25700936
-0.14457831,0.57831323,-0.5,0.0,0.0,0.34408602,0,0,0,0,0,1.2642119,0.8193277,0.7878788,-0.75,-0.68688107,1.9868664,0.7714286,0.48515087,2.3414633,0.9,0.8043258,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8962264,0.0,-1,-0.5,0.07347598,-0.38200936
0.024096385,-0.42168674,-0.5,0.0,0.0,-0.43010753,0,0,0,0,1,0.4599223,0.079831935,-0.15151516,-0.5,0.37084934,-0.47328973,0.0,-1.0171062,-0.80487806,-1.3,0.7051014,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6037736,0.6666667,0,0.5,-0.8033912,0.11098131
0.8072289,-0.38554215,-0.5,0.0,3.0,-0.34408602,0,0,0,0,0,-0.17119877,-0.22268908,-0.3030303,-0.5,0.37084934,-0.47328973,0.0,-1.0171062,-0.80487806,-1.3,0.7051014,0,0,0,0.33333334,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6037736,0.33333334,2,-0.5,-0.8033912,1.8983645
1.1325301,0.30120483,-0.5,0.0,0.0,-0.2580645,0,0,0,0,0,-0.6485747,-0.9033613,0.15151516,0.0,0.55703133,-0.40789384,0.54285717,-1.188287,-0.41463414,1.0,14.544651,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.6666667,0,-0.5,-0.6939847,1.5829439
-0.61445785,1.626506,0.0,0.0,0.0,0.86021507,0,0,0,0,0,0.22673306,0.20168068,-0.030303031,-0.75,-0.42304555,0.26432613,0.6857143,-0.95402706,0.024390243,-0.65,0.38155508,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7075472,-0.33333334,0,0.0,0.30843762,-0.37967288
0.21686748,1.2650602,-0.5,0.0,-0.5,0.17204301,1,0,0,0,0,1.2691361,-1.2563025,-0.3030303,-1.25,-0.78212744,0.22717361,1.2285714,-1.2748872,0.85365856,-0.55,0.16817549,0,2,0,-1.0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0754717,0.6666667,1,1.0,-1.1542188,-0.15771028
0.39759037,-0.25301206,-0.5,0.0,0.0,-0.47311828,0,0,0,0,0,-0.19981398,-0.2647059,-0.24242425,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.0,0,-0.5,1.7928946,1.0794393
-0.16867469,0.24096386,0.5,0.0,1.0,0.7311828,0,0,0,0,0,2.1959841,1.0546218,5.2727275,-0.75,0.10299429,1.7501533,0.8,-0.09717272,0.24390244,0.45,1.7415892,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4433963,0.0,1,-0.5,-1.0415826,-0.2406542
11.951807,0.3493976,2.0,0.0,-1.0,0.2580645,0,0,0,0,0,-0.9555726,-1.0462185,0.0,0.0,0.55703133,-0.40789384,0.54285717,-1.188287,-0.41463414,1.0,14.544651,0,0,0,0.33333334,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.6666665,0,-0.5,-0.6939847,8.206776
2.253012,-0.30120483,0.5,1.0,0.0,-0.68817204,0,0,0,0,0,-0.5021065,-0.28151262,-0.060606062,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,1.6666666,0,0.0,1.7928946,4.4100466
0.39759037,-0.6626506,-0.5,0.0,0.0,-0.17204301,0,0,0,0,0,-0.061279204,-0.2184874,0.6969697,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-0.5,0.0,0.1343458
0.25301206,0.57831323,-0.5,0.0,0.0,0.34408602,0,0,0,0,0,1.2642119,0.8193277,0.7878788,-0.75,-0.68688107,1.9868664,0.7714286,0.48515087,2.3414633,0.9,0.8043258,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8962264,0.33333334,-1,-0.5,0.07347598,-0.17523365
-0.7710843,-0.6506024,0.5,1.0,-1.0,-0.21505377,0,0,0,0,0,1.180883,1.8487395,-0.030303031,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,3,6,-0.33333334,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0.0,-0.6666667,-1,0.0,0.0,-0.32827103
-0.5301205,-0.5060241,1.0,0.0,-1.0,1.2043011,0,0,0,0,0,-0.28193906,-0.57563025,1.2424242,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,2,0,-0.33333334,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,-0.33333334,0,0.0,0.18611224,-0.21728972
1.0,-0.28915662,-0.5,0.0,0.0,-0.68817204,0,0,0,1,0,0.2656891,0.7058824,-0.18181819,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-0.047169812,0.6666667,1,0.0,1.7928946,1.3714954
1.7710843,-0.04819277,0.0,0.0,2.0,0.12903225,1,0,0,0,0,0.55435795,0.44537815,0.3030303,0.0,-0.24117441,0.24359499,-0.14285715,0.14861012,0.6585366,-0.55,-0.1385938,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3018868,1.0,1,1.5,0.4444893,1.3142524
0.62650603,-0.24096386,-0.5,0.0,0.0,-0.47311828,0,0,0,0,0,-0.42140394,-0.50840336,-0.21212122,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.6666667,0,-0.5,1.7928946,1.3714954
-0.33734939,-0.27710843,1.0,0.0,-0.5,0.47311828,0,1,0,1,0,-0.20200251,-0.23109244,-0.27272728,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.0,0,0.0,1.7928946,-0.05957944
0.4939759,-0.28915662,0.5,0.0,0.5,-0.68817204,0,0,0,0,0,0.2656891,0.7058824,-0.18181819,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.6666667,0,-0.5,1.7928946,1.0619159
0.024096385,0.78313255,0.5,1.0,0.5,1.548387,0,0,0,0,0,0.5897029,0.3907563,4.909091,-1.25,-0.7966911,1.6336366,0.7714286,0.16239011,1.9512196,0.55,0.80270636,0,2,0,-1.0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471698,0.33333334,0,2.0,-0.89947516,-0.28037384
-0.62650603,-0.5301205,0.0,0.0,0.5,-0.516129,0,0,0,0,0,0.626361,-0.3907563,0.15151516,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,2,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,-0.33333334,0,0.0,0.18611224,-0.23948598
-0.39759037,0.44578314,-0.5,0.0,0.0,1.2903225,0,0,0,0,0,0.66356623,0.36134455,1.6060606,-0.75,-0.56874055,1.634812,0.2857143,0.6368496,0.9512195,-0.4,0.42051956,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0754716,0.0,-1,-0.5,-0.00040371416,-0.3271028
-0.5180723,-0.4939759,-0.5,0.0,0.5,1.2043011,0,0,0,0,0,0.21633747,-0.26890758,0.24242425,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,-0.6666667,0,-0.5,0.18611224,-0.2745327
-0.6626506,-0.4939759,-0.5,0.0,-1.0,1.2043011,1,0,0,0,0,0.21633747,-0.26890758,0.24242425,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,-0.6666667,0,0.0,0.18611224,-0.31542057
-0.060240965,0.61445785,0.0,0.0,0.0,1.032258,1,0,0,0,0,0.38682497,0.029411765,0.3030303,-0.75,-0.68688107,1.9868664,0.7714286,0.48515087,2.3414633,0.9,0.8043258,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8962264,0.33333334,0,1.0,0.07347598,-0.2978972
-0.42168674,1.2771084,-0.5,0.0,0.0,0.17204301,0,0,0,0,0,-0.40219948,0.025210084,1.969697,-1.25,-0.78212744,0.22717361,1.2285714,-1.2748872,0.85365856,-0.55,0.16817549,0,2,0,-1.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0754717,0.0,0,0.0,-1.1542188,-0.41612148
-0.6987952,-0.12048193,0.5,0.0,0.5,1.2473118,1,0,0,0,0,-0.41445532,-0.6764706,-0.18181819,0.25,0.91156936,-0.015433361,0.17142858,-0.51152295,-0.2682927,0.3,-0.20408913,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8113208,-0.6666667,0,1.0,-0.5329027,-0.15771028
-0.26506025,-0.26506025,-0.5,0.0,0.0,0.47311828,0,0,0,0,0,0.94889754,1.0294118,1.8484849,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.33333334,0,-0.5,1.7928946,-0.07827103
0.57831323,-0.26506025,0.0,0.0,0.0,0.47311828,0,0,0,0,0,0.94889754,1.0294118,1.8484849,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,1.0,0,-0.5,1.7928946,0.1635514
-0.42168674,-0.6626506,-0.5,0.0,0.0,-0.17204301,0,0,0,0,0,-0.061279204,-0.2184874,0.6969697,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,3,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0.0,0.0,0,-0.5,0.0,-0.15070094
0.14457831,0.060240965,0.5,0.1,0.0,-0.086021505,0,0,0,0,0,-0.09093396,-0.21008404,-0.21212122,0.75,0.5769544,-0.12772554,-0.51428574,0.107745305,-0.5365854,0.0,-0.34982345,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3490566,0.0,0,0.05,1.4775939,0.26273364
-0.57831323,0.8072289,1.0,0.0,0.0,0.043010753,0,0,0,0,0,0.86753845,0.021008404,1.1212121,-1.25,-0.7966911,1.6336366,0.7714286,0.16239011,1.9512196,0.55,0.80270636,0,2,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471698,-0.33333334,0,0.0,-0.89947516,-0.40303737
-0.18072289,-0.5301205,0.0,0.0,0.5,-0.516129,0,0,0,0,0,0.626361,-0.3907563,0.15151516,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,0.0,0,0.0,0.18611224,-0.18107477
0.8313253,-0.30120483,-0.5,0.0,0.5,-0.68817204,0,0,0,0,0,-0.5021065,-0.28151262,-0.060606062,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.33333334,0,-0.5,1.7928946,1.3113317
0.30120483,-0.16867469,0.5,1.0,6.0,-0.6451613,0,0,0,0,0,0.624063,0.3067227,1.0,0.25,0.91156936,-0.015433361,0.17142858,-0.51152295,-0.2682927,0.3,-0.20408913,0,2,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0.8113208,0.33333334,0,0.5,-0.5329027,1.0221963
-0.74698794,0.21686748,1.0,0.0,0.5,0.516129,0,0,1,0,0,1.1483833,0.36134455,3.1818182,-0.75,0.10299429,1.7501533,0.8,-0.09717272,0.24390244,0.45,1.7415892,0,0,0,-0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4433963,-0.6666667,0,0.0,-1.0415826,-0.3224299
-0.5903614,-0.60240966,-0.5,0.0,0.0,-0.17204301,0,0,0,0,0,-0.9004213,-0.78571427,-0.030303031,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33333334,-1,-0.5,0.0,-0.4787383
-0.33734939,-0.5060241,2.0,0.0,0.5,1.2043011,0,0,0,0,0,-0.28193906,-0.57563025,1.2424242,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,-0.6666667,0,-0.5,0.18611224,-0.054906543
-0.20481928,0.45783132,0.0,0.0,0.0,1.2903225,0,0,1,0,1,2.2961645,0.87815124,0.3939394,-0.75,-0.56874055,1.634812,0.2857143,0.6368496,0.9512195,-0.4,0.42051956,0,0,0,-0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0754716,0.0,1,0.0,-0.00040371416,-0.32476637
1.4216868,0.3493976,-0.5,0.0,0.0,0.2580645,1,0,0,0,0,-0.9555726,-1.0462185,0.0,0.0,0.55703133,-0.40789384,0.54285717,-1.188287,-0.41463414,1.0,14.544651,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.3333334,3,1.0,-0.6939847,0.8394393
0.084337346,1.5180722,1.0,0.0,1.0,0.6451613,0,0,1,1,0,-0.39120206,-1.1470588,-0.121212125,-1.25,-0.51357335,-1.0544086,0.85714287,-2.0383701,-0.4878049,-1.25,0.4323962,0,0,0,-0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6320755,0.33333334,0,0.0,-1.1190957,-0.22196262
1.9879518,-0.18072289,0.5,0.0,2.0,-0.6451613,0,0,0,1,0,-0.40198064,-0.5294118,-0.121212125,0.25,0.91156936,-0.015433361,0.17142858,-0.51152295,-0.2682927,0.3,-0.20408913,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8113208,1.6666666,3,0.0,-0.5329027,2.1320093
0.084337346,0.8192771,-0.5,0.0,0.5,0.043010753,0,0,0,0,0,1.0144444,0.4789916,0.8787879,-1.25,-0.7966911,1.6336366,0.7714286,0.16239011,1.9512196,0.55,0.80270636,0,0,0,-1.0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1.0471698,0.33333334,1,-0.5,-0.89947516,-0.22780374
2.6144578,-0.25301206,0.0,0.0,2.0,-0.47311828,0,0,0,0,0,-0.19981398,-0.2647059,-0.24242425,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,1.0,2,0.0,1.7928946,2.3189251
-0.5903614,-0.060240965,0.5,0.0,0.0,0.94623655,0,0,0,0,0,0.25901407,-0.33613446,-0.15151516,0.0,-0.24117441,0.24359499,-0.14285715,0.14861012,0.6585366,-0.55,-0.1385938,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3018868,-0.6666667,0,-0.5,0.4444893,-0.2067757
0.6987952,1.7469879,0.0,0.0,0.0,1.0752689,0,0,0,0,0,-0.2700662,-0.710084,0.15151516,-1.0,0.0055341953,-1.6533115,0.6857143,-2.3814445,-0.9756098,-1.6,1.0621114,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5471698,1.0,0,-0.5,-0.7028664,0.08761682
-0.14457831,0.31325302,1.0,0.0,0.0,-0.38709676,0,0,1,0,0,-0.0067844833,0.09663866,2.3636363,0.0,0.55703133,-0.40789384,0.54285717,-1.188287,-0.41463414,1.0,14.544651,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0,0.0,-0.6939847,0.052570093
-0.5180723,-0.060240965,-0.5,0.0,0.0,0.94623655,0,0,0,0,0,0.25901407,-0.33613446,-0.15151516,0.0,-0.24117441,0.24359499,-0.14285715,0.14861012,0.6585366,-0.55,-0.1385938,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3018868,-0.6666667,0,-0.5,0.4444893,-0.06425234
0.14457831,-0.26506025,-0.5,0.0,0.0,0.47311828,0,0,0,0,0,0.94889754,1.0294118,1.8484849,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.33333334,0,-0.5,1.7928946,-0.29205608
-0.4698795,-0.48192772,0.5,0.0,0.5,1.2043011,0,0,0,0,0,0.026043661,0.09243698,0.36363637,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,0,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,0.0,0,-0.5,0.18611224,-0.25700936
0.036144577,-0.5060241,-0.5,0.0,0.5,1.2043011,0,0,0,0,0,-0.28193906,-0.57563025,1.2424242,-0.5,0.023360131,0.12949714,-0.22857143,-0.19838442,-0.63414633,-1.3,0.045829713,0,2,0,-0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377359,0.33333334,0,0.5,0.18611224,-0.12850468
-0.27710843,-0.04819277,0.0,0.0,0.0,0.12903225,0,0,0,0,0,0.55435795,0.44537815,0.3030303,0.0,-0.24117441,0.24359499,-0.14285715,0.14861012,0.6585366,-0.55,-0.1385938,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3018868,0.0,0,0.0,0.4444893,-0.099299066
-0.21686748,0.5903614,0.5,1.0,1.5,0.34408602,1,0,0,1,0,0.6662472,0.37815127,1.030303,-0.75,-0.68688107,1.9868664,0.7714286,0.48515087,2.3414633,0.9,0.8043258,0,2,0,-1.0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8962264,0.33333334,0,4.0,0.07347598,-0.3213785
-0.28915662,1.2650602,0.0,0.0,0.0,0.17204301,0,0,0,0,0,1.2691361,-1.2563025,-0.3030303,-1.25,-0.78212744,0.22717361,1.2285714,-1.2748872,0.85365856,-0.55,0.16817549,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0754717,0.0,0,-0.5,-1.1542188,-0.36799064
-0.04819277,1.3975904,0.5,0.0,2.0,0.60215056,0,0,0,0,0,-0.040761612,-0.7184874,-0.24242425,-1.25,-0.5641384,-0.48039317,0.62857145,-1.469589,-0.3902439,-1.4,1.6442064,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43396226,0.33333334,0,-0.5,-1.308034,-0.2453271
1.6144578,-0.30120483,-0.5,0.0,0.0,-0.68817204,0,0,0,0,0,-0.5021065,-0.28151262,-0.060606062,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,1.3333334,0,-0.5,1.7928946,3.276869
0.5903614,-0.60240966,-0.5,1.0,1.0,-0.17204301,0,0,0,0,0,-0.9004213,-0.78571427,-0.030303031,0.25,0.0,-0.10246321,-1.1428572,1.1183178,0.0,0.45,-0.19729364,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6666666,-1,0.5,0.0,0.9626168
0.686747,-0.28915662,-0.5,1.0,1.0,-0.68817204,0,0,0,0,0,0.2656891,0.7058824,-0.18181819,0.0,0.6828032,0.0,-0.31428573,0.0,-0.7804878,-0.45,-0.114701584,0,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047169812,0.6666667,-1,0.5,1.7928946,1.7523365
